species,mirna,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id
Aedes albopictus,aal-mir-2796-3p,GO:1901363,Heterocyclic compound binding,17,3866,0.4,0.31,0.0234,"7160.A0A023EID3,7160.A0A182G1N5,7160.A0A182G3H6,7160.A0A182G6F8,7160.A0A182G9G7,7160.A0A182GE93,7160.A0A182GEP3,7160.A0A182GYJ6,7160.A0A182GYQ8,7160.A0A182H086,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H540,7160.A0A182H556,7160.A0A182H9P7,7160.A0A182HDC1,7160.A0A182HEJ7","RP20_CCG023467,RP20_CCG000855,RP20_CCG002131,RP20_CCG003981,RP20_CCG005741,RP20_CCG005310,RP20_CCG008617,RP20_CCG018204,RP20_CCG018290,RP20_CCG019112,RP20_CCG021138,RP20_CCG028366,RP20_CCG021891,RP20_CCG021911,RP20_CCG024828,RP20_CCG027115,RP20_CCG027949",GO Molecular Function,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2943,GO:0009987,Cellular process,48,9172,0.21,0.33,0.0006,"7160.A0A023EFH1,7160.A0A023EK15,7160.A0A023EN48,7160.A0A023ERH1,7160.A0A023ETW5,7160.A0A182G0Y6,7160.A0A182G1N0,7160.A0A182G1N5,7160.A0A182G2L9,7160.A0A182G353,7160.A0A182G3V1,7160.A0A182G5B9,7160.A0A182G5Y8,7160.A0A182G6K5,7160.A0A182G6N8,7160.A0A182G7D3,7160.A0A182G8G8,7160.A0A182G8Z3,7160.A0A182GAE9,7160.A0A182GC01,7160.A0A182GC65,7160.A0A182GDI3,7160.A0A182GE90,7160.A0A182GEP3,7160.A0A182GFC6,7160.A0A182GFQ8,7160.A0A182GGX6,7160.A0A182GL28,7160.A0A182GLL7,7160.A0A182GM09,7160.A0A182GMS9,7160.A0A182GP17,7160.A0A182GTN0,7160.A0A182GTN5,7160.A0A182GUQ1,7160.A0A182GX55,7160.A0A182GXE6,7160.A0A182H2E5,7160.A0A182H356,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H5Y8,7160.A0A182H9C6,7160.A0A182HAS2,7160.A0A182HBY3,7160.A0A182HDC1,7160.A0A182HE17,7160.A0A182HEM4","RP20_CCG013111,RP20_CCG008844,RP20_CCG001630,RP20_CCG014088,RP20_CCG008539,RP20_CCG000324,RP20_CCG000844,RP20_CCG000855,RP20_CCG001505,RP20_CCG001887,RP20_CCG002347,RP20_CCG003299,RP20_CCG003693,RP20_CCG004072,RP20_CCG004134,RP20_CCG004562,RP20_CCG005153,RP20_CCG005441,RP20_CCG006329,RP20_CCG007245,RP20_CCG007334,RP20_CCG008046,RP20_CCG008411,RP20_CCG008617,RP20_CCG008947,RP20_CCG009132,RP20_CCG009705,RP20_CCG011762,RP20_CCG012046,RP20_CCG012249,RP20_CCG012629,RP20_CCG013225,RP20_CCG015571,RP20_CCG015582,RP20_CCG016099,RP20_CCG017417,RP20_CCG017552,RP20_CCG020346,RP20_CCG020733,RP20_CCG021138,RP20_CCG028366,RP20_CCG022407,RP20_CCG024597,RP20_CCG025470,RP20_CCG026212,RP20_CCG027115,RP20_CCG027599,RP20_CCG028009",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2943,GO:0016311,Dephosphorylation,6,140,1.12,0.51,0.0213,"7160.A0A182G5Y8,7160.A0A182GE90,7160.A0A182GL28,7160.A0A182GLL7,7160.A0A182GX55,7160.A0A182HBY3","RP20_CCG003693,RP20_CCG008411,RP20_CCG011762,RP20_CCG012046,RP20_CCG017417,RP20_CCG026212",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2943,GO:0005622,Intracellular anatomical structure,43,8647,0.18,0.25,0.0273,"7160.A0A023EFH1,7160.A0A023EK15,7160.A0A023EN48,7160.A0A023ERH1,7160.A0A023ETW5,7160.A0A182G0Y6,7160.A0A182G1N0,7160.A0A182G3V1,7160.A0A182G5B9,7160.A0A182G5Y8,7160.A0A182G6N8,7160.A0A182G7D3,7160.A0A182G8G8,7160.A0A182G8Z3,7160.A0A182GAE9,7160.A0A182GC01,7160.A0A182GC65,7160.A0A182GDI3,7160.A0A182GEP3,7160.A0A182GFC6,7160.A0A182GFQ8,7160.A0A182GGX6,7160.A0A182GKM7,7160.A0A182GL28,7160.A0A182GM09,7160.A0A182GMS9,7160.A0A182GP17,7160.A0A182GTN0,7160.A0A182GTN5,7160.A0A182GUQ1,7160.A0A182H2E5,7160.A0A182H356,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H5Y8,7160.A0A182H9C6,7160.A0A182HAS2,7160.A0A182HBS5,7160.A0A182HBY3,7160.A0A182HDC1,7160.A0A182HE17,7160.A0A182HEJ7,7160.A0A182HEM4","RP20_CCG013111,RP20_CCG008844,RP20_CCG001630,RP20_CCG014088,RP20_CCG008539,RP20_CCG000324,RP20_CCG000844,RP20_CCG002347,RP20_CCG003299,RP20_CCG003693,RP20_CCG004134,RP20_CCG004562,RP20_CCG005153,RP20_CCG005441,RP20_CCG006329,RP20_CCG007245,RP20_CCG007334,RP20_CCG008046,RP20_CCG008617,RP20_CCG008947,RP20_CCG009132,RP20_CCG009705,RP20_CCG011552,RP20_CCG011762,RP20_CCG012249,RP20_CCG012629,RP20_CCG013225,RP20_CCG015571,RP20_CCG015582,RP20_CCG016099,RP20_CCG020346,RP20_CCG020733,RP20_CCG021138,RP20_CCG028366,RP20_CCG022407,RP20_CCG024597,RP20_CCG025470,RP20_CCG026116,RP20_CCG026212,RP20_CCG027115,RP20_CCG027599,RP20_CCG027949,RP20_CCG028009",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2943,GO:0005737,Cytoplasm,33,5617,0.26,0.27,0.0273,"7160.A0A023EFH1,7160.A0A023EK15,7160.A0A023EN48,7160.A0A023ERH1,7160.A0A023ETW5,7160.A0A182G1N0,7160.A0A182G3V1,7160.A0A182G5B9,7160.A0A182G5Y8,7160.A0A182G8Z3,7160.A0A182GAE9,7160.A0A182GC01,7160.A0A182GC65,7160.A0A182GDI3,7160.A0A182GEP3,7160.A0A182GFC6,7160.A0A182GFQ8,7160.A0A182GGX6,7160.A0A182GL28,7160.A0A182GM09,7160.A0A182GMS9,7160.A0A182GP17,7160.A0A182GTN0,7160.A0A182GTN5,7160.A0A182GUQ1,7160.A0A182H2E5,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H5Y8,7160.A0A182HAS2,7160.A0A182HBS5,7160.A0A182HBY3,7160.A0A182HEJ7","RP20_CCG013111,RP20_CCG008844,RP20_CCG001630,RP20_CCG014088,RP20_CCG008539,RP20_CCG000844,RP20_CCG002347,RP20_CCG003299,RP20_CCG003693,RP20_CCG005441,RP20_CCG006329,RP20_CCG007245,RP20_CCG007334,RP20_CCG008046,RP20_CCG008617,RP20_CCG008947,RP20_CCG009132,RP20_CCG009705,RP20_CCG011762,RP20_CCG012249,RP20_CCG012629,RP20_CCG013225,RP20_CCG015571,RP20_CCG015582,RP20_CCG016099,RP20_CCG020346,RP20_CCG021138,RP20_CCG028366,RP20_CCG022407,RP20_CCG025470,RP20_CCG026116,RP20_CCG026212,RP20_CCG027949",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2943,GO:0043229,Intracellular organelle,37,7114,0.2,0.24,0.0435,"7160.A0A023EFH1,7160.A0A023EK15,7160.A0A023EN48,7160.A0A023ERH1,7160.A0A182G0Y6,7160.A0A182G5Y8,7160.A0A182G6N8,7160.A0A182G7D3,7160.A0A182G8G8,7160.A0A182G8Z3,7160.A0A182GAE9,7160.A0A182GC01,7160.A0A182GC65,7160.A0A182GDI3,7160.A0A182GEP3,7160.A0A182GFC6,7160.A0A182GFQ8,7160.A0A182GGX6,7160.A0A182GKM7,7160.A0A182GL28,7160.A0A182GM09,7160.A0A182GMS9,7160.A0A182GP17,7160.A0A182GTN0,7160.A0A182GTN5,7160.A0A182GUQ1,7160.A0A182H2E5,7160.A0A182H356,7160.A0A182H3T2,7160.A0A182H5Y8,7160.A0A182H9C6,7160.A0A182HAS2,7160.A0A182HBY3,7160.A0A182HDC1,7160.A0A182HE17,7160.A0A182HEJ7,7160.A0A182HEM4","RP20_CCG013111,RP20_CCG008844,RP20_CCG001630,RP20_CCG014088,RP20_CCG000324,RP20_CCG003693,RP20_CCG004134,RP20_CCG004562,RP20_CCG005153,RP20_CCG005441,RP20_CCG006329,RP20_CCG007245,RP20_CCG007334,RP20_CCG008046,RP20_CCG008617,RP20_CCG008947,RP20_CCG009132,RP20_CCG009705,RP20_CCG011552,RP20_CCG011762,RP20_CCG012249,RP20_CCG012629,RP20_CCG013225,RP20_CCG015571,RP20_CCG015582,RP20_CCG016099,RP20_CCG020346,RP20_CCG020733,RP20_CCG021138,RP20_CCG022407,RP20_CCG024597,RP20_CCG025470,RP20_CCG026212,RP20_CCG027115,RP20_CCG027599,RP20_CCG027949,RP20_CCG028009",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2943,GO:0043231,Intracellular membrane-bounded organelle,34,6330,0.22,0.24,0.0435,"7160.A0A023EFH1,7160.A0A023EK15,7160.A0A023EN48,7160.A0A023ERH1,7160.A0A182G0Y6,7160.A0A182G5Y8,7160.A0A182G6N8,7160.A0A182G7D3,7160.A0A182G8G8,7160.A0A182G8Z3,7160.A0A182GAE9,7160.A0A182GC01,7160.A0A182GC65,7160.A0A182GEP3,7160.A0A182GFC6,7160.A0A182GFQ8,7160.A0A182GGX6,7160.A0A182GKM7,7160.A0A182GM09,7160.A0A182GMS9,7160.A0A182GP17,7160.A0A182GTN0,7160.A0A182GTN5,7160.A0A182H2E5,7160.A0A182H356,7160.A0A182H3T2,7160.A0A182H5Y8,7160.A0A182H9C6,7160.A0A182HAS2,7160.A0A182HBY3,7160.A0A182HDC1,7160.A0A182HE17,7160.A0A182HEJ7,7160.A0A182HEM4","RP20_CCG013111,RP20_CCG008844,RP20_CCG001630,RP20_CCG014088,RP20_CCG000324,RP20_CCG003693,RP20_CCG004134,RP20_CCG004562,RP20_CCG005153,RP20_CCG005441,RP20_CCG006329,RP20_CCG007245,RP20_CCG007334,RP20_CCG008617,RP20_CCG008947,RP20_CCG009132,RP20_CCG009705,RP20_CCG011552,RP20_CCG012249,RP20_CCG012629,RP20_CCG013225,RP20_CCG015571,RP20_CCG015582,RP20_CCG020346,RP20_CCG020733,RP20_CCG021138,RP20_CCG022407,RP20_CCG024597,RP20_CCG025470,RP20_CCG026212,RP20_CCG027115,RP20_CCG027599,RP20_CCG027949,RP20_CCG028009",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2943,GO:0044297,Cell body,5,155,1,0.41,0.0435,"7160.A0A182G1N0,7160.A0A182G2L9,7160.A0A182G353,7160.A0A182H4D2,7160.A0A182HAS2","RP20_CCG000844,RP20_CCG001505,RP20_CCG001887,RP20_CCG028366,RP20_CCG025470",GO Cellular Component,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2943,GOCC:0005622,Intracellular,43,8504,0.19,0.27,0.0147,"7160.A0A023EFH1,7160.A0A023EK15,7160.A0A023EKF6,7160.A0A023EN48,7160.A0A023ERH1,7160.A0A023ETW5,7160.A0A182G0Y6,7160.A0A182G3V1,7160.A0A182G5B9,7160.A0A182G5Y8,7160.A0A182G6N8,7160.A0A182G7D3,7160.A0A182G8G8,7160.A0A182G8Z3,7160.A0A182GAE9,7160.A0A182GC65,7160.A0A182GDI3,7160.A0A182GE90,7160.A0A182GEP3,7160.A0A182GFC6,7160.A0A182GFQ8,7160.A0A182GGX6,7160.A0A182GH47,7160.A0A182GKM7,7160.A0A182GL28,7160.A0A182GLL7,7160.A0A182GM09,7160.A0A182GMS9,7160.A0A182GTN0,7160.A0A182GTN5,7160.A0A182GUQ1,7160.A0A182H2E5,7160.A0A182H3T2,7160.A0A182H4D2,7160.A0A182H5Y8,7160.A0A182H9C6,7160.A0A182HAS2,7160.A0A182HBS5,7160.A0A182HBY3,7160.A0A182HDC1,7160.A0A182HE17,7160.A0A182HEJ7,7160.A0A182HEM4","RP20_CCG013111,RP20_CCG008844,RP20_CCG016408,RP20_CCG001630,RP20_CCG014088,RP20_CCG008539,RP20_CCG000324,RP20_CCG002347,RP20_CCG003299,RP20_CCG003693,RP20_CCG004134,RP20_CCG004562,RP20_CCG005153,RP20_CCG005441,RP20_CCG006329,RP20_CCG007334,RP20_CCG008046,RP20_CCG008411,RP20_CCG008617,RP20_CCG008947,RP20_CCG009132,RP20_CCG009705,RP20_CCG009803,RP20_CCG011552,RP20_CCG011762,RP20_CCG012046,RP20_CCG012249,RP20_CCG012629,RP20_CCG015571,RP20_CCG015582,RP20_CCG016099,RP20_CCG020346,RP20_CCG021138,RP20_CCG028366,RP20_CCG022407,RP20_CCG024597,RP20_CCG025470,RP20_CCG026116,RP20_CCG026212,RP20_CCG027115,RP20_CCG027599,RP20_CCG027949,RP20_CCG028009",Subcellular Location,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2943,GOCC:0044297,Cell body,5,84,1.26,0.57,0.0147,"7160.A0A182G1N0,7160.A0A182G2L9,7160.A0A182G353,7160.A0A182H4D2,7160.A0A182HAS2","RP20_CCG000844,RP20_CCG001505,RP20_CCG001887,RP20_CCG028366,RP20_CCG025470",Subcellular Location,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2945-3p,GO:0036211,Protein modification process,17,1258,0.68,0.67,0.00016,"7160.A0A182G5Y8,7160.A0A182G786,7160.A0A182G8G8,7160.A0A182GFT8,7160.A0A182GH02,7160.A0A182GLG3,7160.A0A182GLV7,7160.A0A182GNN7,7160.A0A182GNS9,7160.A0A182GNU9,7160.A0A182GTH0,7160.A0A182GVN2,7160.A0A182GX42,7160.A0A182H3T2,7160.A0A182H8T1,7160.A0A182HDD3,7160.A0A182HEW6","RP20_CCG003693,RP20_CCG004462,RP20_CCG005153,RP20_CCG009169,RP20_CCG009737,RP20_CCG011982,RP20_CCG012164,RP20_CCG013047,RP20_CCG013105,RP20_CCG013131,RP20_CCG015467,RP20_CCG016583,RP20_CCG017400,RP20_CCG021138,RP20_CCG024251,RP20_CCG027131,RP20_CCG028181",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2945-3p,GO:0071704,Organic substance metabolic process,33,5262,0.35,0.42,0.0002,"7160.A0A023EJK9,7160.A0A182G0U6,7160.A0A182G2L9,7160.A0A182G3H6,7160.A0A182G5Y8,7160.A0A182G659,7160.A0A182G6P1,7160.A0A182G786,7160.A0A182G8G8,7160.A0A182GDW5,7160.A0A182GF70,7160.A0A182GFT8,7160.A0A182GH02,7160.A0A182GIA0,7160.A0A182GLG3,7160.A0A182GLV7,7160.A0A182GNN7,7160.A0A182GNS9,7160.A0A182GNU9,7160.A0A182GQG3,7160.A0A182GQP1,7160.A0A182GS07,7160.A0A182GTH0,7160.A0A182GVN2,7160.A0A182GX42,7160.A0A182H3T2,7160.A0A182H429,7160.A0A182H8T1,7160.A0A182HC76,7160.A0A182HDC1,7160.A0A182HDD3,7160.A0A182HEW6,7160.A0A182HF88","RP20_CCG026399,RP20_CCG000245,RP20_CCG001505,RP20_CCG002131,RP20_CCG003693,RP20_CCG003825,RP20_CCG004137,RP20_CCG004462,RP20_CCG005153,RP20_CCG008228,RP20_CCG008879,RP20_CCG009169,RP20_CCG009737,RP20_CCG010378,RP20_CCG011982,RP20_CCG012164,RP20_CCG013047,RP20_CCG013105,RP20_CCG013131,RP20_CCG013932,RP20_CCG014045,RP20_CCG014730,RP20_CCG015467,RP20_CCG016583,RP20_CCG017400,RP20_CCG021138,RP20_CCG021296,RP20_CCG024251,RP20_CCG026400,RP20_CCG027115,RP20_CCG027131,RP20_CCG028181,RP20_CCG028417",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2945-3p,GO:0044237,Cellular metabolic process,29,4264,0.38,0.43,0.00031,"7160.A0A023EJK9,7160.A0A182G0U6,7160.A0A182G2L9,7160.A0A182G3H6,7160.A0A182G5Y8,7160.A0A182G659,7160.A0A182G6P1,7160.A0A182G786,7160.A0A182G8G8,7160.A0A182GDW5,7160.A0A182GF70,7160.A0A182GFT8,7160.A0A182GH02,7160.A0A182GIA0,7160.A0A182GLV7,7160.A0A182GNS9,7160.A0A182GNU9,7160.A0A182GQG3,7160.A0A182GQP1,7160.A0A182GS07,7160.A0A182GTH0,7160.A0A182GX42,7160.A0A182H3T2,7160.A0A182H429,7160.A0A182H8T1,7160.A0A182HDC1,7160.A0A182HDD3,7160.A0A182HEW6,7160.A0A182HF88","RP20_CCG026399,RP20_CCG000245,RP20_CCG001505,RP20_CCG002131,RP20_CCG003693,RP20_CCG003825,RP20_CCG004137,RP20_CCG004462,RP20_CCG005153,RP20_CCG008228,RP20_CCG008879,RP20_CCG009169,RP20_CCG009737,RP20_CCG010378,RP20_CCG012164,RP20_CCG013105,RP20_CCG013131,RP20_CCG013932,RP20_CCG014045,RP20_CCG014730,RP20_CCG015467,RP20_CCG017400,RP20_CCG021138,RP20_CCG021296,RP20_CCG024251,RP20_CCG027115,RP20_CCG027131,RP20_CCG028181,RP20_CCG028417",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2945-3p,GO:0006807,Nitrogen compound metabolic process,28,4334,0.36,0.39,0.0012,"7160.A0A182G3H6,7160.A0A182G5Y8,7160.A0A182G659,7160.A0A182G6P1,7160.A0A182G786,7160.A0A182G8G8,7160.A0A182GDW5,7160.A0A182GFT8,7160.A0A182GH02,7160.A0A182GIA0,7160.A0A182GLG3,7160.A0A182GLV7,7160.A0A182GNN7,7160.A0A182GNS9,7160.A0A182GNU9,7160.A0A182GQG3,7160.A0A182GQP1,7160.A0A182GS07,7160.A0A182GTH0,7160.A0A182GVN2,7160.A0A182GX42,7160.A0A182H3T2,7160.A0A182H429,7160.A0A182H8T1,7160.A0A182HC76,7160.A0A182HDC1,7160.A0A182HDD3,7160.A0A182HEW6","RP20_CCG002131,RP20_CCG003693,RP20_CCG003825,RP20_CCG004137,RP20_CCG004462,RP20_CCG005153,RP20_CCG008228,RP20_CCG009169,RP20_CCG009737,RP20_CCG010378,RP20_CCG011982,RP20_CCG012164,RP20_CCG013047,RP20_CCG013105,RP20_CCG013131,RP20_CCG013932,RP20_CCG014045,RP20_CCG014730,RP20_CCG015467,RP20_CCG016583,RP20_CCG017400,RP20_CCG021138,RP20_CCG021296,RP20_CCG024251,RP20_CCG026400,RP20_CCG027115,RP20_CCG027131,RP20_CCG028181",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2945-3p,GO:0044238,Primary metabolic process,30,4906,0.33,0.38,0.0012,"7160.A0A182G0U6,7160.A0A182G3H6,7160.A0A182G5Y8,7160.A0A182G659,7160.A0A182G6P1,7160.A0A182G786,7160.A0A182G8G8,7160.A0A182GDW5,7160.A0A182GF70,7160.A0A182GFT8,7160.A0A182GH02,7160.A0A182GIA0,7160.A0A182GLG3,7160.A0A182GLV7,7160.A0A182GNN7,7160.A0A182GNS9,7160.A0A182GNU9,7160.A0A182GQP1,7160.A0A182GS07,7160.A0A182GTH0,7160.A0A182GVN2,7160.A0A182GX42,7160.A0A182H3T2,7160.A0A182H429,7160.A0A182H8T1,7160.A0A182HC76,7160.A0A182HDC1,7160.A0A182HDD3,7160.A0A182HEW6,7160.A0A182HF88","RP20_CCG000245,RP20_CCG002131,RP20_CCG003693,RP20_CCG003825,RP20_CCG004137,RP20_CCG004462,RP20_CCG005153,RP20_CCG008228,RP20_CCG008879,RP20_CCG009169,RP20_CCG009737,RP20_CCG010378,RP20_CCG011982,RP20_CCG012164,RP20_CCG013047,RP20_CCG013105,RP20_CCG013131,RP20_CCG014045,RP20_CCG014730,RP20_CCG015467,RP20_CCG016583,RP20_CCG017400,RP20_CCG021138,RP20_CCG021296,RP20_CCG024251,RP20_CCG026400,RP20_CCG027115,RP20_CCG027131,RP20_CCG028181,RP20_CCG028417",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2945-3p,GO:1901564,Organonitrogen compound metabolic process,23,3167,0.41,0.4,0.0027,"7160.A0A182G5Y8,7160.A0A182G6P1,7160.A0A182G786,7160.A0A182G8G8,7160.A0A182GDW5,7160.A0A182GFT8,7160.A0A182GH02,7160.A0A182GLG3,7160.A0A182GLV7,7160.A0A182GNN7,7160.A0A182GNS9,7160.A0A182GNU9,7160.A0A182GQP1,7160.A0A182GS07,7160.A0A182GTH0,7160.A0A182GVN2,7160.A0A182GX42,7160.A0A182H3T2,7160.A0A182H429,7160.A0A182H8T1,7160.A0A182HC76,7160.A0A182HDD3,7160.A0A182HEW6","RP20_CCG003693,RP20_CCG004137,RP20_CCG004462,RP20_CCG005153,RP20_CCG008228,RP20_CCG009169,RP20_CCG009737,RP20_CCG011982,RP20_CCG012164,RP20_CCG013047,RP20_CCG013105,RP20_CCG013131,RP20_CCG014045,RP20_CCG014730,RP20_CCG015467,RP20_CCG016583,RP20_CCG017400,RP20_CCG021138,RP20_CCG021296,RP20_CCG024251,RP20_CCG026400,RP20_CCG027131,RP20_CCG028181",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2945-3p,GO:0043170,Macromolecule metabolic process,25,3730,0.37,0.38,0.0029,"7160.A0A023EJK9,7160.A0A182G3H6,7160.A0A182G5Y8,7160.A0A182G659,7160.A0A182G6P1,7160.A0A182G786,7160.A0A182G8G8,7160.A0A182GFT8,7160.A0A182GH02,7160.A0A182GIA0,7160.A0A182GLG3,7160.A0A182GLV7,7160.A0A182GNN7,7160.A0A182GNS9,7160.A0A182GNU9,7160.A0A182GQP1,7160.A0A182GTH0,7160.A0A182GVN2,7160.A0A182GX42,7160.A0A182H3T2,7160.A0A182H8T1,7160.A0A182HC76,7160.A0A182HDC1,7160.A0A182HDD3,7160.A0A182HEW6","RP20_CCG026399,RP20_CCG002131,RP20_CCG003693,RP20_CCG003825,RP20_CCG004137,RP20_CCG004462,RP20_CCG005153,RP20_CCG009169,RP20_CCG009737,RP20_CCG010378,RP20_CCG011982,RP20_CCG012164,RP20_CCG013047,RP20_CCG013105,RP20_CCG013131,RP20_CCG014045,RP20_CCG015467,RP20_CCG016583,RP20_CCG017400,RP20_CCG021138,RP20_CCG024251,RP20_CCG026400,RP20_CCG027115,RP20_CCG027131,RP20_CCG028181",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2945-3p,GO:0019538,Protein metabolic process,20,2503,0.45,0.42,0.0033,"7160.A0A182G5Y8,7160.A0A182G6P1,7160.A0A182G786,7160.A0A182G8G8,7160.A0A182GFT8,7160.A0A182GH02,7160.A0A182GLG3,7160.A0A182GLV7,7160.A0A182GNN7,7160.A0A182GNS9,7160.A0A182GNU9,7160.A0A182GQP1,7160.A0A182GTH0,7160.A0A182GVN2,7160.A0A182GX42,7160.A0A182H3T2,7160.A0A182H8T1,7160.A0A182HC76,7160.A0A182HDD3,7160.A0A182HEW6","RP20_CCG003693,RP20_CCG004137,RP20_CCG004462,RP20_CCG005153,RP20_CCG009169,RP20_CCG009737,RP20_CCG011982,RP20_CCG012164,RP20_CCG013047,RP20_CCG013105,RP20_CCG013131,RP20_CCG014045,RP20_CCG015467,RP20_CCG016583,RP20_CCG017400,RP20_CCG021138,RP20_CCG024251,RP20_CCG026400,RP20_CCG027131,RP20_CCG028181",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
Aedes albopictus,aal-mir-2945-3p,GO:0009987,Cellular process,40,9172,0.19,0.27,0.0072,"7160.A0A023EFH1,7160.A0A023EJK9,7160.A0A182G0U6,7160.A0A182G2L9,7160.A0A182G3H6,7160.A0A182G5Y8,7160.A0A182G659,7160.A0A182G693,7160.A0A182G6P1,7160.A0A182G786,7160.A0A182G7F5,7160.A0A182G8G8,7160.A0A182GDI3,7160.A0A182GDW5,7160.A0A182GF70,7160.A0A182GFT8,7160.A0A182GH02,7160.A0A182GIA0,7160.A0A182GIE1,7160.A0A182GKL7,7160.A0A182GLV7,7160.A0A182GLX7,7160.A0A182GNN7,7160.A0A182GNS9,7160.A0A182GNU9,7160.A0A182GQG3,7160.A0A182GQP1,7160.A0A182GS07,7160.A0A182GT18,7160.A0A182GTB3,7160.A0A182GTH0,7160.A0A182GX42,7160.A0A182H3T2,7160.A0A182H429,7160.A0A182H8T1,7160.A0A182HC76,7160.A0A182HDC1,7160.A0A182HDD3,7160.A0A182HEW6,7160.A0A182HF88","RP20_CCG013111,RP20_CCG026399,RP20_CCG000245,RP20_CCG001505,RP20_CCG002131,RP20_CCG003693,RP20_CCG003825,RP20_CCG003859,RP20_CCG004137,RP20_CCG004462,RP20_CCG004603,RP20_CCG005153,RP20_CCG008046,RP20_CCG008228,RP20_CCG008879,RP20_CCG009169,RP20_CCG009737,RP20_CCG010378,RP20_CCG010430,RP20_CCG011539,RP20_CCG012164,RP20_CCG012195,RP20_CCG013047,RP20_CCG013105,RP20_CCG013131,RP20_CCG013932,RP20_CCG014045,RP20_CCG014730,RP20_CCG015245,RP20_CCG015385,RP20_CCG015467,RP20_CCG017400,RP20_CCG021138,RP20_CCG021296,RP20_CCG024251,RP20_CCG026400,RP20_CCG027115,RP20_CCG027131,RP20_CCG028181,RP20_CCG028417",GO Biological Process,NA,stringdb,STRINGv12.0,7160,asian tiger mosquito,STRING.7160.Aedes
