"species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q16RM1","AAEL010908","AAEL010908-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q16RU6","AAEL010835","Mitogen-activated protein kinase kinase kinase.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q16WF1","AAEL009240","AAEL009240-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q16WM1","AAEL009175","AAEL009175-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q16Z01","AAEL008371","AAEL008371-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q170K8","AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q170V1","AAEL007791","AAEL007791-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q174K3","AAEL006876","AAEL006876-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q179N7","AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q179X5","AAEL005463","AAEL005463-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q17B43","AAEL005099","Rap GTPase-activating protein.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q17B44","AAEL005089","AAEL005089-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q17C39","AAEL004717","AAEL004717-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q17CG1","AAEL004549","AAEL004549-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q17E44","AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q17L66","AAEL001468","AAEL001468-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q17L67","AAEL001454","AAEL001454-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0030424","Axon",23,291,0.55,0.7,0.00016,"7159.Q17MX1","AAEL000868","AAEL000868-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q16IW8","AAEL013529","AAEL013529-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q16LS6","AAEL012541","AAEL012541-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q16PP6","AAEL011565","AAEL011565-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q16RM1","AAEL010908","AAEL010908-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q16RU6","AAEL010835","Mitogen-activated protein kinase kinase kinase.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q16WF1","AAEL009240","AAEL009240-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q16WM1","AAEL009175","AAEL009175-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q16Z01","AAEL008371","AAEL008371-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q174K3","AAEL006876","AAEL006876-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q179N7","AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q179X5","AAEL005463","AAEL005463-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q17B43","AAEL005099","Rap GTPase-activating protein.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q17B44","AAEL005089","AAEL005089-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q17CG1","AAEL004549","AAEL004549-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q17E44","AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q17L66","AAEL001468","AAEL001468-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GOCC:0030424","Axon",17,170,0.65,0.63,0.0011,"7159.Q17L67","AAEL001454","AAEL001454-PA.","Subcellular Location","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q0IEP7","AAEL008354","AAEL008354-PA; Belongs to the ligand-gated ion channel (TC 1.A.9) family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16IW8","AAEL013529","AAEL013529-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16JQ4","AAEL013252","AAEL013252-PB.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16LS6","AAEL012541","AAEL012541-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16N83","AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16PP6","AAEL011565","AAEL011565-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16R23","AAEL011105","AAEL011105-PB.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16RU6","AAEL010835","Mitogen-activated protein kinase kinase kinase.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16SB0","AAEL010643","AAEL010643-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16TV9","AAEL010106","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16WA7","AAEL009304","AAEL009304-PA; Belongs to the syntaxin family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16XT3","AAEL008773","AAEL008773-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q16Z01","AAEL008371","AAEL008371-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q170V1","AAEL007791","AAEL007791-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q179N7","AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q179X5","AAEL005463","AAEL005463-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q17CG1","AAEL004549","AAEL004549-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q17E44","AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q17HS6","AAEL002594","AAEL002594-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q17L66","AAEL001468","AAEL001468-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q17L67","AAEL001454","AAEL001454-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q17MX1","AAEL000868","AAEL000868-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q17MX6","AAEL000908","AAEL000908-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0045202","Synapse",24,362,0.47,0.56,0.0012,"7159.Q17MX7","AAEL000891","AAEL000891-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q16IW8","AAEL013529","AAEL013529-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q16LS6","AAEL012541","AAEL012541-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q16N83","AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q16PP6","AAEL011565","AAEL011565-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q170V1","AAEL007791","AAEL007791-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q179N7","AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q179X5","AAEL005463","AAEL005463-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q17CG1","AAEL004549","AAEL004549-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q17E44","AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q17L66","AAEL001468","AAEL001468-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043679","Axon terminus",11,99,0.7,0.55,0.0038,"7159.Q17L67","AAEL001454","AAEL001454-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q16IW8","AAEL013529","AAEL013529-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q16LS6","AAEL012541","AAEL012541-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q16N83","AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q16PP6","AAEL011565","AAEL011565-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q170V1","AAEL007791","AAEL007791-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q179N7","AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q179X5","AAEL005463","AAEL005463-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q17C39","AAEL004717","AAEL004717-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q17CG1","AAEL004549","AAEL004549-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q17E44","AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q17L66","AAEL001468","AAEL001468-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q17L67","AAEL001454","AAEL001454-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0150034","Distal axon",13,139,0.62,0.53,0.0038,"7159.Q17MX1","AAEL000868","AAEL000868-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.J9EAN8","J9EAN8_AEDAE","AAEL010145-PC.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16IW8","AAEL013529","AAEL013529-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16LS6","AAEL012541","AAEL012541-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16N83","AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16NP6","AAEL011910","AAEL011910-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16PP6","AAEL011565","AAEL011565-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16RM1","AAEL010908","AAEL010908-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16RU6","AAEL010835","Mitogen-activated protein kinase kinase kinase.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16TV9","AAEL010106","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16UU9","AAEL009786","AAEL009786-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16WF1","AAEL009240","AAEL009240-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16WM1","AAEL009175","AAEL009175-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q16Z01","AAEL008371","AAEL008371-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q170K8","AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q170V1","AAEL007791","AAEL007791-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q174K3","AAEL006876","AAEL006876-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q179N7","AAEL005581","Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
