#node	identifier	domain_summary_url	annotation	other_names_and_aliases	kegg_id
RP20_CCG021323	7160.A0A182H443	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1477:ZnF_C2H2(261|283)+ZnF_C2H2(299|321)+ZnF_C2H2(327|349)+ZnF_C2H2(425|449)+ZnF_C2H2(454|474)+ZnF_C2H2(520|540)+ZnF_C2H2(716|738)+ZnF_C2H2(747|769)+ZnF_C2H2(775|798)+ZnF_C2H2(1176|1199)+	A0A182H443,A0A182H443_AEDAL,RP20_CCG021323,Uncharacterized protein	
RP20_CCG021402	7160.A0A023EBS4	Uncharacterized protein; Belongs to the complex I LYR family.	https://smart.embl.de/smart/DDvec.cgi?smart=86:Pfam_Complex1_LYR_1(8|81)+	109424067,A0A023EBS4,A0A023EBS4_AEDAL,LYR motif-containing protein 4,RP20_CCG021402,Uncharacterized protein,XP_019554691,aalb:109424067	aalb:109424067
RP20_CCG021504	7160.A0A182H4G7	Uncharacterized protein; Belongs to the heat shock protein 70 family.	https://smart.embl.de/smart/DDvec.cgi?smart=657:SIGNAL(1|24)+Pfam_MreB_Mbl(147|395)+	109413676,3.6.4.10,A0A182H4G7,A0A182H4G7_AEDAL,EC 3.6.4.10,Endoplasmic reticulum chaperone BiP,Endoplasmic reticulum chaperone BiP-like,RP20_CCG021504,Uncharacterized protein,XP_019542936,aalb:109413676	aalb:109413676
RP20_CCG021582	7160.A0A182H4K6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=311:ZnF_C2H2(10|30)+ZnF_C2H2(49|71)+ZnF_C2H2(75|98)+ZnF_C2H2(109|132)+ZnF_C2H2(149|171)+ZnF_C2H2(175|198)+ZnF_C2H2(200|223)+ZnF_C2H2(246|269)+	109424342,A0A182H4K6,A0A182H4K6_AEDAL,KRAB domain-containing zinc finger protein,RP20_CCG021582,Uncharacterized protein,XP_029716615,Zinc finger protein 624,aalb:109424342	aalb:109424342
RP20_CCG021586	7160.A0A182H4L0	AB hydrolase-1 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=420:Pfam_Abhydrolase_6(99|352)+	109411617,3.3.-.-,A0A182H4L0,A0A182H4L0_AEDAL,AB hydrolase-1 domain-containing protein,EC 3.3.-.-,Epoxide hydrolase 4,LOW QUALITY PROTEIN: epoxide hydrolase 4,RP20_CCG021586,XP_029718964,aalb:109411617	aalb:109411617
RP20_CCG021601	7160.A0A182H4M0	CCHC-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=350:ZnF_C2HC(173|189)+	A0A182H4M0,A0A182H4M0_AEDAL,CCHC-type domain-containing protein,RP20_CCG021601	
RP20_CCG021652	7160.A0A182H4Q0	SERPIN domain-containing protein; Belongs to the serpin family.	https://smart.embl.de/smart/DDvec.cgi?smart=198:Pfam_Serpin(99|196)+	115260915,A0A182H4Q0,A0A182H4Q0_AEDAL,RP20_CCG021652,SERPIN domain-containing protein,Serine protease inhibitor 28Dc-like,XP_029718126,aalb:115260915	aalb:115260915
RP20_CCG021653	7160.A0A182H4Q1	SERPIN domain-containing protein; Belongs to the serpin family.	https://smart.embl.de/smart/DDvec.cgi?smart=376:SERPIN(1|374)+	115260914,A0A182H4Q1,A0A182H4Q1_AEDAL,RP20_CCG021653,SERPIN domain-containing protein,Serine protease inhibitor 28Dc-like,XP_029718125,aalb:115260914	aalb:115260914
RP20_CCG021775	7160.A0A182H4X0	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=268:	A0A182H4X0,A0A182H4X0_AEDAL,RP20_CCG021775,Uncharacterized protein	
RP20_CCG021841	7160.A0A182H518	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=257:	A0A182H518,A0A182H518_AEDAL,RP20_CCG021841,Uncharacterized protein	
RP20_CCG021879	7160.A0A182H530	RNase H domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=317:Pfam_RNase_H(57|177)+	A0A182H530,A0A182H530_AEDAL,RNase H domain-containing protein,RP20_CCG021879	
RP20_CCG021886	7160.A0A182H537	ZAD domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=197:Pfam_zf-AD(123|196)+	A0A182H537,A0A182H537_AEDAL,RP20_CCG021886,ZAD domain-containing protein	
RP20_CCG021891	7160.A0A182H540	Fork-head domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=437:FH(147|237)+Pfam_HNF_C(371|431)+	109400268,A0A182H540,A0A182H540_AEDAL,Fork-head domain-containing protein,Protein fork head-like,RP20_CCG021891,XP_019528295,aalb:109400268	aalb:109400268
RP20_CCG021911	7160.A0A182H556	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family.	https://smart.embl.de/smart/DDvec.cgi?smart=2112:MYSc(1|678)+IQ(679|701)+IQ(702|724)+IQ(748|770)+IQ(771|793)+MyTH4(952|1188)+B41(1189|1405)+SH3(1504|1569)+MyTH4(1646|1794)+B41(1796|2013)+	109421651,A0A182H556,A0A182H556_AEDAL,Myosin VIIa,Myosin-VIIa,RP20_CCG021911,Uncharacterized protein,XP_019551712,aalb:109421651	aalb:109421651
RP20_CCG021961	7160.A0A182H581	SERPIN domain-containing protein; Belongs to the serpin family.	https://smart.embl.de/smart/DDvec.cgi?smart=497:SIGNAL(1|23)+SERPIN(95|495)+	109419566,A0A182H581,A0A182H581_AEDAL,RP20_CCG021961,SERPIN domain-containing protein,Serine protease inhibitor 28Dc-like,XP_019549323,aalb:109419566	aalb:109419566
RP20_CCG021986	7160.A0A182H596	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=58:	A0A182H596,A0A182H596_AEDAL,RP20_CCG021986,Uncharacterized protein	
RP20_CCG022019	7160.A0A182H5B1	Nanos-type domain-containing protein; Belongs to the nanos family.	https://smart.embl.de/smart/DDvec.cgi?smart=168:Pfam_zf-nanos(123|168)+	109425592,A0A182H5B1,A0A182H5B1_AEDAL,LOW QUALITY PROTEIN: protein nanos-like,Nanos-type domain-containing protein,RP20_CCG022019,XP_019556381,aalb:109425592	aalb:109425592
RP20_CCG022027	7160.A0A182H5B7	NAD(P)-bd_dom domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=385:Pfam_Epimerase(39|287)+	109413462,4.2.1.47,A0A182H5B7,A0A182H5B7_AEDAL,EC 4.2.1.47,GDP-mannose 4,6 dehydratase,GDPmannose 4,6-dehydratase,NAD(P)-bd_dom domain-containing protein,RP20_CCG022027,XP_019542682,aalb:109413462	aalb:109413462
RP20_CCG022170	7160.A0A182H5J7	OTU domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=231:Pfam_OTU(162|226)+	A0A182H5J7,A0A182H5J7_AEDAL,OTU domain-containing protein,RP20_CCG022170	
RP20_CCG022185	7160.A0A182H5K1	Retrotrans_gag domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=631:Pfam_Retrotrans_gag(367|461)+ZnF_C2HC(588|604)+	109406373,A0A182H5K1,A0A182H5K1_AEDAL,RP20_CCG022185,Retrotrans_gag domain-containing protein,Uncharacterized protein LOC109406373,XP_029714232,aalb:109406373	aalb:109406373
RP20_CCG022199	7160.A0A182H5K8	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=228:	A0A182H5K8,A0A182H5K8_AEDAL,RP20_CCG022199,Uncharacterized protein	
RP20_CCG022238	7160.A0A182H5N2	Integrase catalytic domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=308:rve(1|54)+	A0A182H5N2,A0A182H5N2_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG022238	
RP20_CCG022282	7160.A0A182H5Q9	KLRAQ domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=391:KLRAQ(10|118)+Pfam_TTKRSYEDQ(262|391)+	115267369,A0A182H5Q9,A0A182H5Q9_AEDAL,KLRAQ domain-containing protein,Protein phosphatase 1 regulatory subunit 21,Protein phosphatase 1 regulatory subunit 21-like,RP20_CCG022282,XP_029730215,aalb:115267369	aalb:115267369
RP20_CCG022326	7160.A0A023EXF7	Putative ferric-chelate reductase 1.	https://smart.embl.de/smart/DDvec.cgi?smart=634:SIGNAL(1|20)+Pfam_Reeler(30|158)+DoH(258|351)+B561(391|520)+TRANS(534|556)+TRANS(599|621)+	109430546,A0A023EXF7,A0A023EXF7_AEDAL,Putative ferric-chelate reductase 1,RP20_CCG022326,XM_019706614.1,XP_019562157,XP_019562159.1,aalb:109430546	aalb:109430546
RP20_CCG022352	7160.A0A182H5V2	Uncharacterized protein; Belongs to the CDP-alcohol phosphatidyltransferase class-I family.	https://smart.embl.de/smart/DDvec.cgi?smart=386:Pfam_CDP-OH_P_transf(47|130)+TRANS(155|173)+TRANS(180|202)+TRANS(217|239)+TRANS(259|281)+TRANS(291|310)+TRANS(322|340)+TRANS(344|363)+	109412372,2.7.8.1,A0A182H5V2,A0A182H5V2_AEDAL,EC 2.7.8.1,Ethanolaminephosphotransferase,Ethanolaminephosphotransferase 1,RP20_CCG022352,Uncharacterized protein,XP_029712576,aalb:109412372	aalb:109412372
RP20_CCG022363	7160.A0A182H5W3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=318:TRANS(13|30)+Pfam_Glyco_transf_7N(65|190)+Pfam_Glyco_transf_7C(194|271)+	109407309,109421627,2.4.1.-,2.4.1.22,2.4.1.38,2.4.1.90,A0A182H5W3,A0A182H5W3_AEDAL,Beta-1,4-galactosyltransferase 2,Beta-1,4-galactosyltransferase 2-like,EC 2.4.1.-,EC 2.4.1.22,EC 2.4.1.38,EC 2.4.1.90,RP20_CCG022363,Uncharacterized protein,XM_019680299.1,XM_019680301.1,XM_019680302.1,XM_019696131.1,XP_019535844,XP_019535844.1,XP_019535846.1,XP_019535847.1,XP_019551676.1,aalb:109407309	aalb:109407309
RP20_CCG022500	7160.A0A182H637	Integrase catalytic domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=582:rve(297|411)+	A0A182H637,A0A182H637_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG022500	
RP20_CCG022522	7160.A0A182H656	FLYWCH-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=176:Pfam_FLYWCH(1|60)+	A0A182H656,A0A182H656_AEDAL,FLYWCH-type domain-containing protein,RP20_CCG022522	
RP20_CCG022524	7160.A0A182H657	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1627:ANK(42|73)+ANK(1114|1143)+ANK(1147|1176)+ANK(1180|1209)+ANK(1245|1279)+ANK(1283|1312)+ANK(1348|1377)+ANK(1411|1440)+ANK(1444|1473)+ANK(1477|1506)+ANK(1551|1580)+ANK(1585|1614)+	109409838,A0A182H657,A0A182H657_AEDAL,RP20_CCG022524,Uncharacterized protein,Uncharacterized protein LOC109409838,XP_019538865,aalb:109409838	aalb:109409838
RP20_CCG022561	7160.A0A182H681	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=713:Pfam_RVT_1(232|395)+	A0A182H681,A0A182H681_AEDAL,RP20_CCG022561,Reverse transcriptase domain-containing protein	
RP20_CCG022696	7160.A0A182H6E1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=508:SIGNAL(1|31)+LRR(118|141)+LRR(142|165)+LRR(166|189)+LRR(192|213)+LRR(302|325)+	109415674,A0A182H6E1,A0A182H6E1_AEDAL,RP20_CCG022696,Toll-like receptor 13,Uncharacterized protein,XP_019545136,aalb:109415674	aalb:109415674
RP20_CCG022841	7160.A0A182H6P5	Ras-GEF domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=292:RasGEF(123|292)+	109414485,A0A182H6P5,A0A182H6P5_AEDAL,RP20_CCG022841,Ras-GEF domain-containing protein,XP_019543882,aalb:109414485	aalb:109414485
RP20_CCG022874	7160.A0A182H6R0	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=50:	A0A182H6R0,A0A182H6R0_AEDAL,RP20_CCG022874,Uncharacterized protein	
RP20_CCG022878	7160.A0A182H6R2	PUM-HD domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=683:Pumilio(151|187)+Pumilio(188|223)+Pumilio(224|259)+Pumilio(372|409)+Pfam_CPL(421|541)+	109399952,A0A182H6R2,A0A182H6R2_AEDAL,LOW QUALITY PROTEIN: protein penguin,PUM-HD domain-containing protein,Pumilio homology domain family member 6,RP20_CCG022878,XP_029729777,aalb:109399952	aalb:109399952
RP20_CCG022906	7160.A0A182H6T4	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=293:Pfam_Memo(5|289)+	109417716,A0A182H6T4,A0A182H6T4_AEDAL,MEMO1 family protein,Protein MEMO1-like,RP20_CCG022906,Uncharacterized protein,XM_019691814.1,XP_019547359,XP_019547359.1,aalb:109417716	aalb:109417716
RP20_CCG022918	7160.A0A182H6T8	DNA topoisomerase I; Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at the specific target site 5'-[CT]CCTTp site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand thus r [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=746:TOPEUc(347|718)+	109425312,5.6.2.1,A0A182H6T8,A0A182H6T8_AEDAL,DNA topoisomerase 1,DNA topoisomerase I,DNA topoisomerase I, mitochondrial,EC 5.6.2.1,RP20_CCG022918,XP_019556093,aalb:109425312	aalb:109425312
RP20_CCG022981	7160.A0A182H6W8	WD_REPEATS_REGION domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=545:WD40(262|299)+WD40(308|346)+WD40(351|390)+WD40(393|432)+WD40(480|519)+	A0A182H6W8,A0A182H6W8_AEDAL,RP20_CCG022981,WD_REPEATS_REGION domain-containing protein	
RP20_CCG023047	7160.A0A182H6Y9	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=2258:ANK(386|416)+ANK(797|826)+ANK(854|883)+ANK(919|949)+ANK(1182|1211)+ANK(1256|1286)+ANK(2212|2241)+	A0A182H6Y9,A0A182H6Y9_AEDAL,RP20_CCG023047,Uncharacterized protein	
RP20_CCG023148	7160.A0A182H742	J domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=368:DnaJ(107|164)+Pfam_DUF1977(256|360)+	109399742,A0A182H742,A0A182H742_AEDAL,DnaJ homolog subfamily B member 12,DnaJ homolog subfamily B member 14-like,J domain-containing protein,RP20_CCG023148,XP_019527803,aalb:109399742	aalb:109399742
RP20_CCG023214	7160.A0A182H786	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=2125:	109404438,A0A182H786,A0A182H786_AEDAL,RP20_CCG023214,Uncharacterized protein,XP_029719076,aalb:109404438	aalb:109404438
RP20_CCG023271	7160.A0A182H7A4	AB hydrolase-1 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=420:Pfam_Abhydrolase_6(99|352)+	A0A182H7A4,A0A182H7A4_AEDAL,AB hydrolase-1 domain-containing protein,RP20_CCG023271	
RP20_CCG023342	7160.A0A182H7E8	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=387:	A0A182H7E8,A0A182H7E8_AEDAL,RP20_CCG023342,Uncharacterized protein	
RP20_CCG023410	7160.A0A182H7I4	TPR_REGION domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=950:TPR(13|46)+TPR(50|83)+TPR(84|117)+ARM(175|216)+Pfam_UNC45-central(281|494)+ARM(546|587)+ARM(662|702)+ARM(749|789)+	109403279,109415066,A0A182H7I4,A0A182H7I4_AEDAL,Protein unc-45,Protein unc-45 homolog B-like isoform X2,RP20_CCG023410,TPR_REGION domain-containing protein,XM_019688923.1,XM_019688924.1,XM_019688925.1,XM_019688926.1,XP_019531629,XP_019544468.1,XP_019544469.1,XP_019544470.1,XP_019544471.1,aalb:109403279	aalb:109403279
RP20_CCG023425	7160.A0A182H7J3	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=221:	A0A182H7J3,A0A182H7J3_AEDAL,RP20_CCG023425,Uncharacterized protein	
RP20_CCG023467	7160.A0A023EID3	Putative gtp-binding adp-ribosylation factor arf6 darf3; Belongs to the small GTPase superfamily. Arf family.	https://smart.embl.de/smart/DDvec.cgi?smart=180:ARF(1|180)+	109405817,109418824,A0A023EID3,A0A023EID3_AEDAL,ADP-ribosylation factor-like protein 1,RP20_CCG023467,XM_019678877.1,XM_019693053.1,XP_019534422.1,XP_019548598,XP_019548598.1,aalb:109418824	aalb:109418824
RP20_CCG023468	7160.A0A182H7L6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=607:POLBc(297|607)+	109405808,2.7.7.7,A0A182H7L6,A0A182H7L6_AEDAL,DNA polymerase delta catalytic subunit,DNA polymerase delta subunit 1,EC 2.7.7.7,RP20_CCG023468,Uncharacterized protein,XP_019534411,aalb:109405808	aalb:109405808
RP20_CCG023661	7160.A0A182H7X3	DUF1758 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=265:Pfam_DUF1758(1|101)+	A0A182H7X3,A0A182H7X3_AEDAL,DUF1758 domain-containing protein,RP20_CCG023661	
RP20_CCG023738	7160.A0A182H811	Peptidase S1 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=254:SIGNAL(1|37)+Tryp_SPc(59|250)+	109417571,A0A182H811,A0A182H811_AEDAL,Peptidase S1 domain-containing protein,RP20_CCG023738,Uncharacterized protein LOC109417571,XP_019547186,aalb:109417571	aalb:109417571
RP20_CCG023740	7160.A0A182H812	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=815:LisH(168|200)+Pfam_Kelch_3(273|325)+	115253592,A0A182H812,A0A182H812_AEDAL,Muskelin,Muskelin-like isoform X1,RP20_CCG023740,Uncharacterized protein,XP_029735878,aalb:115253592	aalb:115253592
RP20_CCG023780	7160.A0A182H841	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=171:Pfam_PTPS(7|140)+	109408102,109419076,4.1.2.50,4.2.3.12,6-pyruvoyl tetrahydrobiopterin synthase-like,A0A182H841,A0A182H841_AEDAL,EC 4.1.2.50,EC 4.2.3.12,RP20_CCG023780,Uncharacterized protein,XM_019681315.1,XP_019536860.1,XP_019548831,aalb:109419076	aalb:109419076
RP20_CCG023812	7160.A0A182H856	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=293:LRR(84|109)+LRR(110|135)+LRR(136|161)+LRR(188|213)+LRR(214|239)+LRR(240|265)+	109404807,A0A182H856,A0A182H856_AEDAL,F-box and leucine-rich repeat protein 15,F-box/LRR-repeat protein 15,RP20_CCG023812,Uncharacterized protein,XP_019533301,aalb:109404807	aalb:109404807
RP20_CCG023842	7160.A0A182H869	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=890:Pfam_Exo_endo_phos_2(107|223)+Pfam_RVT_1(509|761)+	A0A182H869,A0A182H869_AEDAL,RP20_CCG023842,Reverse transcriptase domain-containing protein	
RP20_CCG023897	7160.A0A182H898	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=89:	A0A182H898,A0A182H898_AEDAL,RP20_CCG023897,Uncharacterized protein	
RP20_CCG023968	7160.A0A182H8E2	SANT domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=854:SANT(325|373)+	109427885,A0A182H8E2,A0A182H8E2_AEDAL,RP20_CCG023968,SANT domain-containing protein,Transcription factor TFIIIB component B',XP_019559031,aalb:109427885	aalb:109427885
RP20_CCG024020	7160.A0A182H8F6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=759:TRANS(21|43)+	115259959,A0A182H8F6,A0A182H8F6_AEDAL,RP20_CCG024020,Uncharacterized protein,XP_029716617,aalb:115259959	aalb:115259959
RP20_CCG024021	7160.A0A182H8F7	ZAD domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=596:zf-AD(10|80)+Pfam_FLYWCH(196|256)+Pfam_FLYWCH(442|500)+	109422259,A0A182H8F7,A0A182H8F7_AEDAL,RP20_CCG024021,Uncharacterized protein LOC109422259,XP_019552415,ZAD domain-containing protein,aalb:109422259	aalb:109422259
RP20_CCG024102	7160.A0A182H8J7	Dynamin-type G domain-containing protein; Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family.	https://smart.embl.de/smart/DDvec.cgi?smart=788:Pfam_Dynamin_N(127|286)+Pfam_Fzo_mitofusin(627|786)+	109409560,3.6.5.-,A0A182H8J7,A0A182H8J7_AEDAL,Dynamin-type G domain-containing protein,EC 3.6.5.-,Mitofusin 2,RP20_CCG024102,Transmembrane GTPase Marf isoform X1,XP_019538545,aalb:109409560	aalb:109409560
RP20_CCG024168	7160.A0A182H8M9	FLYWCH-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=126:Pfam_FLYWCH(1|60)+	109404142,A0A182H8M9,A0A182H8M9_AEDAL,FLYWCH-type domain-containing protein,RP20_CCG024168,RP20_CCG025537,Uncharacterized protein LOC109404142,XP_019532521,aalb:109404142	aalb:109404142
RP20_CCG024223	7160.A0A182H8R1	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=62:	A0A182H8R1,A0A182H8R1_AEDAL,RP20_CCG024223,Uncharacterized protein	
RP20_CCG024251	7160.A0A182H8T1	B30.2/SPRY domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=529:PHD(21|71)+SPRY(319|482)+	A0A182H8T1,A0A182H8T1_AEDAL,B30.2/SPRY domain-containing protein,RP20_CCG024251	
RP20_CCG024306	7160.A0A182H8W0	AB hydrolase-1 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=336:Pfam_Abhydrolase_1(63|197)+	109421066,A0A182H8W0,A0A182H8W0_AEDAL,AB hydrolase-1 domain-containing protein,Probable serine hydrolase,RP20_CCG024306,XP_019551104,aalb:109421066	aalb:109421066
RP20_CCG024488	7160.A0A182H958	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=797:	109414693,A0A182H958,A0A182H958_AEDAL,Protein KIBRA,Protein kibra-like,RP20_CCG024488,Uncharacterized protein,XP_029709675,aalb:109414693	aalb:109414693
RP20_CCG024490	7160.A0A182H959	ANK_REP_REGION domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=2154:Pfam_NACHT(426|577)+ANK(815|844)+ANK(852|883)+ANK(906|935)+ANK(941|971)+ANK(975|1005)+ANK(1009|1040)+ANK(1046|1076)+ANK(1080|1110)+ANK(1117|1147)+ANK(1151|1181)+ANK(1188|1218)+ANK(1222|1252)+ANK(1259|1289)+ANK(1293|1323)+ANK(1330|1360)+ANK(1364|1394)+ANK(1401|1431)+ANK(1435|1465)+ANK(1472|1502)+ANK(1506|1536)+ANK(1543|1573)+ANK(1577|1608)+ANK(1614|1644)+ANK(1648|1679)+ANK(1685|1715)+ANK(1719|1750)+ANK(1756|1786)+ANK(1790|1820)+ANK(1827|1857)+ANK(1861|1890)+ANK(1898|1928)+ANK(1932|1962)+ANK(1969|1999)+ANK(2003|2033)+ANK(2037|2067)+ANK(2071|2101)+ANK(2105|2135)+	A0A182H959,A0A182H959_AEDAL,ANK_REP_REGION domain-containing protein,RP20_CCG024490	
RP20_CCG024530	7160.A0A182H991	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1385:IGc2(51|123)+IG(155|229)+IGc2(244|307)+FN3(637|727)+FN3(739|817)+TRANS(842|864)+	109430327,A0A182H991,A0A182H991_AEDAL,RP20_CCG024530,Uncharacterized protein,XP_029712814,aalb:109430327	aalb:109430327
RP20_CCG024561	7160.A0A182H9A7	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=989:	109408050,A0A182H9A7,A0A182H9A7_AEDAL,RP20_CCG024561,Uncharacterized protein,XP_029735095,aalb:109408050	aalb:109408050
RP20_CCG024568	7160.A0A182H9B0	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=91:	A0A182H9B0,A0A182H9B0_AEDAL,RP20_CCG024568,Uncharacterized protein	
RP20_CCG024597	7160.A0A182H9C6	TFIIS N-terminal domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=802:Pfam_Med26(619|672)+	109431120,A0A182H9C6,A0A182H9C6_AEDAL,IWS1-like protein,RP20_CCG024597,TFIIS N-terminal domain-containing protein,Transcription factor SPN1,XP_019562845,aalb:109431120	aalb:109431120
RP20_CCG024628	7160.A0A182H9E6	DUF5641 domain-containing protein.	http://smart.embl.de/smart/DDvec.cgi?smart=198:	A0A182H9E6,A0A182H9E6_AEDAL,DUF5641 domain-containing protein,RP20_CCG024628	
RP20_CCG024773	7160.A0A182H9L9	UBA domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=708:UBA(669|707)+	109408773,2.7.10.2,2.7.11.1,A0A182H9L9,A0A182H9L9_AEDAL,Activated CDC42 kinase 1,EC 2.7.10.2,EC 2.7.11.1,RP20_CCG024773,UBA domain-containing protein,XP_029730756,aalb:109408773	aalb:109408773
RP20_CCG024828	7160.A0A182H9P7	Uncharacterized protein; Belongs to the class-I aminoacyl-tRNA synthetase family.	https://smart.embl.de/smart/DDvec.cgi?smart=539:Pfam_tRNA_synt_1c_R1(8|167)+Pfam_tRNA_synt_1c_R2(170|267)+Pfam_tRNA-synt_1c(274|526)+	109406270,6.1.1.18,A0A182H9P7,A0A182H9P7_AEDAL,EC 6.1.1.18,Glutaminyl-tRNA synthetase,Probable glutamine--tRNA ligase,RP20_CCG024828,Uncharacterized protein,XP_029733055,aalb:109406270	aalb:109406270
RP20_CCG024856	7160.A0A182H9R1	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=56:	A0A182H9R1,A0A182H9R1_AEDAL,RP20_CCG024856,Uncharacterized protein	
RP20_CCG024857	7160.A0A182H9R2	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=822:LA(291|372)+	109399518,A0A182H9R2,A0A182H9R2_AEDAL,La-related protein 6,RP20_CCG024857,Uncharacterized protein,XP_019527512,aalb:109399518	aalb:109399518
RP20_CCG024906	7160.A0A182H9T9	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=148:ZnF_C2HC(67|83)+ZnF_C2HC(90|106)+	115270309,A0A182H9T9,A0A182H9T9_AEDAL,RP20_CCG024906,Uncharacterized protein,Uncharacterized protein LOC115270309,XP_029735562,aalb:115270309	aalb:115270309
RP20_CCG025013	7160.A0A182H9Z6	Integrase catalytic domain-containing protein.	http://smart.embl.de/smart/DDvec.cgi?smart=279:	A0A182H9Z6,A0A182H9Z6_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG025013	
RP20_CCG025029	7160.A0A182HA07	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=883:Pfam_RVT_1(13|159)+rve(527|637)+	115254467,A0A182HA07,A0A182HA07_AEDAL,RP20_CCG025029,Uncharacterized protein,Uncharacterized protein K02A2.6-like,XP_029707880,aalb:115254467	aalb:115254467
