miRNA,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes,Dataset
miR-622,0.0002649,34,3945,2.04223615,GO:0006807 nitrogen compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006807,CCG001475.1 CCG001602.1 RP20_CCG002219 CCG002759.1 RP20_CCG003693 CCG003755.1 RP20_CCG004593 RP20_CCG005253 RP20_CCG005473 RP20_CCG006265 CCG006713.1 RP20_CCG007284.3 CCG007520.1 CCG007750.2 CCG007937.2 RP20_CCG008040 RP20_CCG008498 CCG008622.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG011177 CCG011885.1 CCG012626.1 RP20_CCG016160 CCG017164.1 RP20_CCG017609.3 CCG017793.1 CCG020002.2 RP20_CCG020334 CCG020387.2 RP20_CCG021651 RP20_CCG026317 RP20_CCG026429.2 CCG027115.1,GO Biological Process
miR-622,0.00234096,30,3628,1.95942221,GO:0043170 macromolecule metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0043170,CCG001602.1 RP20_CCG002219 RP20_CCG003693 CCG003755.1 RP20_CCG004593 RP20_CCG005253 RP20_CCG006265 CCG006713.1 RP20_CCG007284.3 CCG007520.1 CCG007750.2 CCG007937.2 RP20_CCG008040 RP20_CCG008498 CCG008622.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG011177 CCG011885.1 RP20_CCG016160 CCG017164.1 RP20_CCG017609.3 CCG017793.1 CCG020002.2 RP20_CCG020334 CCG020387.2 RP20_CCG021651 RP20_CCG026317 RP20_CCG026429.2 CCG027115.1,GO Biological Process
miR-622,0.00012563,39,4769,1.93781064,GO:0008152 metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0008152,CCG001475.1 CCG001602.1 RP20_CCG002219 CCG002759.1 RP20_CCG003693 CCG003755.1 RP20_CCG004593 RP20_CCG005253 RP20_CCG005473 RP20_CCG006265 CCG006713.1 RP20_CCG007284.3 CCG007520.1 RP20_CCG007686 CCG007750.2 CCG007937.2 RP20_CCG008040 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG011177 CCG011885.1 CCG012626.1 RP20_CCG013836.3 RP20_CCG016160 CCG017164.1 RP20_CCG017609.3 CCG017793.1 CCG020002.2 RP20_CCG020334 CCG020387.2 RP20_CCG021651 RP20_CCG023558 CCG025948.4 RP20_CCG026317 RP20_CCG026429.2 CCG027115.1,GO Biological Process
miR-622,0.00141538,2,4,118.47973,GO:0061617 MICOS complex,http://amigo.geneontology.org/amigo/term/GO:0061617,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-622,0.00302356,2,7,67.7027027,GO:0030127 COPII vesicle coat,http://amigo.geneontology.org/amigo/term/GO:0030127,RP20_CCG015087 CCG015800.2,GO Cellular Component
miR-622,0.00302356,2,7,67.7027027,GO:0031304 intrinsic component of mitochondrial inner membrane,http://amigo.geneontology.org/amigo/term/GO:0031304,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-622,0.00335071,2,8,59.2398649,GO:0032592 integral component of mitochondrial membrane,http://amigo.geneontology.org/amigo/term/GO:0032592,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-622,0.00335071,2,9,52.6576577,GO:0012507 ER to Golgi transport vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0012507,RP20_CCG015087 CCG015800.2,GO Cellular Component
miR-622,0.00188934,3,26,27.3414761,GO:0030135 coated vesicle,http://amigo.geneontology.org/amigo/term/GO:0030135,RP20_CCG015087 CCG015582.1 CCG015800.2,GO Cellular Component
miR-622,0.00335071,3,38,18.7073257,GO:0031300 intrinsic component of organelle membrane,http://amigo.geneontology.org/amigo/term/GO:0031300,RP20_CCG013111 CCG013807.1 RP20_CCG026429.2,GO Cellular Component
miR-622,0.00335071,3,38,18.7073257,GO:0031301 integral component of organelle membrane,http://amigo.geneontology.org/amigo/term/GO:0031301,RP20_CCG013111 CCG013807.1 RP20_CCG026429.2,GO Cellular Component
miR-622,0.00155939,6,185,7.68517166,GO:0031984 organelle subcompartment,http://amigo.geneontology.org/amigo/term/GO:0031984,CCG006713.1 RP20_CCG007284.3 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG026429.2,GO Cellular Component
miR-622,0.00335071,5,160,7.40498311,GO:0005794 Golgi apparatus,http://amigo.geneontology.org/amigo/term/GO:0005794,RP20_CCG007284.3 RP20_CCG015087 CCG015582.1 CCG015800.2 CCG022521.1,GO Cellular Component
miR-622,0.00012224,11,503,5.18201601,GO:0031090 organelle membrane,http://amigo.geneontology.org/amigo/term/GO:0031090,CCG006713.1 RP20_CCG007284.3 CCG011128.1 RP20_CCG013111 CCG013807.1 RP20_CCG015087 CCG015582.1 CCG015800.2 CCG022521.1 RP20_CCG026429.2 CCG027460.1,GO Cellular Component
miR-622,9.44E-06,23,1599,3.40842249,GO:0005737 cytoplasm,http://amigo.geneontology.org/amigo/term/GO:0005737,RP20_CCG004459.2 RP20_CCG006265 CCG006713.1 RP20_CCG007284.3 RP20_CCG008617.2 CCG011128.1 CCG011885.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016370 CCG017793.1 CCG019743.2 CCG020002.2 RP20_CCG020159 CCG022521.1 CCG025948.4 CCG026068.1 RP20_CCG026429.2 CCG027460.1,GO Cellular Component
miR-622,0.00012224,27,2632,2.43081512,GO:0043231 intracellular membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043231,CCG001602.1 RP20_CCG002219 CCG003755.1 RP20_CCG004593 RP20_CCG005253 CCG006713.1 RP20_CCG007284.3 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 CCG011128.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG017609.3 CCG017793.1 CCG020002.2 CCG020733.1 CCG022521.1 CCG026068.1 RP20_CCG026317 RP20_CCG026429.2 CCG027115.1 CCG027460.1,GO Cellular Component
miR-622,0.00012224,27,2707,2.36346709,GO:0043227 membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043227,CCG001602.1 RP20_CCG002219 CCG003755.1 RP20_CCG004593 RP20_CCG005253 CCG006713.1 RP20_CCG007284.3 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 CCG011128.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG017609.3 CCG017793.1 CCG020002.2 CCG020733.1 CCG022521.1 CCG026068.1 RP20_CCG026317 RP20_CCG026429.2 CCG027115.1 CCG027460.1,GO Cellular Component
miR-622,0.00012224,30,3176,2.23828205,GO:0043229 intracellular organelle,http://amigo.geneontology.org/amigo/term/GO:0043229,CCG001602.1 RP20_CCG002219 CCG003755.1 RP20_CCG004459.2 RP20_CCG004593 RP20_CCG005253 CCG006713.1 RP20_CCG007284.3 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 CCG011128.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016370 RP20_CCG017609.3 CCG017793.1 CCG019743.2 CCG020002.2 CCG020733.1 CCG022521.1 CCG026068.1 RP20_CCG026317 RP20_CCG026429.2 CCG027115.1 CCG027460.1,GO Cellular Component
miR-622,4.88E-05,34,3623,2.2237432,GO:0005622 intracellular anatomical structure,http://amigo.geneontology.org/amigo/term/GO:0005622,CCG001602.1 RP20_CCG002219 CCG003755.1 RP20_CCG004459.2 RP20_CCG004593 RP20_CCG005253 RP20_CCG006265 CCG006713.1 RP20_CCG007284.3 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 CCG011128.1 CCG011885.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016370 RP20_CCG017609.3 CCG017793.1 CCG019743.2 CCG020002.2 RP20_CCG020159 CCG020733.1 CCG022521.1 CCG025948.4 CCG026068.1 RP20_CCG026317 RP20_CCG026429.2 CCG027115.1 CCG027460.1,GO Cellular Component
miR-622,0.00012224,30,3209,2.2152645,GO:0043226 organelle,http://amigo.geneontology.org/amigo/term/GO:0043226,CCG001602.1 RP20_CCG002219 CCG003755.1 RP20_CCG004459.2 RP20_CCG004593 RP20_CCG005253 CCG006713.1 RP20_CCG007284.3 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 CCG011128.1 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016370 RP20_CCG017609.3 CCG017793.1 CCG019743.2 CCG020002.2 CCG020733.1 CCG022521.1 CCG026068.1 RP20_CCG026317 RP20_CCG026429.2 CCG027115.1 CCG027460.1,GO Cellular Component
miR-622,0.00204465,2,5,94.7837838,GO:0003997 acyl-CoA oxidase activity,http://amigo.geneontology.org/amigo/term/GO:0003997,RP20_CCG008617.2 RP20_CCG013836.3,GO Molecular Function
miR-622,0.00400341,2,7,67.7027027,GO:0016634 oxidoreductase activity acting on the CH-CH group of donors oxygen as acceptor,http://amigo.geneontology.org/amigo/term/GO:0016634,RP20_CCG008617.2 RP20_CCG013836.3,GO Molecular Function
miR-622,0.0106461,3,48,14.8099662,GO:0101005 deubiquitinase activity,http://amigo.geneontology.org/amigo/term/GO:0101005,CCG007937.2 RP20_CCG008969.2 CCG020002.2,GO Molecular Function
miR-622,0.01136049,3,50,14.2175676,GO:0019783 ubiquitin-like protein peptidase activity,http://amigo.geneontology.org/amigo/term/GO:0019783,CCG007937.2 RP20_CCG008969.2 CCG020002.2,GO Molecular Function
miR-622,0.00763934,6,256,5.55373733,GO:0004672 protein kinase activity,http://amigo.geneontology.org/amigo/term/GO:0004672,CCG007520.1 RP20_CCG008040 RP20_CCG008785 CCG011885.1 CCG017164.1 RP20_CCG020334,GO Molecular Function
miR-622,1.18E-05,16,887,4.27435327,GO:0005524 ATP binding,http://amigo.geneontology.org/amigo/term/GO:0005524,CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008785 CCG011885.1 RP20_CCG016160 RP20_CCG016202 CCG017164.1 CCG019743.2 RP20_CCG020334 CCG027115.1,GO Molecular Function
miR-622,1.18E-05,16,895,4.23614676,GO:0032559 adenyl ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032559,CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008785 CCG011885.1 RP20_CCG016160 RP20_CCG016202 CCG017164.1 CCG019743.2 RP20_CCG020334 CCG027115.1,GO Molecular Function
miR-622,1.18E-05,16,898,4.22199482,GO:0030554 adenyl nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0030554,CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008785 CCG011885.1 RP20_CCG016160 RP20_CCG016202 CCG017164.1 CCG019743.2 RP20_CCG020334 CCG027115.1,GO Molecular Function
miR-622,2.33E-06,19,1087,4.14188568,GO:0035639 purine ribonucleoside triphosphate binding,http://amigo.geneontology.org/amigo/term/GO:0035639,CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1,GO Molecular Function
miR-622,2.33E-06,19,1095,4.11162532,GO:0032555 purine ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032555,CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1,GO Molecular Function
miR-622,2.33E-06,19,1098,4.10039137,GO:0017076 purine nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0017076,CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1,GO Molecular Function
miR-622,5.11E-07,22,1281,4.06956136,GO:0043168 anion binding,http://amigo.geneontology.org/amigo/term/GO:0043168,CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG013836.3 CCG015582.1 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1,GO Molecular Function
miR-622,2.33E-06,19,1107,4.06705486,GO:0032553 ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032553,CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1,GO Molecular Function
miR-622,5.11E-07,22,1290,4.04116908,GO:0000166 nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0000166,CCG001602.1 CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG013836.3 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1,GO Molecular Function
miR-622,5.11E-07,22,1290,4.04116908,GO:1901265 nucleoside phosphate binding,http://amigo.geneontology.org/amigo/term/GO:1901265,CCG001602.1 CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG013836.3 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1,GO Molecular Function
miR-622,1.25E-06,22,1377,3.78584467,GO:0036094 small molecule binding,http://amigo.geneontology.org/amigo/term/GO:0036094,CCG001602.1 CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG013836.3 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1,GO Molecular Function
miR-622,1.18E-05,19,1242,3.62498368,GO:0097367 carbohydrate derivative binding,http://amigo.geneontology.org/amigo/term/GO:0097367,CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 CCG007520.1 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG027115.1,GO Molecular Function
miR-622,2.23E-05,32,3353,2.26146815,GO:0043167 ion binding,http://amigo.geneontology.org/amigo/term/GO:0043167,CCG001602.1 CCG002759.1 RP20_CCG004459.2 RP20_CCG004593 RP20_CCG006265 CCG007520.1 CCG007750.2 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 CCG011128.1 CCG011885.1 RP20_CCG013836.3 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 RP20_CCG017609.3 CCG019743.2 RP20_CCG020334 RP20_CCG021374 CCG021458.1 RP20_CCG023558 RP20_CCG026317 CCG027115.1 RP20_CCG028366,GO Molecular Function
miR-622,0.01137485,18,1992,2.14119993,GO:0016787 hydrolase activity,http://amigo.geneontology.org/amigo/term/GO:0016787,CCG001475.1 RP20_CCG003693 RP20_CCG004593 RP20_CCG005473 RP20_CCG006265 RP20_CCG007686 CCG007937.2 RP20_CCG008334 RP20_CCG008498 CCG008622.1 RP20_CCG008969.2 RP20_CCG011302 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG020002.2 RP20_CCG021374 CCG025948.4,GO Molecular Function
miR-622,0.00026312,36,4537,1.88021612,GO:0003824 catalytic activity,http://amigo.geneontology.org/amigo/term/GO:0003824,CCG001475.1 CCG001602.1 CCG002759.1 RP20_CCG003693 CCG003755.1 RP20_CCG004593 RP20_CCG005473 RP20_CCG006265 CCG006713.1 RP20_CCG007284.3 CCG007520.1 RP20_CCG007686 CCG007750.2 CCG007937.2 RP20_CCG008040 RP20_CCG008334 RP20_CCG008498 RP20_CCG008617.2 CCG008622.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG011302 CCG011885.1 CCG012626.1 RP20_CCG013836.3 RP20_CCG016160 RP20_CCG016202 RP20_CCG016370 CCG017164.1 RP20_CCG017609.3 CCG020002.2 RP20_CCG020334 RP20_CCG021374 RP20_CCG023558 CCG025948.4 CCG027115.1,GO Molecular Function
miR-8-5p,0.00647587,2,3,185.555556,GO:0032482 Rab protein signal transduction,http://amigo.geneontology.org/amigo/term/GO:0032482,CCG013738.1 CCG016318.3,GO Biological Process
miR-8-5p,0.00647587,2,4,139.166667,GO:0045332 phospholipid translocation,http://amigo.geneontology.org/amigo/term/GO:0045332,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-8-5p,0.00647587,2,5,111.333333,GO:0000460 maturation of 5.8S rRNA,http://amigo.geneontology.org/amigo/term/GO:0000460,RP20_CCG005849 RP20_CCG016760,GO Biological Process
miR-8-5p,0.00647587,2,5,111.333333,GO:0000466 maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA 5.8S rRNA LSU-rRNA),http://amigo.geneontology.org/amigo/term/GO:0000466,RP20_CCG005849 RP20_CCG016760,GO Biological Process
miR-8-5p,0.00647587,2,6,92.7777778,GO:0090114 COPII-coated vesicle budding,http://amigo.geneontology.org/amigo/term/GO:0090114,RP20_CCG015087 CCG015800.2,GO Biological Process
miR-8-5p,0.00647587,2,6,92.7777778,GO:0006900 vesicle budding from membrane,http://amigo.geneontology.org/amigo/term/GO:0006900,RP20_CCG015087 CCG015800.2,GO Biological Process
miR-8-5p,0.00822292,2,7,79.5238095,GO:0000470 maturation of LSU-rRNA,http://amigo.geneontology.org/amigo/term/GO:0000470,RP20_CCG005849 RP20_CCG016760,GO Biological Process
miR-8-5p,0.01002696,2,8,69.5833333,GO:0016050 vesicle organization,http://amigo.geneontology.org/amigo/term/GO:0016050,RP20_CCG015087 CCG015800.2,GO Biological Process
miR-8-5p,0.01374875,2,10,55.6666667,GO:0034204 lipid translocation,http://amigo.geneontology.org/amigo/term/GO:0034204,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-8-5p,0.01374875,2,10,55.6666667,GO:0097035 reg. of membrane lipid distribution,http://amigo.geneontology.org/amigo/term/GO:0097035,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-8-5p,0.01743817,2,12,46.3888889,GO:0006613 cotranslational protein targeting to membrane,http://amigo.geneontology.org/amigo/term/GO:0006613,CCG013237.1 CCG023763.1,GO Biological Process
miR-8-5p,0.01743817,2,13,42.8205128,GO:0042273 ribosomal large subunit biogenesis,http://amigo.geneontology.org/amigo/term/GO:0042273,RP20_CCG005849 RP20_CCG016760,GO Biological Process
miR-8-5p,0.01743817,2,13,42.8205128,GO:0045047 protein targeting to ER,http://amigo.geneontology.org/amigo/term/GO:0045047,CCG013237.1 CCG023763.1,GO Biological Process
miR-8-5p,0.01743817,2,13,42.8205128,GO:0072599 establishment of protein localization to endoplasmic reticulum,http://amigo.geneontology.org/amigo/term/GO:0072599,CCG013237.1 CCG023763.1,GO Biological Process
miR-8-5p,0.00632415,4,44,25.3030303,GO:0061024 membrane organization,http://amigo.geneontology.org/amigo/term/GO:0061024,RP20_CCG000855 CCG006730.1 RP20_CCG015087 CCG015800.2,GO Biological Process
miR-8-5p,0.00647587,11,831,3.68431609,GO:0071840 cellular component organization or biogenesis,http://amigo.geneontology.org/amigo/term/GO:0071840,RP20_CCG000855 CCG003755.1 RP20_CCG005849 CCG006223.1 CCG006730.1 RP20_CCG007713 CCG013028.1 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016760,GO Biological Process
miR-8-5p,0.00647587,31,4769,1.80925421,GO:0008152 metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0008152,CCG000070.1 RP20_CCG002219 CCG003298.1 CCG003755.1 RP20_CCG005849 CCG007203.1 RP20_CCG007245 RP20_CCG007304.2 RP20_CCG008295 CCG008301.1 CCG008920.1 RP20_CCG009765 CCG010259.1 RP20_CCG011160 CCG011248.1 CCG011446.1 CCG013028.1 CCG013738.1 RP20_CCG013836.3 RP20_CCG013877 CCG014222.1 CCG016318.3 RP20_CCG016760 CCG020991.1 CCG021809.1 CCG023775.1 CCG025948.4 CCG027398.1 CCG027539.1 RP20_CCG027886.2 CCG028503.1,GO Biological Process
miR-8-5p,0.00048933,2,4,139.166667,GO:0030687 preribosome large subunit precursor,http://amigo.geneontology.org/amigo/term/GO:0030687,RP20_CCG005849 RP20_CCG016760,GO Cellular Component
miR-8-5p,0.00048933,2,4,139.166667,GO:0044666 MLL3/4 complex,http://amigo.geneontology.org/amigo/term/GO:0044666,RP20_CCG008295 RP20_CCG011160,GO Cellular Component
miR-8-5p,0.00010968,3,9,92.7777778,GO:0012507 ER to Golgi transport vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0012507,RP20_CCG015087 CCG015800.2 CCG027398.1,GO Cellular Component
miR-8-5p,0.00010968,4,26,42.8205128,GO:0030135 coated vesicle,http://amigo.geneontology.org/amigo/term/GO:0030135,RP20_CCG015087 CCG015582.1 CCG015800.2 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048933,3,20,41.75,GO:0030658 transport vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0030658,RP20_CCG015087 CCG015800.2 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048933,3,22,37.9545455,GO:0030133 transport vesicle,http://amigo.geneontology.org/amigo/term/GO:0030133,RP20_CCG015087 CCG015800.2 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048933,3,24,34.7916667,GO:0030662 coated vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0030662,RP20_CCG015087 CCG015800.2 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048933,4,67,16.6169154,GO:0012506 vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0012506,RP20_CCG015087 CCG015582.1 CCG015800.2 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048933,4,67,16.6169154,GO:0030659 cytoplasmic vesicle membrane,http://amigo.geneontology.org/amigo/term/GO:0030659,RP20_CCG015087 CCG015582.1 CCG015800.2 CCG027398.1,GO Cellular Component
miR-8-5p,0.00068352,4,75,14.8444444,GO:0000139 Golgi membrane,http://amigo.geneontology.org/amigo/term/GO:0000139,RP20_CCG015087 CCG015800.2 CCG022521.1 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048933,5,127,10.9580052,GO:0005654 nucleoplasm,http://amigo.geneontology.org/amigo/term/GO:0005654,RP20_CCG005849 RP20_CCG008295 RP20_CCG011160 RP20_CCG016760 CCG023775.1,GO Cellular Component
miR-8-5p,0.00048933,6,185,9.02702703,GO:0031984 organelle subcompartment,http://amigo.geneontology.org/amigo/term/GO:0031984,CCG013237.1 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG017528 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048933,6,200,8.35,GO:0098588 bounding membrane of organelle,http://amigo.geneontology.org/amigo/term/GO:0098588,CCG006223.1 RP20_CCG015087 CCG015582.1 CCG015800.2 CCG022521.1 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048586,23,2632,2.43224417,GO:0043231 intracellular membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043231,RP20_CCG002219 CCG003298.1 CCG003755.1 RP20_CCG005849 CCG006223.1 RP20_CCG007245 RP20_CCG007304.2 RP20_CCG008295 CCG008301.1 RP20_CCG011160 CCG013028.1 CCG013237.1 RP20_CCG013836.3 RP20_CCG013877 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016760 CCG017462.1 RP20_CCG017528 CCG022521.1 CCG023775.1 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048933,23,2707,2.36485654,GO:0043227 membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043227,RP20_CCG002219 CCG003298.1 CCG003755.1 RP20_CCG005849 CCG006223.1 RP20_CCG007245 RP20_CCG007304.2 RP20_CCG008295 CCG008301.1 RP20_CCG011160 CCG013028.1 CCG013237.1 RP20_CCG013836.3 RP20_CCG013877 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016760 CCG017462.1 RP20_CCG017528 CCG022521.1 CCG023775.1 CCG027398.1,GO Cellular Component
miR-8-5p,0.00048933,25,3176,2.190911,GO:0043229 intracellular organelle,http://amigo.geneontology.org/amigo/term/GO:0043229,RP20_CCG002219 CCG003298.1 CCG003755.1 RP20_CCG005849 CCG006223.1 RP20_CCG007245 RP20_CCG007304.2 RP20_CCG007713 RP20_CCG008295 CCG008301.1 RP20_CCG011160 CCG013028.1 CCG013237.1 RP20_CCG013836.3 RP20_CCG013877 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016760 CCG017462.1 RP20_CCG017528 CCG022521.1 CCG023775.1 CCG027398.1 CCG028503.1,GO Cellular Component
miR-8-5p,0.00048933,25,3209,2.1683806,GO:0043226 organelle,http://amigo.geneontology.org/amigo/term/GO:0043226,RP20_CCG002219 CCG003298.1 CCG003755.1 RP20_CCG005849 CCG006223.1 RP20_CCG007245 RP20_CCG007304.2 RP20_CCG007713 RP20_CCG008295 CCG008301.1 RP20_CCG011160 CCG013028.1 CCG013237.1 RP20_CCG013836.3 RP20_CCG013877 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016760 CCG017462.1 RP20_CCG017528 CCG022521.1 CCG023775.1 CCG027398.1 CCG028503.1,GO Cellular Component
