Gene stable ID,Transcript stable ID,Gene name,UniProtKB/TrEMBL ID,UniParc ID
AAEL019567,AAEL019567-RE,,,UPI000B788D5C
AAEL019567,AAEL019567-RF,,,UPI000B77BB9C
AAEL019567,AAEL019567-RG,,,UPI000B799467
AAEL019567,AAEL019567-RH,,,UPI000B780E8B
AAEL019567,AAEL019567-RI,,,UPI000B76DE2D
AAEL019567,AAEL019567-RJ,,,UPI000B798980
AAEL019567,AAEL019567-RK,,,UPI000B798980
AAEL019567,AAEL019567-RL,,,UPI000B78566F
AAEL019567,AAEL019567-RM,,,UPI000B78F566
AAEL019567,AAEL019567-RN,,,UPI000B797644
AAEL019567,AAEL019567-RO,,Q174F6,UPI000B778D82
AAEL019567,AAEL019567-RP,,,UPI000B780E8B
AAEL019567,AAEL019567-RQ,,,UPI000B798980
AAEL019567,AAEL019567-RR,,,UPI000B7959F9
AAEL019567,AAEL019567-RS,,,UPI000B793ECD
AAEL019567,AAEL019567-RT,,,UPI000B780E8B
AAEL019567,AAEL019567-RU,,,UPI000B78F566
AAEL019567,AAEL019567-RV,,,UPI000B78F566
AAEL019567,AAEL019567-RW,,,UPI000B7802C4
AAEL019567,AAEL019567-RX,,A0A0P6IZW2,UPI000B7891F1
AAEL019567,AAEL019567-RX,,Q174F6,UPI000B7891F1
AAEL006312,AAEL006312-RB,,A0A1S4FD63,UPI000B77B611
AAEL006312,AAEL006312-RB,,Q176N5,UPI000B77B611
AAEL025530,AAEL025530-RA,,Q17LK5,UPI000B7700AD
AAEL025530,AAEL025530-RA,,A0A1S4EYC2,UPI000B7700AD
AAEL022221,AAEL022221-RA,,Q16J09,UPI000B78C2A3
AAEL022221,AAEL022221-RB,,Q16MF1,UPI000B7764E4
AAEL022221,AAEL022221-RB,,A0A0P6K0Z0,UPI000B7764E4
AAEL022221,AAEL022221-RC,,,UPI000B78ECCE
AAEL014245,AAEL014245-RA,,Q16GW5,UPI0000DABA2A
AAEL026169,AAEL026169-RA,,A0A1S4F6I3,UPI000B780CAB
AAEL026169,AAEL026169-RA,,Q17DR6,UPI000B780CAB
AAEL026169,AAEL026169-RA,,Q17DS0,UPI000B780CAB
AAEL026169,AAEL026169-RA,,A0A1S4F6I3,UPI000B780CAB
AAEL026169,AAEL026169-RA,,Q17DR6,UPI000B780CAB
AAEL026169,AAEL026169-RA,,Q17DS0,UPI000B780CAB
AAEL026169,AAEL026169-RA,,A0A1S4F6I3,UPI000B780CAB
AAEL026169,AAEL026169-RA,,Q17DR6,UPI000B780CAB
AAEL026169,AAEL026169-RA,,Q17DS0,UPI000B780CAB
AAEL019724,AAEL019724-RA,,Q17MV2,UPI000B78A4C4
AAEL019724,AAEL019724-RA,,Q17MV1,UPI000B78A4C4
AAEL019724,AAEL019724-RB,,,UPI000B78A4C4
AAEL019724,AAEL019724-RC,,,UPI000B77D13A
AAEL019724,AAEL019724-RD,,Q17MV2,UPI000B78313D
AAEL019724,AAEL019724-RD,,Q17MV1,UPI000B78313D
AAEL019724,AAEL019724-RE,,A0A0P6ITI4,UPI0006EC4070
AAEL019724,AAEL019724-RF,,,UPI000B77CB8E
AAEL011232,AAEL011232-RA,,Q16QN8,UPI0000DAAEB9
AAEL011232,AAEL011232-RC,,Q16QN8,UPI0000DAAEB9
AAEL011232,AAEL011232-RD,,Q16QN8,UPI0000DAAEB9
AAEL011232,AAEL011232-RB,,Q16QN8,UPI0000DAAEB9
AAEL011288,AAEL011288-RA,,Q16QH0,UPI0000DAAEFC
AAEL011288,AAEL011288-RA,,Q1HR56,UPI0000DAAEFC
AAEL011288,AAEL011288-RA,,Q5XNP2,UPI0000DAAEFC
AAEL022652,AAEL022652-RA,,,UPI000B76FD83
AAEL023938,AAEL023938-RA,,,UPI000B784A2C
AAEL000748,AAEL000748-RA,,Q17NC3,UPI0000DA8784
AAEL000748,AAEL000748-RA,,Q8T9U9,UPI0000DA8784
AAEL019726,AAEL019726-RA,,,UPI000B77899D
AAEL019726,AAEL019726-RB,,Q17IT5,UPI000B79AF7D
AAEL019726,AAEL019726-RB,,Q17IT6,UPI000B79AF7D
AAEL019726,AAEL019726-RC,,,UPI000B781239
AAEL019726,AAEL019726-RD,,,UPI000B787EA4
AAEL019726,AAEL019726-RE,,,UPI000B775400
AAEL019726,AAEL019726-RF,,,UPI000B78D9D0
AAEL019726,AAEL019726-RG,,,UPI000B775400
AAEL019726,AAEL019726-RH,,,UPI000B76E0FC
AAEL019726,AAEL019726-RI,,,UPI000B788C93
AAEL019726,AAEL019726-RJ,,,UPI000B77D9C3
AAEL019726,AAEL019726-RK,,,UPI000B77D9C3
AAEL019726,AAEL019726-RL,,,UPI000B77EC01
AAEL019726,AAEL019726-RM,,,UPI000B77A63B
AAEL019726,AAEL019726-RN,,Q17IT5,UPI000B7858D0
AAEL019726,AAEL019726-RO,,,UPI000B778F67
AAEL019726,AAEL019726-RP,,,UPI000B782111
AAEL007947,AAEL007947-RA,GSTE3,Q170C6,UPI0000DAA263
AAEL001715,AAEL001715-RB,,A0A1S4EZR6,UPI00043B9F2F
AAEL001715,AAEL001715-RB,,Q17KD5,UPI00043B9F2F
AAEL001715,AAEL001715-RA,,A0A1S4EZR6,UPI00043B9F2F
AAEL007048,AAEL007048-RC,,Q173P4,UPI000B794EB9
AAEL007048,AAEL007048-RC,,Q173P5,UPI000B794EB9
AAEL007048,AAEL007048-RC,,A0A1S4FFE7,UPI000B794EB9
AAEL027076,AAEL027076-RA,,Q16IE4,UPI0000000B5E
AAEL012424,AAEL012424-RB,,Q16M50,UPI000B791FCA
AAEL012424,AAEL012424-RC,,,UPI000B791FCA
AAEL012424,AAEL012424-RD,,,UPI000B791FCA
AAEL012424,AAEL012424-RE,,,UPI000B791FCA
AAEL022932,AAEL022932-RA,,A0A2C9GG49,UPI000B779781
AAEL003935,AAEL003935-RA,,Q0IFX3,UPI0000E263B2
AAEL000981,AAEL000981-RA,,Q17MK0,UPI0000DA888F
AAEL000981,AAEL000981-RB,,,UPI000B772C6B
AAEL023983,AAEL023983-RA,,Q1HRS6,UPI0000D76DAF
AAEL023983,AAEL023983-RA,,Q5QC96,UPI0000D76DAF
AAEL001762,AAEL001762-RB,,A7J263,UPI000B785793
AAEL001762,AAEL001762-RB,,Q17K72,UPI000B785793
AAEL003872,AAEL003872-RA,Tctp,,UPI0000D76E6F
AAEL000382,AAEL000382-RA,,Q17PH5,UPI0000DA860A
AAEL009994,AAEL009994-RA,RpL4,Q1HQJ0,UPI0000D76F59
AAEL021160,AAEL021160-RA,,Q17IE7,UPI0000DA8E14
AAEL010819,AAEL010819-RA,,Q0IEF0,UPI0000E262E0
AAEL010819,AAEL010819-RA,,Q1HRJ8,UPI0000E262E0
AAEL027541,AAEL027541-RA,,Q17B65,UPI000B777C02
AAEL019450,AAEL019450-RA,,A0A0P6IWT9,UPI000B7759C7
AAEL019450,AAEL019450-RA,,A0A1S4G6S7,UPI000B7759C7
AAEL019450,AAEL019450-RB,,Q17FC4,UPI000B797D20
AAEL024350,AAEL024350-RA,,,UPI000B775489
AAEL003971,AAEL003971-RA,,A0A1S4F696,UPI000B771482
AAEL003971,AAEL003971-RA,,Q17E37,UPI000B771482
AAEL023106,AAEL023106-RA,,,UPI000B78170F
AAEL009773,AAEL009773-RA,,A0A1S4FNB9,UPI000B76FBBA
AAEL009773,AAEL009773-RA,,Q16UW5,UPI000B76FBBA
AAEL009773,AAEL009773-RB,,A0A1S4FNA7,UPI000B785444
AAEL009773,AAEL009773-RB,,J9HG53,UPI000B785444
AAEL009773,AAEL009773-RB,,Q172A5,UPI000B785444
AAEL009773,AAEL009773-RC,,A0A1S4FNA1,UPI000B795765
AAEL009773,AAEL009773-RC,,Q16UW6,UPI000B795765
AAEL017301,AAEL017301-RB,,J9HYQ9,UPI0001D4B7EE
AAEL017301,AAEL017301-RA,,J9HYQ9,UPI0001D4B7EE
AAEL017301,AAEL017301-RC,,J9HYQ9,UPI0001D4B7EE
AAEL017301,AAEL017301-RD,,J9HYQ9,UPI0001D4B7EE
AAEL024973,AAEL024973-RA,,Q17L69,UPI000B793997
AAEL005879,AAEL005879-RA,,Q178I1,UPI0000DA9A9B
AAEL024995,AAEL024995-RA,,,UPI000B77F59C
AAEL024568,AAEL024568-RA,,Q1HRG1,UPI000B78EFD7
AAEL024568,AAEL024568-RB,,,UPI000B792792
AAEL024568,AAEL024568-RD,,,UPI000B77076B
AAEL004313,AAEL004313-RB,,Q17D71,UPI0000DA94C7
AAEL004313,AAEL004313-RA,,Q17D71,UPI0000DA94C7
AAEL009786,AAEL009786-RA,,A0A1S4FNR6,UPI000B78D8CC
AAEL009786,AAEL009786-RA,,Q16UU9,UPI000B78D8CC
AAEL024699,AAEL024699-RA,,,UPI000B781B2B
AAEL000953,AAEL000953-RB,,Q17MS3,UPI000B77AD60
AAEL000953,AAEL000953-RC,,,UPI000B770222
AAEL005842,AAEL005842-RA,,A0A1S4FBR5,UPI000B782353
AAEL005842,AAEL005842-RA,,Q178K2,UPI000B782353
AAEL006855,AAEL006855-RC,,Q174K4,UPI0000DA9E53
AAEL006855,AAEL006855-RD,,Q174K4,UPI0000DA9E53
AAEL006855,AAEL006855-RE,,Q174K4,UPI0000DA9E53
AAEL006855,AAEL006855-RF,,Q174K4,UPI0000DA9E53
AAEL006643,AAEL006643-RA,,A0A1S4FEC1,UPI000B76BF95
AAEL006643,AAEL006643-RA,,Q175H9,UPI000B76BF95
AAEL025655,AAEL025655-RA,,,UPI000B78AFC7
AAEL022427,AAEL022427-RA,,Q17DB3,UPI000B779126
AAEL020474,AAEL020474-RA,,,UPI000B789C1D
AAEL008540,AAEL008540-RB,,,UPI000B7924AB
AAEL008540,AAEL008540-RC,,Q16YI4,UPI000B7924AB
AAEL008540,AAEL008540-RC,,Q16GF2,UPI000B7924AB
AAEL023977,AAEL023977-RA,,Q1HQT3,UPI0000D76EFC
AAEL023977,AAEL023977-RA,,Q16P52,UPI0000D76EFC
AAEL006609,AAEL006609-RB,,A0A1S4FE05,UPI000B797756
AAEL006609,AAEL006609-RB,,Q17FB7,UPI000B797756
AAEL006609,AAEL006609-RB,,Q175P1,UPI000B797756
AAEL020019,AAEL020019-RA,,Q17EP6,UPI000B799EE9
AAEL003273,AAEL003273-RA,,Q17FZ7,UPI0000DA914F
AAEL005019,AAEL005019-RA,,Q17BC1,UPI0000DA973A
AAEL020978,AAEL020978-RA,,,UPI000B7737E5
AAEL009401,AAEL009401-RA,,A0A1S4FM63,UPI000B771BC0
AAEL009401,AAEL009401-RA,,Q16VX3,UPI000B771BC0
AAEL008739,AAEL008739-RF,,Q16XW4,UPI0000DAA545
AAEL008739,AAEL008739-RA,,Q16XW4,UPI0000DAA545
AAEL008739,AAEL008739-RE,,Q16XW4,UPI0000DAA545
AAEL008739,AAEL008739-RD,,Q16XW4,UPI0000DAA545
AAEL008739,AAEL008739-RG,,Q16XW4,UPI0000DAA545
AAEL008739,AAEL008739-RB,,Q16XW4,UPI0000DAA545
AAEL008739,AAEL008739-RC,,Q16XW4,UPI0000DAA545
AAEL021113,AAEL021113-RA,,,UPI000B7705FA
AAEL021113,AAEL021113-RB,,A0A0P6IX67,UPI0006EC4180
AAEL021113,AAEL021113-RC,,,UPI000B7705FA
AAEL021113,AAEL021113-RD,,,UPI000B7705FA
AAEL021113,AAEL021113-RE,,A0A0P6IWF0,UPI0006EC4201
AAEL021113,AAEL021113-RF,,Q16MN6,UPI000B7964DF
AAEL021782,AAEL021782-RA,,A0A1S4G3J9,UPI000B784560
AAEL021782,AAEL021782-RA,,A0A0P6ISZ2,UPI000B784560
AAEL021782,AAEL021782-RA,,Q16F46,UPI000B784560
AAEL005796,AAEL005796-RA,,Q178Q3,UPI000B786DC3
AAEL005796,AAEL005796-RA,,A0A1S4FBL9,UPI000B786DC3
AAEL005796,AAEL005796-RB,,A0A1S4FBR0,UPI000B773C33
AAEL005796,AAEL005796-RB,,J9HSK7,UPI000B773C33
AAEL010557,AAEL010557-RA,,A0A1S4FQL5,UPI000B79AB60
AAEL010557,AAEL010557-RA,,Q16SM1,UPI000B79AB60
AAEL010991,AAEL010991-RA,,A0A1S4FRU9,UPI000B77A949
AAEL010991,AAEL010991-RA,,Q16RD8,UPI000B77A949
AAEL010991,AAEL010991-RD,,,UPI000B797671
AAEL010991,AAEL010991-RC,,,UPI000B7725F7
AAEL010991,AAEL010991-RB,,,UPI000B7725F7
AAEL025172,AAEL025172-RA,,,UPI000B76BF89
AAEL009205,AAEL009205-RA,,Q16WK2,UPI0000DAA704
AAEL000719,AAEL000719-RB,,A0A1S4EWN5,UPI000B788D21
AAEL000719,AAEL000719-RC,,Q17NI1,UPI000B7936E7
AAEL000719,AAEL000719-RE,,,UPI000B76C6C7
AAEL000719,AAEL000719-RF,,,UPI000B789F94
AAEL000719,AAEL000719-RG,,,UPI000B785D8F
AAEL000719,AAEL000719-RH,,,UPI000B785D8F
AAEL000719,AAEL000719-RI,,,UPI000B778FF7
AAEL000698,AAEL000698-RB,,A0A1S4EWQ0,UPI000B78F77F
AAEL000698,AAEL000698-RB,,Q17NG0,UPI000B78F77F
AAEL000698,AAEL000698-RC,,,UPI000B78F77F
AAEL020003,AAEL020003-RA,,,UPI000B783050
AAEL020003,AAEL020003-RB,,,UPI000B773901
AAEL020003,AAEL020003-RC,,Q17FE4,UPI000B76EFDE
AAEL020003,AAEL020003-RD,,,UPI000B77017B
AAEL020003,AAEL020003-RE,,,UPI000B77017B
AAEL002725,AAEL002725-RA,,Q17HE0,UPI0000DA8F6D
AAEL011587,AAEL011587-RC,RpL27,Q16FB1,UPI0000DAB016
AAEL011587,AAEL011587-RC,RpL27,Q16PM4,UPI0000DAB016
AAEL009697,AAEL009697-RB,,Q16V25,UPI000B771E98
AAEL021627,AAEL021627-RA,,,UPI000B79949C
AAEL005610,AAEL005610-RA,,Q179J9,UPI0000DA9997
AAEL001101,AAEL001101-RA,,A0A1S4EXT0,UPI000B78072A
AAEL001101,AAEL001101-RA,,Q17M52,UPI000B78072A
AAEL017135,AAEL017135-RB,,A0A0P6JRX6,UPI000B78114B
AAEL017135,AAEL017135-RB,,J9HG26,UPI000B78114B
AAEL017135,AAEL017135-RA,,A0A1S4G5A2,UPI00043BCC6A
AAEL016989,AAEL016989-RB,,J9HGN1,UPI000B790A80
AAEL002538,AAEL002538-RA,,A0A1S4F219,UPI000B793386
AAEL002538,AAEL002538-RA,,Q17HY5,UPI000B793386
AAEL002404,AAEL002404-RB,,,UPI000B77D4A8
AAEL002404,AAEL002404-RC,,,UPI000B79385C
AAEL002404,AAEL002404-RD,,,UPI000B79385C
AAEL002404,AAEL002404-RE,,,UPI000B79385C
AAEL002404,AAEL002404-RF,,,UPI000B79385C
AAEL002404,AAEL002404-RG,,Q17IF1,UPI000B79385C
AAEL002404,AAEL002404-RG,,A0A1S4F1M0,UPI000B79385C
AAEL002404,AAEL002404-RH,,,UPI000B79385C
AAEL007393,AAEL007393-RA,,Q172F9,UPI0000DAA061
AAEL011259,AAEL011259-RA,,A0A1S4FSM2,UPI000B798696
AAEL009023,AAEL009023-RA,,A0A1S4FLG4,UPI000B770C61
AAEL009023,AAEL009023-RA,,Q16X04,UPI000B770C61
AAEL005046,AAEL005046-RB,,Q17B91,UPI000B77056A
AAEL000556,AAEL000556-RA,CTL25,Q17NX7,UPI0000DA86BB
AAEL000556,AAEL000556-RA,CTL25,Q1HRU3,UPI0000DA86BB
AAEL027614,AAEL027614-RA,,,UPI000B78B01C
AAEL024720,AAEL024720-RA,,Q16E97,UPI000B79A3D9
AAEL024720,AAEL024720-RA,,A0A0P6K164,UPI000B79A3D9
AAEL024720,AAEL024720-RA,,Q17EJ8,UPI000B79A3D9
AAEL011874,AAEL011874-RA,,A0A1S4FUX7,UPI000B78AD10
AAEL011874,AAEL011874-RA,,Q16NS3,UPI000B78AD10
AAEL010318,AAEL010318-RA,,Q1HR66,UPI0000D76E7B
AAEL010318,AAEL010318-RA,,Q95P42,UPI0000D76E7B
AAEL005003,AAEL005003-RG,,A0A1S4F996,UPI000B78D5E6
AAEL005003,AAEL005003-RD,,A0A1S4F996,UPI000B78D5E6
AAEL005003,AAEL005003-RC,,A0A1S4F996,UPI000B78D5E6
AAEL005003,AAEL005003-RA,,A0A1S4F996,UPI000B78D5E6
AAEL005003,AAEL005003-RF,,A0A1S4F996,UPI000B78D5E6
AAEL005003,AAEL005003-RE,,A0A1S4F996,UPI000B78D5E6
AAEL005003,AAEL005003-RB,,A0A1S4F996,UPI000B78D5E6
AAEL005003,AAEL005003-RB,,Q17BC9,UPI000B78D5E6
AAEL008894,AAEL008894-RB,,,UPI000B777E48
AAEL008894,AAEL008894-RC,,,UPI000B777E48
AAEL008894,AAEL008894-RD,,,UPI000B777E48
AAEL008894,AAEL008894-RE,,A0A0P6K107,UPI000B777E48
AAEL008894,AAEL008894-RE,,Q16XE2,UPI000B777E48
AAEL022876,AAEL022876-RA,,,UPI000B795BE9
AAEL022876,AAEL022876-RB,,,UPI000B795BE9
AAEL022876,AAEL022876-RC,,A0A1S4F025,UPI000B795BE9
AAEL022876,AAEL022876-RD,,,UPI000B795BE9
AAEL022876,AAEL022876-RE,,Q17K17,UPI000B76D264
AAEL022876,AAEL022876-RE,,Q16FK5,UPI000B76D264
AAEL022876,AAEL022876-RF,,,UPI000B795BE9
AAEL022876,AAEL022876-RG,,,UPI000B795BE9
AAEL010173,AAEL010173-RB,,Q16TP8,UPI000B771A62
AAEL004868,AAEL004868-RA,,Q17BR1,UPI0000DA96B5
AAEL003706,AAEL003706-RB,,Q17ER8,UPI0000DA92EF
AAEL008839,AAEL008839-RA,,A0A1S4FKX8,UPI000B7741EF
AAEL008839,AAEL008839-RA,,Q16XL8,UPI000B7741EF
AAEL020051,AAEL020051-RA,,,UPI000B76FBA4
AAEL020051,AAEL020051-RB,,,UPI000B7913D1
AAEL004936,AAEL004936-RF,,A0A1S4F960,UPI000B76FA41
AAEL004936,AAEL004936-RD,,A0A1S4F960,UPI000B76FA41
AAEL004936,AAEL004936-RD,,Q17BK6,UPI000B76FA41
AAEL004936,AAEL004936-RC,,A0A1S4F960,UPI000B76FA41
AAEL004936,AAEL004936-RB,,A0A1S4F960,UPI000B76FA41
AAEL004936,AAEL004936-RA,,A0A1S4F960,UPI000B76FA41
AAEL004936,AAEL004936-RE,,A0A1S4F960,UPI000B76FA41
AAEL024328,AAEL024328-RA,,Q16IE4,UPI0000000B5E
AAEL000561,AAEL000561-RA,,Q17NY7,UPI0000DA86B1
AAEL020793,AAEL020793-RA,,,UPI000B7937AA
AAEL027214,AAEL027214-RA,,,UPI000B78DDE7
AAEL027214,AAEL027214-RB,,,UPI000B78DDE7
AAEL020014,AAEL020014-RA,,Q16ST9,UPI000B794E4A
AAEL020014,AAEL020014-RA,,A0A1S4FQQ6,UPI000B794E4A
AAEL026501,AAEL026501-RA,,,UPI000B796E29
AAEL003176,AAEL003176-RA,,A0A1S4F3Y2,UPI000B792473
AAEL003176,AAEL003176-RA,,Q17G81,UPI000B792473
AAEL001424,AAEL001424-RB,,Q17L88,UPI0000DA8A52
AAEL001424,AAEL001424-RB,,Q17L89,UPI0000DA8A52
AAEL009592,AAEL009592-RB,,,UPI000B77C633
AAEL009592,AAEL009592-RC,,,UPI000B77C633
AAEL009592,AAEL009592-RD,,,UPI000B77C633
AAEL009592,AAEL009592-RE,,Q16VE9,UPI000B77C633
AAEL009592,AAEL009592-RE,,Q1HRG8,UPI000B77C633
AAEL009592,AAEL009592-RE,,Q16EA8,UPI000B77C633
AAEL009592,AAEL009592-RE,,Q17JC8,UPI000B77C633
AAEL009592,AAEL009592-RE,,Q16VE8,UPI000B77C633
AAEL012969,AAEL012969-RA,,A0A1S4FXK0,UPI000B779C9E
AAEL012969,AAEL012969-RA,,Q16KJ4,UPI000B779C9E
AAEL023846,AAEL023846-RA,,Q16V00,UPI000B78488C
AAEL008284,AAEL008284-RA,,A0A1S4FJ08,UPI000B76F31F
AAEL020551,AAEL020551-RA,,,UPI000B772BAF
AAEL022483,AAEL022483-RA,,,UPI000B778342
AAEL007045,AAEL007045-RA,,Q173P3,UPI0000DA9F1D
AAEL002011,AAEL002011-RB,,Q17JL8,UPI000B78C5BF
AAEL010486,AAEL010486-RB,,Q16FD3,UPI0000DAABDC
AAEL001099,AAEL001099-RA,,Q17MD4,UPI0000DA88CF
AAEL001099,AAEL001099-RB,,Q17MD4,UPI0000DA88CF
AAEL001099,AAEL001099-RC,,Q17MD4,UPI0000DA88CF
AAEL019680,AAEL019680-RC,,Q0IFX9,UPI000B76C9C5
AAEL019680,AAEL019680-RH,,Q0IFY0,UPI000B7937CF
AAEL028058,AAEL028058-RA,,,UPI000B770916
AAEL011505,AAEL011505-RB,,A0A1S4FTF0,UPI000B78AB0D
AAEL011505,AAEL011505-RB,,Q16PW3,UPI000B78AB0D
AAEL005653,AAEL005653-RB,,Q179F3,UPI000B794EDB
AAEL005653,AAEL005653-RC,,,UPI000B794EDB
AAEL001178,AAEL001178-RB,,Q17LZ9,UPI000B79328F
AAEL001178,AAEL001178-RB,,A0A1S4EY04,UPI000B79328F
AAEL007038,AAEL007038-RB,,A0A1S4FFJ7,UPI000B79385E
AAEL007038,AAEL007038-RB,,Q1DH25,UPI000B79385E
AAEL007038,AAEL007038-RB,,Q173S4,UPI000B79385E
AAEL011809,AAEL011809-RB,,Q16P01,UPI000B78D92F
AAEL011809,AAEL011809-RB,,Q16P02,UPI000B78D92F
AAEL011809,AAEL011809-RB,,A0A1S4FUA7,UPI000B78D92F
AAEL011809,AAEL011809-RC,,A0A1S4FUE0,UPI000B773FBF
AAEL000564,AAEL000564-RH,,,UPI000B790BEB
AAEL000564,AAEL000564-RG,,,UPI000B790BEB
AAEL000564,AAEL000564-RB,,A0A1S4EW88,UPI000B785888
AAEL000564,AAEL000564-RB,,Q17NT1,UPI000B785888
AAEL000564,AAEL000564-RJ,,A0A0P6IZI7,UPI000B775F3B
AAEL000564,AAEL000564-RI,,,UPI000B790BEB
AAEL000564,AAEL000564-RK,,,UPI000B7751BB
AAEL000564,AAEL000564-RF,,,UPI000B790BEB
AAEL000564,AAEL000564-RC,,Q17NT2,UPI000B79A9E3
AAEL000564,AAEL000564-RC,,A0A1S4EW75,UPI000B79A9E3
AAEL000564,AAEL000564-RD,,,UPI000B77E4A8
AAEL000564,AAEL000564-RE,,,UPI000B777FAC
AAEL007236,AAEL007236-RA,,Q1HQW1,UPI000B79636C
AAEL007236,AAEL007236-RA,,A0A1S4FFX2,UPI000B79636C
AAEL007236,AAEL007236-RB,,,UPI000B78748D
AAEL022196,AAEL022196-RA,,A0A1S4F217,UPI000B799540
AAEL022196,AAEL022196-RB,,Q17HZ0,UPI000B77A495
AAEL012684,AAEL012684-RA,,Q1HR68,UPI0000D76E79
AAEL010263,AAEL010263-RA,,A0A1S4FPR5,UPI00043BC8A3
AAEL010263,AAEL010263-RA,,Q16TE3,UPI00043BC8A3
AAEL014762,AAEL014762-RB,,Q16FG6,UPI000B794F87
AAEL025293,AAEL025293-RA,,,UPI000B76FF84
AAEL010175,AAEL010175-RA,,A0A1S4FPH3,UPI000B770E49
AAEL010175,AAEL010175-RA,,Q16TQ5,UPI000B770E49
AAEL025201,AAEL025201-RA,,,UPI000B77192E
AAEL023595,AAEL023595-RA,,,UPI000B7941E7
AAEL014964,AAEL014964-RA,,Q17IH8,UPI0000DA8DF6
AAEL014964,AAEL014964-RA,,Q16EY9,UPI0000DA8DF6
AAEL001583,AAEL001583-RB,,Q17KT7,UPI000B77C44E
AAEL001583,AAEL001583-RC,,A0A1S4EZ68,UPI000B794C11
AAEL001583,AAEL001583-RD,,,UPI000B777A54
AAEL001583,AAEL001583-RE,,,UPI000B774979
AAEL001583,AAEL001583-RF,,,UPI000B77CB83
AAEL022318,AAEL022318-RA,,Q16FS2,UPI000B77A92A
AAEL013184,AAEL013184-RB,,,UPI000B7796C7
AAEL013184,AAEL013184-RC,,,UPI000B77A6B0
AAEL013184,AAEL013184-RD,,Q16JX9,UPI000B7796C7
AAEL013184,AAEL013184-RE,,,UPI000B7796C7
AAEL013184,AAEL013184-RF,,,UPI000B7796C7
AAEL014314,AAEL014314-RA,,Q16GN9,UPI0000DABA70
AAEL020583,AAEL020583-RA,,Q16YS1,UPI0000DAA41D
AAEL020583,AAEL020583-RA,,A1XDB4,UPI0000DAA41D
AAEL020583,AAEL020583-RA,,Q16YS0,UPI0000DAA41D
AAEL020583,AAEL020583-RA,,A0A1S4G738,UPI0000DAA41D
AAEL012098,AAEL012098-RC,,A0A1S4FVL6,UPI000B7781CD
AAEL012098,AAEL012098-RD,,Q16N29,UPI000B7983FD
AAEL012098,AAEL012098-RE,,,UPI000B7983FD
AAEL025737,AAEL025737-RA,,,UPI000B788D0E
AAEL022731,AAEL022731-RA,,Q16XH8,UPI000B77986A
AAEL022731,AAEL022731-RA,,A0A1S4FKM6,UPI000B77986A
AAEL020206,AAEL020206-RA,,,UPI000B77E21C
AAEL000912,AAEL000912-RA,,A0A1S4EX80,UPI000B772291
AAEL000912,AAEL000912-RA,,Q17MZ0,UPI000B772291
AAEL009935,AAEL009935-RA,,Q16UD7,UPI0000DAA9E4
AAEL019892,AAEL019892-RA,,,UPI000B790CAE
AAEL019892,AAEL019892-RB,,Q16SA8,UPI000B7937FF
AAEL019892,AAEL019892-RC,,,UPI000B77678D
AAEL019892,AAEL019892-RD,,,UPI000B796160
AAEL019892,AAEL019892-RE,,Q16SA7,UPI000B782FE2
AAEL019892,AAEL019892-RF,,Q16SA7,UPI000B796160
AAEL019892,AAEL019892-RG,,,UPI000B796160
AAEL013432,AAEL013432-RB,,Q16J63,UPI000B7838C1
AAEL013432,AAEL013432-RB,,Q16J64,UPI000B7838C1
AAEL013432,AAEL013432-RA,,A0A1S4FYZ4,UPI000B78B923
AAEL010771,AAEL010771-RA,,Q16RZ9,UPI0000DAACFF
AAEL011727,AAEL011727-RB,,,UPI000B791477
AAEL011727,AAEL011727-RA,,,UPI000B76CED1
AAEL005353,AAEL005353-RA,,Q17A97,UPI0000DA98A5
AAEL003875,AAEL003875-RB,,,UPI000B788DD6
AAEL003875,AAEL003875-RC,,,UPI000B796407
AAEL003875,AAEL003875-RD,,Q17E80,UPI000B780601
AAEL003875,AAEL003875-RD,,A0A1S4F5Z6,UPI000B780601
AAEL003875,AAEL003875-RE,,,UPI000B780601
AAEL002249,AAEL002249-RA,,Q17IQ4,UPI0000DA8DAD
AAEL026886,AAEL026886-RA,,,UPI000B77CF3D
AAEL012029,AAEL012029-RC,,Q16NB1,UPI000B794664
AAEL012029,AAEL012029-RB,,A0A1S4FVE0,UPI00043BA9CD
AAEL012029,AAEL012029-RB,,Q16NB2,UPI00043BA9CD
AAEL023190,AAEL023190-RA,,,UPI000B76D775
AAEL000808,AAEL000808-RA,,A0A1S4EWY1,UPI000B790F98
AAEL000808,AAEL000808-RA,,Q17N42,UPI000B790F98
AAEL000808,AAEL000808-RA,,Q16L84,UPI000B790F98
AAEL000808,AAEL000808-RA,,Q16VL5,UPI000B790F98
AAEL000808,AAEL000808-RA,,Q17Q70,UPI000B790F98
AAEL002647,AAEL002647-RA,,Q17HL0,UPI0000DA8F28
AAEL015424,AAEL015424-RA,,Q1DGY5,UPI0000D89548
AAEL019682,AAEL019682-RA,,,UPI000B77C5ED
AAEL019682,AAEL019682-RB,,,UPI000B779EFD
AAEL019682,AAEL019682-RD,,,UPI000B772326
AAEL019682,AAEL019682-RF,,Q17KY4,UPI000B774278
AAEL019682,AAEL019682-RG,,,UPI000B77A760
AAEL019682,AAEL019682-RH,,,UPI000B794A28
AAEL019682,AAEL019682-RI,,,UPI000B7809CD
AAEL019682,AAEL019682-RJ,,Q17KY5,UPI000B78862D
