"species","mirna","enrichment_fdr","n_genes","pathway_genes","fold_enrichment","pathway","url","genes","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","ensembl_id"
"Aedes albopictus","aal-miR-2943",0.00142264,22,2707,2.29852116,"GO:0043227 membrane-bounded organelle","http://amigo.geneontology.org/amigo/term/GO:0043227","RP20_CCG004562 CCG004741.1 CCG005153.1 RP20_CCG007245 CCG007334.1 CCG009705.1 RP20_CCG011552 RP20_CCG012249 RP20_CCG012513 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG014760 CCG015582.1 CCG017793.1 CCG020733.1 CCG022521.1 RP20_CCG023350 RP20_CCG024597 CCG027115.1 CCG027599.1 RP20_CCG028009","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00142264,27,3623,2.10770347,"GO:0005622 intracellular anatomical structure","http://amigo.geneontology.org/amigo/term/GO:0005622","RP20_CCG001630 RP20_CCG004562 CCG004741.1 CCG005153.1 RP20_CCG007245 CCG007334.1 CCG008411.1 RP20_CCG008539.2 CCG009705.1 RP20_CCG011552 RP20_CCG012046 RP20_CCG012249 RP20_CCG012513 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG014760 CCG015582.1 RP20_CCG016099 CCG017793.1 CCG020733.1 CCG022521.1 RP20_CCG023350 RP20_CCG024597 CCG027115.1 CCG027599.1 RP20_CCG028009","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00264203,23,3176,2.04814841,"GO:0043229 intracellular organelle","http://amigo.geneontology.org/amigo/term/GO:0043229","RP20_CCG004562 CCG004741.1 CCG005153.1 RP20_CCG007245 CCG007334.1 CCG009705.1 RP20_CCG011552 RP20_CCG012249 RP20_CCG012513 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG014760 CCG015582.1 RP20_CCG016099 CCG017793.1 CCG020733.1 CCG022521.1 RP20_CCG023350 RP20_CCG024597 CCG027115.1 CCG027599.1 RP20_CCG028009","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00264203,23,3209,2.02708612,"GO:0043226 organelle","http://amigo.geneontology.org/amigo/term/GO:0043226","RP20_CCG004562 CCG004741.1 CCG005153.1 RP20_CCG007245 CCG007334.1 CCG009705.1 RP20_CCG011552 RP20_CCG012249 RP20_CCG012513 RP20_CCG013111 CCG013807.1 RP20_CCG013836.3 RP20_CCG014760 CCG015582.1 RP20_CCG016099 CCG017793.1 CCG020733.1 CCG022521.1 RP20_CCG023350 RP20_CCG024597 CCG027115.1 CCG027599.1 RP20_CCG028009","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00418715,24,3552,1.91096338,"GO:0016020 membrane","http://amigo.geneontology.org/amigo/term/GO:0016020","CCG000324.1 RP20_CCG000855 CCG001505.1 RP20_CCG001630 CCG004072.1 CCG004741.1 CCG006730.1 RP20_CCG007245 CCG007334.1 RP20_CCG009514 CCG012626.1 CCG012962.1 RP20_CCG013111 CCG013807.1 RP20_CCG014088 RP20_CCG014760 CCG015582.1 RP20_CCG016099 RP20_CCG016408 RP20_CCG017417.2 CCG017552.1 RP20_CCG021285 CCG022521.1 CCG025470.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00137701,2,3,188.548387,"GO:0003994 aconitate hydratase activity","http://amigo.geneontology.org/amigo/term/GO:0003994","RP20_CCG012249 RP20_CCG023350","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00137701,2,3,188.548387,"GO:0047780 citrate dehydratase activity","http://amigo.geneontology.org/amigo/term/GO:0047780","RP20_CCG012249 RP20_CCG023350","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00137701,2,3,188.548387,"GO:0052629 phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0052629","CCG008411.1 RP20_CCG012046","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00152852,2,4,141.41129,"GO:0106018 phosphatidylinositol-3,5-bisphosphate phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0106018","CCG008411.1 RP20_CCG012046","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00318381,2,6,94.2741935,"GO:0034593 phosphatidylinositol bisphosphate phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0034593","CCG008411.1 RP20_CCG012046","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00318381,2,7,80.8064516,"GO:0004438 phosphatidylinositol-3-phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0004438","CCG008411.1 RP20_CCG012046","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00318381,2,7,80.8064516,"GO:0052744 phosphatidylinositol monophosphate phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0052744","CCG008411.1 RP20_CCG012046","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00423153,2,9,62.8494624,"GO:0140326 ATPase-coupled intramembrane lipid transporter activity","http://amigo.geneontology.org/amigo/term/GO:0140326","RP20_CCG000855 CCG006730.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00318381,3,34,24.9549336,"GO:0004725 protein tyrosine phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0004725","CCG008411.1 RP20_CCG012046 RP20_CCG017417.2","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00020618,5,60,23.5685484,"GO:0004721 phosphoprotein phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0004721","RP20_CCG003693 CCG008411.1 RP20_CCG012046 RP20_CCG017417.2 CCG026212.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00152852,5,123,11.4968529,"GO:0016791 phosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0016791","RP20_CCG003693 CCG008411.1 RP20_CCG012046 RP20_CCG017417.2 CCG026212.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00318381,5,156,9.0648263,"GO:0042578 phosphoric ester hydrolase activity","http://amigo.geneontology.org/amigo/term/GO:0042578","RP20_CCG003693 CCG008411.1 RP20_CCG012046 RP20_CCG017417.2 CCG026212.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00318381,7,343,5.7718894,"GO:0017111 nucleoside-triphosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0017111","RP20_CCG000855 CCG006730.1 RP20_CCG008539.2 CCG009705.1 RP20_CCG016099 RP20_CCG021374 CCG027599.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00321267,7,361,5.48409436,"GO:0016462 pyrophosphatase activity","http://amigo.geneontology.org/amigo/term/GO:0016462","RP20_CCG000855 CCG006730.1 RP20_CCG008539.2 CCG009705.1 RP20_CCG016099 RP20_CCG021374 CCG027599.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00345277,7,369,5.36519801,"GO:0016818 hydrolase activity acting on acid anhydrides in phosphorus-containing anhydrides","http://amigo.geneontology.org/amigo/term/GO:0016818","RP20_CCG000855 CCG006730.1 RP20_CCG008539.2 CCG009705.1 RP20_CCG016099 RP20_CCG021374 CCG027599.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00152852,15,1349,3.1448026,"GO:0140096 catalytic activity acting on a protein","http://amigo.geneontology.org/amigo/term/GO:0140096","RP20_CCG000844 CCG002347.1 RP20_CCG003693 CCG005153.1 RP20_CCG005441 RP20_CCG007245 CCG007520.1 CCG008411.1 RP20_CCG008785 RP20_CCG009514 RP20_CCG012046 RP20_CCG016099 RP20_CCG017417.2 CCG026212.1 RP20_CCG028009","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00423153,13,1281,2.87017451,"GO:0043168 anion binding","http://amigo.geneontology.org/amigo/term/GO:0043168","RP20_CCG000855 CCG006730.1 CCG007520.1 RP20_CCG008539.2 RP20_CCG008785 CCG009705.1 RP20_CCG012513 RP20_CCG013836.3 CCG015582.1 RP20_CCG016099 RP20_CCG021374 CCG027115.1 CCG027599.1","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00152852,19,2082,2.58099377,"GO:0005515 protein binding","http://amigo.geneontology.org/amigo/term/GO:0005515","CCG001367.1 CCG001505.1 RP20_CCG003693 CCG004134.1 CCG005153.1 RP20_CCG007245 RP20_CCG008539.2 RP20_CCG011552 RP20_CCG016099 CCG017397.1 RP20_CCG017417.2 CCG017793.1 RP20_CCG021374 CCG021458.1 CCG022521.1 CCG025470.1 RP20_CCG026116 RP20_CCG028009 RP20_CCG028366","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2943",0.00020618,34,4537,2.11945509,"GO:0003824 catalytic activity","http://amigo.geneontology.org/amigo/term/GO:0003824","CCG000324.1 RP20_CCG000844 RP20_CCG000855 CCG002347.1 RP20_CCG003693 CCG004134.1 CCG004741.1 CCG005153.1 RP20_CCG005441 CCG006329.1 CCG006730.1 RP20_CCG007245 CCG007520.1 CCG008411.1 RP20_CCG008539.2 RP20_CCG008785 RP20_CCG009514 CCG009705.1 RP20_CCG012046 RP20_CCG012249 RP20_CCG012513 CCG012626.1 RP20_CCG013836.3 RP20_CCG014760 RP20_CCG016099 RP20_CCG016408 RP20_CCG017417.2 RP20_CCG021374 CCG022407.1 RP20_CCG023350 CCG026212.1 CCG027115.1 CCG027599.1 RP20_CCG028009","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",1.05e-05,3,4,257.867647,"GO:0006171 cAMP biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0006171","CCG000016.1 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",1.47e-05,3,5,206.294118,"GO:0046058 cAMP metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0046058","CCG000016.1 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",9.07e-05,3,14,73.6764706,"GO:0052652 cyclic purine nucleotide metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0052652","CCG000016.1 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",2.84e-05,5,61,28.1822565,"GO:0006164 purine nucleotide biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0006164","CCG000016.1 RP20_CCG008228 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",2.84e-05,5,61,28.1822565,"GO:0009152 purine ribonucleotide biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0009152","CCG000016.1 RP20_CCG008228 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",4.05e-05,5,67,25.6584723,"GO:0072522 purine-containing compound biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0072522","CCG000016.1 RP20_CCG008228 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",4.22e-05,5,69,24.9147485,"GO:0009260 ribonucleotide biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0009260","CCG000016.1 RP20_CCG008228 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",4.39e-05,5,71,24.2129246,"GO:0046390 ribose phosphate biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:0046390","CCG000016.1 RP20_CCG008228 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",7e-05,5,85,20.2249135,"GO:0006163 purine nucleotide metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006163","CCG000016.1 RP20_CCG008228 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",7e-05,5,85,20.2249135,"GO:0009150 purine ribonucleotide metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0009150","CCG000016.1 RP20_CCG008228 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",9.07e-05,5,98,17.5420168,"GO:0072521 purine-containing compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0072521","CCG000016.1 RP20_CCG008228 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",1.05e-05,8,204,13.4832757,"GO:1901137 carbohydrate derivative biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:1901137","CCG000016.1 RP20_CCG008228 RP20_CCG013131 RP20_CCG014730 CCG015467.1 RP20_CCG021296 RP20_CCG021297 RP20_CCG027131","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",1.05e-05,9,287,10.7819225,"GO:1901135 carbohydrate derivative metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:1901135","CCG000016.1 RP20_CCG008228 CCG012164.1 RP20_CCG013131 RP20_CCG014730 CCG015467.1 RP20_CCG021296 RP20_CCG021297 RP20_CCG027131","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",4.86e-05,11,668,5.66176471,"GO:0006796 phosphate-containing compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006796","CCG000016.1 RP20_CCG003693 RP20_CCG008228 RP20_CCG008785 RP20_CCG008879 RP20_CCG013105 RP20_CCG013131 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297 CCG021809.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",5.31e-05,11,679,5.57004245,"GO:0006793 phosphorus metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006793","CCG000016.1 RP20_CCG003693 RP20_CCG008228 RP20_CCG008785 RP20_CCG008879 RP20_CCG013105 RP20_CCG013131 RP20_CCG014730 RP20_CCG021296 RP20_CCG021297 CCG021809.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",9.07e-05,11,758,4.98952351,"GO:0036211 protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0036211","RP20_CCG003693 CCG005153.1 CCG007937.2 RP20_CCG008785 CCG011982.1 RP20_CCG013105 RP20_CCG013131 CCG015467.1 CCG021809.1 RP20_CCG026317 RP20_CCG027131","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",2.33e-05,21,2264,3.18917585,"GO:1901564 organonitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:1901564","CCG000016.1 RP20_CCG003693 CCG004137.1 CCG005153.1 CCG007937.2 RP20_CCG008228 RP20_CCG008785 CCG011982.1 CCG012164.1 RP20_CCG013105 RP20_CCG013131 RP20_CCG014045 RP20_CCG014730 CCG015467.1 RP20_CCG017994 RP20_CCG021296 RP20_CCG021297 CCG021809.1 RP20_CCG026317 RP20_CCG026400.2 RP20_CCG027131","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",4.39e-05,27,3945,2.35316484,"GO:0006807 nitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006807","CCG000016.1 RP20_CCG001034 RP20_CCG003693 RP20_CCG003825 CCG004137.1 CCG005153.1 CCG007937.2 RP20_CCG008228 RP20_CCG008785 CCG010378.2 CCG011982.1 CCG012164.1 RP20_CCG013105 RP20_CCG013131 RP20_CCG014045 RP20_CCG014730 CCG015467.1 CCG017793.1 RP20_CCG017994 CCG020387.2 RP20_CCG021296 RP20_CCG021297 CCG021809.1 RP20_CCG026317 RP20_CCG026400.2 CCG027115.1 RP20_CCG027131","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",2.84e-05,29,4298,2.31988887,"GO:0044238 primary metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044238","CCG000016.1 RP20_CCG001034 RP20_CCG003693 RP20_CCG003825 CCG004137.1 CCG005153.1 CCG007937.2 RP20_CCG008228 RP20_CCG008785 RP20_CCG008879 CCG010378.2 CCG011982.1 CCG012164.1 RP20_CCG013105 RP20_CCG013131 RP20_CCG014045 RP20_CCG014730 CCG015467.1 CCG017793.1 RP20_CCG017994 CCG018047.1 CCG020387.2 RP20_CCG021296 RP20_CCG021297 CCG021809.1 RP20_CCG026317 RP20_CCG026400.2 CCG027115.1 RP20_CCG027131","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",4.5e-05,29,4512,2.20985868,"GO:0071704 organic substance metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0071704","CCG000016.1 RP20_CCG001034 RP20_CCG003693 RP20_CCG003825 CCG004137.1 CCG005153.1 CCG007937.2 RP20_CCG008228 RP20_CCG008785 RP20_CCG008879 CCG010378.2 CCG011982.1 CCG012164.1 RP20_CCG013105 RP20_CCG013131 RP20_CCG014045 RP20_CCG014730 CCG015467.1 CCG017793.1 RP20_CCG017994 CCG018047.1 CCG020387.2 RP20_CCG021296 RP20_CCG021297 CCG021809.1 RP20_CCG026317 RP20_CCG026400.2 CCG027115.1 RP20_CCG027131","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.00284758,2,4,171.911765,"GO:0061617 MICOS complex","http://amigo.geneontology.org/amigo/term/GO:0061617","RP20_CCG013111 CCG013807.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.00284758,2,7,98.2352941,"GO:0031304 intrinsic component of mitochondrial inner membrane","http://amigo.geneontology.org/amigo/term/GO:0031304","RP20_CCG013111 CCG013807.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.00284758,2,8,85.9558824,"GO:0032592 integral component of mitochondrial membrane","http://amigo.geneontology.org/amigo/term/GO:0032592","RP20_CCG013111 CCG013807.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.02113108,2,38,18.0959752,"GO:0031300 intrinsic component of organelle membrane","http://amigo.geneontology.org/amigo/term/GO:0031300","RP20_CCG013111 CCG013807.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.02113108,2,38,18.0959752,"GO:0031301 integral component of organelle membrane","http://amigo.geneontology.org/amigo/term/GO:0031301","RP20_CCG013111 CCG013807.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.02198486,2,40,17.1911765,"GO:0098800 inner mitochondrial membrane protein complex","http://amigo.geneontology.org/amigo/term/GO:0098800","RP20_CCG013111 CCG013807.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.00996797,3,75,13.7529412,"GO:0000139 Golgi membrane","http://amigo.geneontology.org/amigo/term/GO:0000139","CCG015467.1 CCG022521.1 RP20_CCG027131","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.03284847,3,162,6.3671024,"GO:0005740 mitochondrial envelope","http://amigo.geneontology.org/amigo/term/GO:0005740","RP20_CCG012262 RP20_CCG013111 CCG013807.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.01444513,6,503,4.1012747,"GO:0031090 organelle membrane","http://amigo.geneontology.org/amigo/term/GO:0031090","RP20_CCG013111 RP20_CCG013131 CCG013807.1 CCG015467.1 CCG022521.1 RP20_CCG027131","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.01049709,12,1599,2.58028915,"GO:0005737 cytoplasm","http://amigo.geneontology.org/amigo/term/GO:0005737","RP20_CCG003859 RP20_CCG008228 CCG012164.1 RP20_CCG012262 RP20_CCG013111 RP20_CCG013131 CCG013807.1 CCG015467.1 CCG017793.1 RP20_CCG017994 CCG022521.1 RP20_CCG027131","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.00873408,17,2632,2.22074468,"GO:0043231 intracellular membrane-bounded organelle","http://amigo.geneontology.org/amigo/term/GO:0043231","RP20_CCG001034 RP20_CCG003825 CCG005153.1 CCG010378.2 RP20_CCG012262 RP20_CCG013111 RP20_CCG013131 CCG013807.1 RP20_CCG014730 CCG015467.1 RP20_CCG016583 CCG017793.1 RP20_CCG017994 CCG022521.1 RP20_CCG026317 CCG027115.1 RP20_CCG027131","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.00996797,17,2707,2.15921685,"GO:0043227 membrane-bounded organelle","http://amigo.geneontology.org/amigo/term/GO:0043227","RP20_CCG001034 RP20_CCG003825 CCG005153.1 CCG010378.2 RP20_CCG012262 RP20_CCG013111 RP20_CCG013131 CCG013807.1 RP20_CCG014730 CCG015467.1 RP20_CCG016583 CCG017793.1 RP20_CCG017994 CCG022521.1 RP20_CCG026317 CCG027115.1 RP20_CCG027131","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.01176049,18,3148,1.96595411,"GO:0016021 integral component of membrane","http://amigo.geneontology.org/amigo/term/GO:0016021","CCG000016.1 CCG000245.1 CCG000672.1 CCG001505.1 RP20_CCG004462 RP20_CCG013105 RP20_CCG013111 RP20_CCG013131 CCG013807.1 RP20_CCG015245 CCG015467.1 CCG018047.1 RP20_CCG018948 RP20_CCG021296 RP20_CCG021297 AalbCCE062 CCG022794.1 RP20_CCG027131","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-miR-2945-3p",0.01176049,18,3159,1.95910843,"GO:0031224 intrinsic component of membrane","http://amigo.geneontology.org/amigo/term/GO:0031224","CCG000016.1 CCG000245.1 CCG000672.1 CCG001505.1 RP20_CCG004462 RP20_CCG013105 RP20_CCG013111 RP20_CCG013131 CCG013807.1 RP20_CCG015245 CCG015467.1 CCG018047.1 RP20_CCG018948 RP20_CCG021296 RP20_CCG021297 AalbCCE062 CCG022794.1 RP20_CCG027131","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
