#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
UPI0007D504E3	7159.AAEL002206-PA	7.3e-149	473	"KOG3686@1|root,KOG3686@2759|Eukaryota,38FEH@33154|Opisthokonta,3BD7R@33208|Metazoa,3CXJB@33213|Bilateria,41TPP@6656|Arthropoda,3SI4F@50557|Insecta,455P9@7147|Diptera,45CQX@7148|Nematocera"	33208|Metazoa	T	Rap/ran-GAP	SIPA1L2	"GO:0003674,GO:0003779,GO:0005096,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005856,GO:0006996,GO:0007010,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007399,GO:0008047,GO:0008092,GO:0008150,GO:0009987,GO:0010646,GO:0010769,GO:0010975,GO:0014069,GO:0016043,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0022603,GO:0022604,GO:0023051,GO:0023052,GO:0030029,GO:0030036,GO:0030154,GO:0030234,GO:0030425,GO:0030695,GO:0031344,GO:0031532,GO:0031625,GO:0032279,GO:0032501,GO:0032502,GO:0032991,GO:0036477,GO:0042995,GO:0043005,GO:0043025,GO:0043085,GO:0043087,GO:0043197,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043547,GO:0044093,GO:0044297,GO:0044309,GO:0044389,GO:0044424,GO:0044444,GO:0044456,GO:0044463,GO:0044464,GO:0044877,GO:0045202,GO:0045595,GO:0045664,GO:0046875,GO:0048013,GO:0048167,GO:0048699,GO:0048731,GO:0048814,GO:0048856,GO:0048869,GO:0050767,GO:0050770,GO:0050773,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050803,GO:0050804,GO:0050807,GO:0050896,GO:0051015,GO:0051128,GO:0051239,GO:0051336,GO:0051345,GO:0051716,GO:0051960,GO:0060284,GO:0060589,GO:0060998,GO:0061001,GO:0065007,GO:0065008,GO:0065009,GO:0071840,GO:0090630,GO:0097447,GO:0097458,GO:0098772,GO:0098794,GO:0098984,GO:0099175,GO:0099177,GO:0099572,GO:0120025,GO:0120035,GO:0120038,GO:2000026"	-	"ko:K08013,ko:K17701,ko:K17702"	"ko04015,ko04670,map04015,map04670"	-	-	-	"ko00000,ko00001"	-	-	-	"Rap_GAP,SPAR_C"
tr|A0A182GMV3|A0A182GMV3_AEDAL	7159.AAEL007252-PA	0	1849	"2CMF4@1|root,2QQ6P@2759|Eukaryota,392AM@33154|Opisthokonta,3BDRU@33208|Metazoa,3CX81@33213|Bilateria,41V63@6656|Arthropoda,3SJ62@50557|Insecta,44YU6@7147|Diptera,45GI5@7148|Nematocera"	33208|Metazoa	S	Histone deacetylase complex subunit SAP130 C-terminus	SAP130	"GO:0000118,GO:0000122,GO:0000228,GO:0000785,GO:0000790,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0070013,GO:0070822,GO:0080090,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141"	-	ko:K19192	-	-	-	-	"ko00000,ko03036"	-	-	-	SAP130_C
UPI0007D33538	7159.AAEL006721-PA	0	1906	"COG0567@1|root,KOG0450@2759|Eukaryota,38FJ2@33154|Opisthokonta,3BATW@33208|Metazoa,3CU2N@33213|Bilateria,41TXU@6656|Arthropoda,3SHQN@50557|Insecta,44Z81@7147|Diptera,45C5R@7148|Nematocera"	33208|Metazoa	C	2-oxoglutarate dehydrogenase N-terminus	OGDHL	"GO:0003674,GO:0003824,GO:0004591,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005740,GO:0005759,GO:0005947,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006103,GO:0006104,GO:0006139,GO:0006163,GO:0006464,GO:0006637,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0008150,GO:0008152,GO:0009060,GO:0009117,GO:0009150,GO:0009259,GO:0009353,GO:0009987,GO:0015980,GO:0016020,GO:0016477,GO:0016491,GO:0016620,GO:0016624,GO:0016903,GO:0016999,GO:0017144,GO:0018335,GO:0019362,GO:0019538,GO:0019637,GO:0019674,GO:0019693,GO:0019752,GO:0019842,GO:0021536,GO:0021537,GO:0021543,GO:0021544,GO:0021549,GO:0021695,GO:0021756,GO:0021761,GO:0021766,GO:0021772,GO:0021794,GO:0021859,GO:0021860,GO:0021872,GO:0021879,GO:0021884,GO:0021885,GO:0021953,GO:0021954,GO:0021988,GO:0022008,GO:0022028,GO:0022029,GO:0022037,GO:0030062,GO:0030154,GO:0030182,GO:0030900,GO:0030902,GO:0030976,GO:0031072,GO:0031090,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032501,GO:0032502,GO:0032991,GO:0033865,GO:0033875,GO:0034032,GO:0034602,GO:0034641,GO:0035383,GO:0036094,GO:0036211,GO:0040011,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0043543,GO:0043603,GO:0043648,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045239,GO:0045240,GO:0045252,GO:0045333,GO:0046483,GO:0046496,GO:0048037,GO:0048468,GO:0048513,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0050662,GO:0051087,GO:0051179,GO:0051186,GO:0051674,GO:0055086,GO:0055114,GO:0060322,GO:0061034,GO:0070013,GO:0071704,GO:0072350,GO:0072521,GO:0072524,GO:0097159,GO:0098798,GO:0106077,GO:1901135,GO:1901360,GO:1901363,GO:1901564,GO:1901681,GO:1902494,GO:1990204,GO:1990234"	1.2.4.2	ko:K00164	"ko00020,ko00310,ko00380,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map00380,map01100,map01110,map01120,map01130,map01200"	"M00009,M00011,M00032"	"R00621,R01933,R01940,R03316,R08549"	"RC00004,RC00027,RC00627,RC02743,RC02833,RC02883"	"br01601,ko00000,ko00001,ko00002,ko01000"	-	-	-	"2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr"
tr|A0A182GRS0|A0A182GRS0_AEDAL	164328.Phyra86815	1.5e-40	150	"COG2801@1|root,KOG0017@2759|Eukaryota,3QHNV@4776|Peronosporales"	4776|Peronosporales	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_2,rve"
tr|A0A182GZ11|A0A182GZ11_AEDAL	7159.AAEL000856-PA	0	911	"KOG4682@1|root,KOG4682@2759|Eukaryota,38E9A@33154|Opisthokonta,3BHTN@33208|Metazoa,3CR6S@33213|Bilateria,41WHI@6656|Arthropoda,3SJ9A@50557|Insecta,44XT4@7147|Diptera,45G75@7148|Nematocera"	33208|Metazoa	S	Germ cell-less	GMCL1	"GO:0000003,GO:0000151,GO:0000209,GO:0000578,GO:0001709,GO:0003002,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005643,GO:0005737,GO:0005886,GO:0005938,GO:0006355,GO:0006359,GO:0006464,GO:0006807,GO:0007028,GO:0007275,GO:0007276,GO:0007277,GO:0007278,GO:0007279,GO:0007281,GO:0007283,GO:0007292,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007349,GO:0007350,GO:0007351,GO:0007389,GO:0008150,GO:0008152,GO:0008358,GO:0008595,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009896,GO:0009898,GO:0009948,GO:0009952,GO:0009987,GO:0009994,GO:0010468,GO:0010556,GO:0010558,GO:0010604,GO:0010605,GO:0010629,GO:0012505,GO:0016020,GO:0016043,GO:0016363,GO:0016480,GO:0016567,GO:0019219,GO:0019222,GO:0019538,GO:0019897,GO:0019898,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030162,GO:0031234,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031329,GO:0031331,GO:0031461,GO:0031463,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032268,GO:0032270,GO:0032434,GO:0032436,GO:0032446,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0034399,GO:0035282,GO:0036211,GO:0042176,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044703,GO:0045165,GO:0045732,GO:0045862,GO:0045892,GO:0045934,GO:0045995,GO:0048232,GO:0048468,GO:0048469,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048599,GO:0048609,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051239,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051704,GO:0060090,GO:0060255,GO:0061136,GO:0065007,GO:0070013,GO:0070647,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0098552,GO:0098562,GO:0099568,GO:1901564,GO:1901800,GO:1902494,GO:1902679,GO:1902875,GO:1903050,GO:1903052,GO:1903362,GO:1903364,GO:1903506,GO:1903507,GO:1990234,GO:2000026,GO:2000058,GO:2000060,GO:2000112,GO:2000113,GO:2001141"	-	ko:K10485	-	-	-	-	"ko00000,ko04121"	-	-	-	"BACK,BTB"
tr|A0A182GBK3|A0A182GBK3_AEDAL	7159.AAEL003973-PB	2.29e-198	560	"KOG4795@1|root,KOG4795@2759|Eukaryota,38HWP@33154|Opisthokonta,3BI8P@33208|Metazoa,3CWA9@33213|Bilateria,41YZ2@6656|Arthropoda,3SKXI@50557|Insecta,44X20@7147|Diptera,45F5N@7148|Nematocera"	33208|Metazoa	K	RNA polymerase II transcription elongation factor	EAF1	"GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0001228,GO:0001558,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006139,GO:0006351,GO:0006354,GO:0006355,GO:0006357,GO:0006366,GO:0006368,GO:0006725,GO:0006807,GO:0006915,GO:0006950,GO:0007154,GO:0007165,GO:0008023,GO:0008134,GO:0008150,GO:0008152,GO:0008219,GO:0008285,GO:0009058,GO:0009059,GO:0009611,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0012501,GO:0016070,GO:0016604,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0023052,GO:0030308,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032774,GO:0032783,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0035556,GO:0040008,GO:0042060,GO:0042127,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043565,GO:0043620,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044421,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045171,GO:0045893,GO:0045926,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050678,GO:0050680,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051128,GO:0051171,GO:0051173,GO:0051239,GO:0051241,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0060768,GO:0060770,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097190,GO:0097193,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000026,GO:2000112,GO:2000241,GO:2000242,GO:2001141"	-	ko:K15186	-	-	-	-	"ko00000,ko03021"	-	-	-	EAF
tr|A0A182GFC5|A0A182GFC5_AEDAL	7159.AAEL010475-PA	8.53e-244	722	"2C29P@1|root,2QPXF@2759|Eukaryota,39S0R@33154|Opisthokonta,3BH5Q@33208|Metazoa,3D03V@33213|Bilateria,420SH@6656|Arthropoda,3SNZ4@50557|Insecta,44ZAB@7147|Diptera,45D0R@7148|Nematocera"	33208|Metazoa	S	"Clathrin-binding box of Aftiphilin, vesicle trafficking"	AFTPH	"GO:0000139,GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005794,GO:0005798,GO:0005802,GO:0005829,GO:0006810,GO:0007275,GO:0007399,GO:0007423,GO:0008104,GO:0008150,GO:0008565,GO:0009653,GO:0009887,GO:0009987,GO:0012505,GO:0012506,GO:0012510,GO:0015031,GO:0015833,GO:0016020,GO:0022008,GO:0030117,GO:0030118,GO:0030119,GO:0030120,GO:0030121,GO:0030125,GO:0030130,GO:0030131,GO:0030133,GO:0030135,GO:0030136,GO:0030140,GO:0030154,GO:0030182,GO:0030276,GO:0030658,GO:0030659,GO:0030660,GO:0030662,GO:0030665,GO:0031090,GO:0031410,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0032588,GO:0032991,GO:0033036,GO:0035650,GO:0042051,GO:0042461,GO:0042462,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045184,GO:0046530,GO:0046907,GO:0048468,GO:0048475,GO:0048513,GO:0048592,GO:0048666,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071702,GO:0071705,GO:0090596,GO:0097708,GO:0098588,GO:0098791,GO:0098796,GO:0098805"	-	-	-	-	-	-	-	-	-	-	Clathrin_bdg
tr|A0A023EQV8|A0A023EQV8_AEDAL	7159.AAEL003588-PA	9.18e-228	631	"COG0484@1|root,KOG0714@2759|Eukaryota,38BTN@33154|Opisthokonta,3BCDV@33208|Metazoa,3CTA3@33213|Bilateria,41U0R@6656|Arthropoda,3SIHI@50557|Insecta,450QH@7147|Diptera,45CPX@7148|Nematocera"	33208|Metazoa	O	DnaJ C terminal domain	DNAJB5	"GO:0000122,GO:0001671,GO:0002682,GO:0002684,GO:0003674,GO:0003712,GO:0003714,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006357,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008047,GO:0008134,GO:0008150,GO:0008593,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010646,GO:0010648,GO:0014069,GO:0016020,GO:0019219,GO:0019222,GO:0019899,GO:0023051,GO:0023057,GO:0030234,GO:0030425,GO:0030544,GO:0031072,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031647,GO:0031974,GO:0031981,GO:0032279,GO:0032781,GO:0033554,GO:0035966,GO:0036477,GO:0042221,GO:0042689,GO:0042691,GO:0042995,GO:0043005,GO:0043025,GO:0043085,GO:0043197,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043462,GO:0043618,GO:0043620,GO:0044087,GO:0044093,GO:0044297,GO:0044309,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0045202,GO:0045595,GO:0045597,GO:0045610,GO:0045612,GO:0045746,GO:0045892,GO:0045934,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050821,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051094,GO:0051117,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051239,GO:0051252,GO:0051253,GO:0051336,GO:0051345,GO:0051716,GO:0060255,GO:0060589,GO:0060590,GO:0061077,GO:0061827,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0090083,GO:0090084,GO:0097201,GO:0097223,GO:0097447,GO:0097458,GO:0098772,GO:0098794,GO:0098984,GO:0099522,GO:0099524,GO:0099572,GO:0120025,GO:0120038,GO:0140110,GO:1900034,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141"	-	"ko:K09507,ko:K09510,ko:K09511"	"ko04141,ko05164,map04141,map05164"	-	-	-	"ko00000,ko00001,ko03110"	-	-	-	"DnaJ,DnaJ_C"
tr|A0A182GNX0|A0A182GNX0_AEDAL	7159.AAEL018323-PA	0	913	"28NEJ@1|root,2QV05@2759|Eukaryota,38G83@33154|Opisthokonta,3BG79@33208|Metazoa,3E5V3@33213|Bilateria,42AXK@6656|Arthropoda,3T0BG@50557|Insecta,459A3@7147|Diptera,45DZC@7148|Nematocera"	33208|Metazoa	S	translation	-	-	-	ko:K14000	"ko04141,map04141"	-	-	-	"ko00000,ko00001"	-	-	-	-
UPI0007D2D2BF	7159.AAEL008507-PA	3.08e-153	456	"KOG1290@1|root,KOG1290@2759|Eukaryota,38CNN@33154|Opisthokonta,3B9NI@33208|Metazoa,3CSMR@33213|Bilateria,41WEA@6656|Arthropoda,3SHI7@50557|Insecta,44Z73@7147|Diptera,45E1K@7148|Nematocera"	33208|Metazoa	T	Protein tyrosine kinase	SRPK2	"GO:0000003,GO:0000166,GO:0000212,GO:0000226,GO:0000245,GO:0000280,GO:0000287,GO:0000375,GO:0000377,GO:0000398,GO:0001525,GO:0001568,GO:0001944,GO:0002376,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006323,GO:0006325,GO:0006396,GO:0006397,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0006996,GO:0006997,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007056,GO:0007059,GO:0007143,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007289,GO:0007292,GO:0007517,GO:0007519,GO:0008144,GO:0008150,GO:0008152,GO:0008284,GO:0008380,GO:0009653,GO:0009790,GO:0009792,GO:0009888,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010628,GO:0010941,GO:0010942,GO:0014706,GO:0016020,GO:0016043,GO:0016070,GO:0016071,GO:0016301,GO:0016310,GO:0016363,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018105,GO:0018193,GO:0018209,GO:0019219,GO:0019222,GO:0019538,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0022613,GO:0022618,GO:0023052,GO:0030154,GO:0030554,GO:0030575,GO:0030717,GO:0031323,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032553,GO:0032555,GO:0032559,GO:0034399,GO:0034622,GO:0034641,GO:0035063,GO:0035092,GO:0035239,GO:0035295,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0042127,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043484,GO:0043523,GO:0043525,GO:0043900,GO:0043901,GO:0043902,GO:0043903,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045069,GO:0045070,GO:0045071,GO:0045087,GO:0045787,GO:0046483,GO:0046872,GO:0048024,GO:0048232,GO:0048285,GO:0048468,GO:0048477,GO:0048513,GO:0048514,GO:0048515,GO:0048518,GO:0048519,GO:0048522,GO:0048524,GO:0048525,GO:0048609,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0050684,GO:0050789,GO:0050792,GO:0050794,GO:0050896,GO:0051171,GO:0051225,GO:0051252,GO:0051276,GO:0051321,GO:0051704,GO:0051716,GO:0051726,GO:0060255,GO:0060537,GO:0060538,GO:0061061,GO:0061982,GO:0061988,GO:0065003,GO:0065007,GO:0070013,GO:0070192,GO:0070925,GO:0071103,GO:0071704,GO:0071826,GO:0071840,GO:0071889,GO:0071944,GO:0072358,GO:0072359,GO:0080090,GO:0090304,GO:0090306,GO:0097159,GO:0097367,GO:0140013,GO:0140096,GO:1901214,GO:1901216,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1903046,GO:1903311,GO:1903900,GO:1903901,GO:1903902"	2.7.11.1	"ko:K08831,ko:K08832,ko:K15409"	"ko05168,map05168"	-	-	-	"ko00000,ko00001,ko01000,ko01001,ko03041"	-	-	-	Pkinase
UPI0007D5D089	7159.AAEL008560-PA	4.49e-301	830	"KOG1192@1|root,KOG1192@2759|Eukaryota,38B62@33154|Opisthokonta,3BDT1@33208|Metazoa,3CY8Z@33213|Bilateria,4259Y@6656|Arthropoda,3SUSF@50557|Insecta,455P5@7147|Diptera,45DV3@7148|Nematocera"	33208|Metazoa	G	Belongs to the UDP-glycosyltransferase family	UGT2A1	"GO:0001523,GO:0001889,GO:0001972,GO:0002237,GO:0002526,GO:0003008,GO:0003674,GO:0003824,GO:0004857,GO:0005080,GO:0005488,GO:0005496,GO:0005501,GO:0005504,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005640,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0005887,GO:0005975,GO:0005996,GO:0006063,GO:0006082,GO:0006109,GO:0006629,GO:0006631,GO:0006706,GO:0006711,GO:0006720,GO:0006721,GO:0006725,GO:0006778,GO:0006787,GO:0006789,GO:0006805,GO:0006807,GO:0006950,GO:0006952,GO:0006953,GO:0006954,GO:0007275,GO:0007584,GO:0007588,GO:0007600,GO:0007606,GO:0007608,GO:0008144,GO:0008150,GO:0008152,GO:0008194,GO:0008202,GO:0008209,GO:0008210,GO:0008289,GO:0009056,GO:0009410,GO:0009593,GO:0009605,GO:0009607,GO:0009617,GO:0009636,GO:0009698,GO:0009719,GO:0009725,GO:0009804,GO:0009812,GO:0009892,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010565,GO:0010675,GO:0010677,GO:0010817,GO:0012505,GO:0014070,GO:0015020,GO:0016020,GO:0016021,GO:0016042,GO:0016101,GO:0016740,GO:0016757,GO:0016758,GO:0016999,GO:0017001,GO:0017144,GO:0018879,GO:0019216,GO:0019217,GO:0019218,GO:0019222,GO:0019439,GO:0019585,GO:0019748,GO:0019752,GO:0019840,GO:0019867,GO:0019899,GO:0019900,GO:0019901,GO:0030234,GO:0031090,GO:0031099,GO:0031100,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031406,GO:0031667,GO:0031960,GO:0031965,GO:0031967,GO:0031968,GO:0031975,GO:0031984,GO:0032355,GO:0032496,GO:0032501,GO:0032502,GO:0032787,GO:0032870,GO:0032991,GO:0033013,GO:0033015,GO:0033293,GO:0033574,GO:0033993,GO:0034641,GO:0034663,GO:0034754,GO:0035690,GO:0036094,GO:0042167,GO:0042168,GO:0042175,GO:0042178,GO:0042221,GO:0042440,GO:0042445,GO:0042447,GO:0042493,GO:0042537,GO:0042573,GO:0042594,GO:0042802,GO:0042803,GO:0043086,GO:0043167,GO:0043168,GO:0043177,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043434,GO:0043436,GO:0044092,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044270,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044432,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044877,GO:0045471,GO:0045833,GO:0045912,GO:0045922,GO:0045939,GO:0046149,GO:0046226,GO:0046271,GO:0046483,GO:0046677,GO:0046700,GO:0046982,GO:0046983,GO:0048513,GO:0048519,GO:0048523,GO:0048545,GO:0048731,GO:0048732,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0050877,GO:0050896,GO:0051186,GO:0051187,GO:0051338,GO:0051348,GO:0051384,GO:0051552,GO:0051606,GO:0051704,GO:0051707,GO:0051716,GO:0052695,GO:0052696,GO:0052697,GO:0060416,GO:0061008,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0065009,GO:0070069,GO:0070887,GO:0070980,GO:0071236,GO:0071310,GO:0071361,GO:0071375,GO:0071378,GO:0071383,GO:0071384,GO:0071385,GO:0071392,GO:0071394,GO:0071396,GO:0071407,GO:0071417,GO:0071466,GO:0071495,GO:0071704,GO:0071944,GO:0080090,GO:0097159,GO:0097237,GO:0097305,GO:0097306,GO:0098588,GO:0098772,GO:0098805,GO:0098827,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901652,GO:1901653,GO:1901654,GO:1901655,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1904223,GO:1904224,GO:2001029,GO:2001030"	"2.4.1.17,2.4.1.47"	"ko:K00699,ko:K04628"	"ko00040,ko00053,ko00140,ko00565,ko00600,ko00830,ko00860,ko00980,ko00982,ko00983,ko01100,ko01110,ko05204,map00040,map00053,map00140,map00565,map00600,map00830,map00860,map00980,map00982,map00983,map01100,map01110,map05204"	"M00014,M00067,M00129"	"R01383,R01500,R02358,R02389,R02478,R02502,R02902,R03091,R04322,R04352,R04353,R04354,R04683,R06277,R07106,R08259,R08261,R08262,R08263,R08615,R09426,R09427,R09428,R10804"	"RC00005,RC00033,RC00049,RC00059,RC00078,RC00171,RC00397,RC00523,RC00529,RC00708,RC02748"	"ko00000,ko00001,ko00002,ko01000,ko01003"	-	GT1	-	UDPGT
