"X.query","uniprot_id","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"tr|Q16MK4|Q16MK4_AEDAE","Q16MK4","7159.AAEL012273-PA","9.59e-305","834","KOG4199@1|root,KOG4199@2759|Eukaryota,39241@33154|Opisthokonta,3BD3P@33208|Metazoa,3CRIE@33213|Bilateria,41TDE@6656|Arthropoda,3SJ9P@50557|Insecta,44WZ7@7147|Diptera,45C74@7148|Nematocera","33208|Metazoa","S","Armadillo repeat-containing protein 6","ARMC6","GO:0002244,GO:0002376,GO:0002520,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0007275,GO:0008150,GO:0009987,GO:0030097,GO:0030154,GO:0032501,GO:0032502,GO:0044424,GO:0044444,GO:0044464,GO:0048513,GO:0048534,GO:0048731,GO:0048856,GO:0048869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arm"
"tr|Q17GP3|Q17GP3_AEDAE","Q17GP3","7159.AAEL002938-PB","2.25e-301","824","KOG0739@1|root,KOG0739@2759|Eukaryota,38D1Q@33154|Opisthokonta,3BCY8@33208|Metazoa,3CU12@33213|Bilateria,41UK7@6656|Arthropoda,3SIE9@50557|Insecta,4517W@7147|Diptera,45FC3@7148|Nematocera","33208|Metazoa","O","Belongs to the AAA ATPase family","VPS4A","GO:0000070,GO:0000075,GO:0000166,GO:0000278,GO:0000280,GO:0000323,GO:0000819,GO:0000910,GO:0000916,GO:0000920,GO:0000922,GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0003002,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005764,GO:0005768,GO:0005769,GO:0005770,GO:0005773,GO:0005774,GO:0005813,GO:0005815,GO:0005819,GO:0005829,GO:0005856,GO:0005886,GO:0006508,GO:0006511,GO:0006605,GO:0006622,GO:0006623,GO:0006807,GO:0006810,GO:0006869,GO:0006886,GO:0006900,GO:0006906,GO:0006914,GO:0006996,GO:0006997,GO:0006998,GO:0007010,GO:0007032,GO:0007034,GO:0007041,GO:0007049,GO:0007059,GO:0007080,GO:0007093,GO:0007163,GO:0007275,GO:0007346,GO:0007389,GO:0007399,GO:0007423,GO:0007610,GO:0007638,GO:0008022,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0008593,GO:0009056,GO:0009057,GO:0009605,GO:0009612,GO:0009628,GO:0009653,GO:0009838,GO:0009887,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010008,GO:0010256,GO:0010389,GO:0010564,GO:0010646,GO:0010647,GO:0010648,GO:0010876,GO:0010948,GO:0010972,GO:0012505,GO:0015031,GO:0015630,GO:0015833,GO:0015850,GO:0015918,GO:0016020,GO:0016032,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016236,GO:0016322,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017016,GO:0017048,GO:0017076,GO:0017111,GO:0017157,GO:0019058,GO:0019068,GO:0019076,GO:0019538,GO:0019899,GO:0019904,GO:0019941,GO:0021700,GO:0022008,GO:0022402,GO:0022411,GO:0022607,GO:0023051,GO:0023056,GO:0023057,GO:0030029,GO:0030036,GO:0030154,GO:0030163,GO:0030182,GO:0030301,GO:0030496,GO:0030554,GO:0030865,GO:0030866,GO:0031032,GO:0031090,GO:0031267,GO:0031410,GO:0031468,GO:0031982,GO:0032365,GO:0032366,GO:0032367,GO:0032465,GO:0032466,GO:0032501,GO:0032502,GO:0032506,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0032880,GO:0032984,GO:0032991,GO:0033036,GO:0033365,GO:0034058,GO:0034613,GO:0035088,GO:0035418,GO:0035639,GO:0035890,GO:0035891,GO:0036094,GO:0036213,GO:0036257,GO:0036258,GO:0036452,GO:0039702,GO:0040008,GO:0040011,GO:0040012,GO:0040017,GO:0042051,GO:0042058,GO:0042461,GO:0042462,GO:0042551,GO:0042623,GO:0042886,GO:0043162,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043624,GO:0043632,GO:0043900,GO:0043901,GO:0043902,GO:0043903,GO:0043933,GO:0044085,GO:0044087,GO:0044089,GO:0044126,GO:0044130,GO:0044144,GO:0044146,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0044837,GO:0044878,GO:0045184,GO:0045197,GO:0045463,GO:0045465,GO:0045470,GO:0045742,GO:0045746,GO:0045786,GO:0045921,GO:0045926,GO:0045930,GO:0046530,GO:0046755,GO:0046907,GO:0048284,GO:0048285,GO:0048468,GO:0048469,GO:0048471,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048524,GO:0048583,GO:0048584,GO:0048585,GO:0048592,GO:0048666,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050000,GO:0050789,GO:0050792,GO:0050794,GO:0050896,GO:0051020,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0051261,GO:0051276,GO:0051301,GO:0051302,GO:0051303,GO:0051310,GO:0051603,GO:0051640,GO:0051641,GO:0051649,GO:0051656,GO:0051701,GO:0051704,GO:0051726,GO:0051782,GO:0052126,GO:0052192,GO:0060341,GO:0060627,GO:0061024,GO:0061025,GO:0061245,GO:0061462,GO:0061640,GO:0061738,GO:0061919,GO:0065007,GO:0070727,GO:0070925,GO:0071695,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0072319,GO:0072594,GO:0072657,GO:0072665,GO:0072666,GO:0090174,GO:0090543,GO:0090596,GO:0090611,GO:0097159,GO:0097352,GO:0097367,GO:0097708,GO:0098588,GO:0098796,GO:0098805,GO:0098813,GO:0140014,GO:1901184,GO:1901186,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902186,GO:1902188,GO:1902494,GO:1902749,GO:1902750,GO:1903047,GO:1903076,GO:1903530,GO:1903532,GO:1903539,GO:1903541,GO:1903543,GO:1903772,GO:1903774,GO:1903827,GO:1903900,GO:1903902,GO:1904375,GO:1904896,GO:1904903,GO:1904949,GO:1905475,GO:1990621,GO:1990778",NA,"ko:K12196","ko04144,ko04217,map04144,map04217","M00412",NA,NA,"ko00000,ko00001,ko00002,ko04131",NA,NA,NA,"AAA,MIT,Vps4_C"
"tr|Q17GK3|Q17GK3_AEDAE","Q17GK3","7159.AAEL002967-PA","6.53e-218","600","COG1073@1|root,KOG1552@2759|Eukaryota,38BRA@33154|Opisthokonta,3B98R@33208|Metazoa,3CX2I@33213|Bilateria,41X1V@6656|Arthropoda,3SIHY@50557|Insecta,451I5@7147|Diptera,45EGH@7148|Nematocera","33208|Metazoa","S","Dienelactone hydrolase family","ABHD17B","GO:0002084,GO:0003008,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005886,GO:0006464,GO:0006497,GO:0006807,GO:0006950,GO:0007610,GO:0007611,GO:0007612,GO:0008104,GO:0008150,GO:0008152,GO:0008306,GO:0008474,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009605,GO:0009987,GO:0009991,GO:0010008,GO:0012505,GO:0014069,GO:0016020,GO:0016787,GO:0016788,GO:0016790,GO:0018345,GO:0019538,GO:0030163,GO:0030425,GO:0031090,GO:0031344,GO:0031410,GO:0031667,GO:0031982,GO:0032279,GO:0032501,GO:0032879,GO:0032880,GO:0033036,GO:0034613,GO:0034645,GO:0035601,GO:0036211,GO:0036477,GO:0042157,GO:0042158,GO:0042159,GO:0042594,GO:0042595,GO:0042995,GO:0043005,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0045202,GO:0048518,GO:0048519,GO:0050789,GO:0050794,GO:0050803,GO:0050807,GO:0050877,GO:0050890,GO:0050896,GO:0051128,GO:0051179,GO:0051641,GO:0055037,GO:0055038,GO:0060341,GO:0065007,GO:0065008,GO:0070727,GO:0071683,GO:0071704,GO:0071944,GO:0072657,GO:0097447,GO:0097458,GO:0097708,GO:0098588,GO:0098599,GO:0098732,GO:0098734,GO:0098794,GO:0098805,GO:0098984,GO:0099175,GO:0099572,GO:0120025,GO:0120035,GO:0120038,GO:0140096,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1902473,GO:1902816,GO:1902817,GO:1902950,GO:1903827,GO:1903828,GO:1903829,GO:1905666,GO:1905668",NA,"ko:K09208",NA,NA,NA,NA,"ko00000,ko03000",NA,NA,NA,"Hydrolase_4"
"tr|Q6QNY2|Q6QNY2_AEDAE","Q6QNY2","7159.AAEL001951-PA","3.4e-278","759","COG5277@1|root,KOG0676@2759|Eukaryota,38C0D@33154|Opisthokonta,3BBGP@33208|Metazoa,3CRBJ@33213|Bilateria,41Y31@6656|Arthropoda,3SQPB@50557|Insecta,455GY@7147|Diptera,45F7T@7148|Nematocera","33208|Metazoa","Z","Belongs to the actin family","ACTB","GO:0003674,GO:0005198,GO:0005200,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005856,GO:0005884,GO:0005886,GO:0005912,GO:0005924,GO:0005925,GO:0006996,GO:0007010,GO:0007015,GO:0008150,GO:0009653,GO:0009987,GO:0010927,GO:0014866,GO:0015629,GO:0016020,GO:0016043,GO:0022607,GO:0030029,GO:0030036,GO:0030054,GO:0030055,GO:0030154,GO:0030239,GO:0031032,GO:0032502,GO:0032989,GO:0042692,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0055001,GO:0055002,GO:0061061,GO:0070161,GO:0070925,GO:0071689,GO:0071840,GO:0071944,GO:0097433,GO:0097435,GO:0099080,GO:0099081,GO:0099512,GO:0099513",NA,"ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,NA,NA,"ko00000,ko00001,ko03019,ko03021,ko03029,ko03036,ko04147,ko04812",NA,NA,NA,"Actin"
"tr|Q16PA7|Q16PA7_AEDAE","Q16PA7","7159.AAEL011709-PA","0","1095","KOG1169@1|root,KOG1169@2759|Eukaryota,38HE3@33154|Opisthokonta,3BHFE@33208|Metazoa,3CSG2@33213|Bilateria,41XAR@6656|Arthropoda,3SKRF@50557|Insecta,44X86@7147|Diptera,45CAV@7148|Nematocera","33208|Metazoa","IT","Diacylglycerol kinase","DGKE","GO:0000166,GO:0001775,GO:0003674,GO:0003824,GO:0004143,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006629,GO:0006644,GO:0006793,GO:0006796,GO:0006950,GO:0007596,GO:0007599,GO:0008144,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009611,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019637,GO:0030168,GO:0030258,GO:0030554,GO:0032501,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042060,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046834,GO:0050817,GO:0050878,GO:0050896,GO:0065007,GO:0065008,GO:0071704,GO:0071944,GO:0090407,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576","2.7.1.107","ko:K00901","ko00561,ko00564,ko01100,ko01110,ko04070,ko04072,ko05231,map00561,map00564,map01100,map01110,map04070,map04072,map05231",NA,"R02240","RC00002,RC00017","ko00000,ko00001,ko01000",NA,NA,NA,"C1_1,DAGK_acc,DAGK_cat"
"tr|Q176B9|Q176B9_AEDAE","Q176B9","7159.AAEL006447-PA","0","1159","COG5641@1|root,KOG1601@2759|Eukaryota,3A04N@33154|Opisthokonta,3BPV9@33208|Metazoa,3D6VV@33213|Bilateria,41Z3B@6656|Arthropoda,3SP1K@50557|Insecta,453QM@7147|Diptera,45HCD@7148|Nematocera","33208|Metazoa","K","zinc finger binding to DNA consensus sequence [AT]GATA[AG]","GATAd","GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0001085,GO:0001228,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0008134,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030154,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032502,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GATA,zf-AD"
"tr|Q16QJ6|Q16QJ6_AEDAE","Q16QJ6","7159.AAEL011261-PA","0","1716","KOG4786@1|root,KOG4786@2759|Eukaryota,38DJ4@33154|Opisthokonta,3BG88@33208|Metazoa,3CTSP@33213|Bilateria,41Z0H@6656|Arthropoda,3SMXT@50557|Insecta,44XG5@7147|Diptera,45CSK@7148|Nematocera","33208|Metazoa","KT","Ubinuclein conserved middle domain","UBN1","GO:0000003,GO:0000280,GO:0000775,GO:0000776,GO:0001674,GO:0001940,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005911,GO:0005923,GO:0006323,GO:0006325,GO:0006333,GO:0006334,GO:0006336,GO:0006338,GO:0006355,GO:0006357,GO:0006996,GO:0006997,GO:0007049,GO:0007143,GO:0007275,GO:0007276,GO:0007292,GO:0007338,GO:0008134,GO:0008150,GO:0008544,GO:0009566,GO:0009888,GO:0009889,GO:0009913,GO:0009987,GO:0010468,GO:0010556,GO:0016043,GO:0016604,GO:0016605,GO:0019219,GO:0019222,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0030054,GO:0030154,GO:0030216,GO:0030855,GO:0031323,GO:0031326,GO:0031497,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0034622,GO:0034724,GO:0034728,GO:0035039,GO:0035041,GO:0035042,GO:0042585,GO:0043044,GO:0043073,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043296,GO:0043486,GO:0043588,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044703,GO:0045120,GO:0048285,GO:0048513,GO:0048609,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051276,GO:0051321,GO:0051704,GO:0060255,GO:0060429,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0070160,GO:0070925,GO:0071103,GO:0071824,GO:0071840,GO:0080090,GO:0097159,GO:0098687,GO:0140013,GO:0140110,GO:1901363,GO:1903046,GO:1903506,GO:2000112,GO:2001141",NA,"ko:K17492",NA,NA,NA,NA,"ko00000,ko01009,ko03036",NA,NA,NA,"HUN,UBN_AB"
"tr|Q17MG5|Q17MG5_AEDAE","Q17MG5","7159.AAEL001031-PA","2.91e-227","624","2D823@1|root,2T8DN@2759|Eukaryota,392XM@33154|Opisthokonta,3C886@33208|Metazoa,3DP8I@33213|Bilateria,425GZ@6656|Arthropoda,3SV1N@50557|Insecta,456PK@7147|Diptera,45IV7@7148|Nematocera","33208|Metazoa","S","Trypsin-like serine protease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trypsin"
"tr|Q17K68|Q17K68_AEDAE","Q17K68","7159.AAEL001776-PA","5.12e-46","147","KOG0850@1|root,KOG0850@2759|Eukaryota,38EXM@33154|Opisthokonta,3BGAP@33208|Metazoa,3CZ0P@33213|Bilateria,41Z4X@6656|Arthropoda,3SKYI@50557|Insecta,44YWZ@7147|Diptera,45JD8@7148|Nematocera","33208|Metazoa","K","Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DLX1","GO:0000003,GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0001501,GO:0002009,GO:0002165,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007155,GO:0007275,GO:0007389,GO:0007399,GO:0007417,GO:0007420,GO:0007444,GO:0007447,GO:0007449,GO:0007469,GO:0007472,GO:0007476,GO:0007478,GO:0007479,GO:0007480,GO:0007484,GO:0007485,GO:0007487,GO:0007548,GO:0007552,GO:0007560,GO:0007610,GO:0007635,GO:0008150,GO:0008587,GO:0008593,GO:0009653,GO:0009719,GO:0009790,GO:0009791,GO:0009792,GO:0009799,GO:0009855,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009953,GO:0009954,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010092,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010648,GO:0010720,GO:0010721,GO:0010941,GO:0014013,GO:0014014,GO:0016319,GO:0019219,GO:0019222,GO:0021537,GO:0021543,GO:0021544,GO:0021545,GO:0021553,GO:0021675,GO:0021761,GO:0021766,GO:0021872,GO:0021877,GO:0021879,GO:0021882,GO:0021892,GO:0021893,GO:0021895,GO:0021898,GO:0021953,GO:0022008,GO:0022414,GO:0022610,GO:0023051,GO:0023057,GO:0030154,GO:0030182,GO:0030510,GO:0030514,GO:0030900,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035213,GO:0035214,GO:0035215,GO:0035218,GO:0035220,GO:0035223,GO:0035239,GO:0035295,GO:0042048,GO:0042221,GO:0042475,GO:0042476,GO:0042981,GO:0043009,GO:0043066,GO:0043067,GO:0043069,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043523,GO:0043524,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0045165,GO:0045595,GO:0045596,GO:0045597,GO:0045664,GO:0045665,GO:0045666,GO:0045685,GO:0045686,GO:0045746,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046532,GO:0046533,GO:0048262,GO:0048264,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048562,GO:0048563,GO:0048568,GO:0048569,GO:0048583,GO:0048585,GO:0048598,GO:0048608,GO:0048645,GO:0048646,GO:0048663,GO:0048699,GO:0048701,GO:0048703,GO:0048704,GO:0048705,GO:0048706,GO:0048707,GO:0048713,GO:0048715,GO:0048728,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048806,GO:0048856,GO:0048869,GO:0050767,GO:0050768,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051094,GO:0051171,GO:0051172,GO:0051173,GO:0051216,GO:0051239,GO:0051240,GO:0051241,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0051960,GO:0051961,GO:0051962,GO:0060255,GO:0060284,GO:0060322,GO:0060429,GO:0060548,GO:0060562,GO:0060850,GO:0061074,GO:0061075,GO:0061448,GO:0061458,GO:0065007,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071495,GO:0071559,GO:0071560,GO:0071772,GO:0071773,GO:0080090,GO:0090092,GO:0090101,GO:0090287,GO:0090288,GO:0097154,GO:0097159,GO:0140110,GO:1901214,GO:1901215,GO:1901363,GO:1902679,GO:1902680,GO:1902866,GO:1902868,GO:1902869,GO:1902871,GO:1903506,GO:1903507,GO:1903508,GO:1903844,GO:1903845,GO:1904888,GO:1990837,GO:2000026,GO:2000112,GO:2000113,GO:2001141",NA,"ko:K09314,ko:K18488,ko:K18489","ko04550,map04550",NA,NA,NA,"ko00000,ko00001,ko03000",NA,NA,NA,"Homeobox"
"tr|Q171J8|Q171J8_AEDAE","Q171J8","7159.AAEL007613-PA","0","1884","COG4886@1|root,KOG4641@2759|Eukaryota,39Z7Y@33154|Opisthokonta,3BKD5@33208|Metazoa,3CWKH@33213|Bilateria,41VSD@6656|Arthropoda,3SGRE@50557|Insecta,44ZRM@7147|Diptera,45CYY@7148|Nematocera","33208|Metazoa","T","Toll-like Receptor","Tl","GO:0000578,GO:0002164,GO:0002225,GO:0002229,GO:0002239,GO:0002376,GO:0002520,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002786,GO:0002788,GO:0002803,GO:0002804,GO:0002805,GO:0002807,GO:0002808,GO:0002810,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003002,GO:0003674,GO:0004888,GO:0005102,GO:0005121,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005886,GO:0006355,GO:0006357,GO:0006935,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0006963,GO:0006967,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007352,GO:0007389,GO:0007399,GO:0007416,GO:0007507,GO:0007525,GO:0007526,GO:0008037,GO:0008038,GO:0008039,GO:0008063,GO:0008150,GO:0008283,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009790,GO:0009791,GO:0009798,GO:0009880,GO:0009889,GO:0009891,GO:0009893,GO:0009897,GO:0009950,GO:0009953,GO:0009986,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0012505,GO:0015026,GO:0016020,GO:0016043,GO:0016201,GO:0019219,GO:0019222,GO:0019730,GO:0019732,GO:0019899,GO:0019900,GO:0019901,GO:0019904,GO:0019955,GO:0022008,GO:0022607,GO:0023052,GO:0030097,GO:0030154,GO:0030182,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0031410,GO:0031982,GO:0032101,GO:0032103,GO:0032153,GO:0032154,GO:0032155,GO:0032501,GO:0032502,GO:0032991,GO:0034248,GO:0034250,GO:0035007,GO:0035172,GO:0038023,GO:0040011,GO:0042221,GO:0042330,GO:0042742,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043455,GO:0043900,GO:0043902,GO:0044085,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045087,GO:0045088,GO:0045595,GO:0045610,GO:0045893,GO:0045935,GO:0045944,GO:0045995,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048534,GO:0048569,GO:0048583,GO:0048584,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050808,GO:0050830,GO:0050832,GO:0050896,GO:0050919,GO:0051171,GO:0051173,GO:0051239,GO:0051252,GO:0051254,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0060255,GO:0061061,GO:0065007,GO:0070976,GO:0071840,GO:0071944,GO:0072359,GO:0080090,GO:0080134,GO:0097708,GO:0098542,GO:0098552,GO:0098590,GO:1900150,GO:1900424,GO:1900426,GO:1902680,GO:1902875,GO:1903506,GO:1903508,GO:2000026,GO:2000112,GO:2001141",NA,"ko:K18809","ko04624,map04624","M00686",NA,NA,"ko00000,ko00001,ko00002",NA,NA,NA,"LRRNT,LRR_5,LRR_8,TIR"
"tr|Q17IU2|Q17IU2_AEDAE","Q17IU2","7159.AAEL002219-PA","2.53e-201","556","COG5273@1|root,KOG1311@2759|Eukaryota,39UI7@33154|Opisthokonta,3BFYH@33208|Metazoa,3D37Z@33213|Bilateria,41Y50@6656|Arthropoda,3SHF5@50557|Insecta,44XAW@7147|Diptera,45GS4@7148|Nematocera","33208|Metazoa","I","Belongs to the DHHC palmitoyltransferase family",NA,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006464,GO:0006497,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0012505,GO:0016409,GO:0016417,GO:0016740,GO:0016746,GO:0016747,GO:0018345,GO:0019538,GO:0019706,GO:0019707,GO:0034645,GO:0036211,GO:0042157,GO:0042158,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0140096,GO:1901564,GO:1901566,GO:1901576","2.3.1.225","ko:K20029",NA,NA,NA,NA,"ko00000,ko01000,ko04131","9.B.37.2",NA,NA,"DHHC"
