"mRNA","uniprot_id","gene_name","microRNA","energy","targetStart","targetEnd","score"
"ENST00000320776","Q9NUP1","BLOC1S4","hsa-miR-548ba",-15.01,388,434,0.992829205690873
"ENST00000347644","O43868","SLC28A2","hsa-miR-548ba",-15.1,1201,1231,0.992829205690873
"ENST00000371103","Q96JN0","LCOR","hsa-miR-548ba",-15.2,4701,4727,0.992829205690873
"ENST00000373886","Q9H694","BICC1","hsa-miR-548ba",-13.89,1709,1749,0.992829205690873
"ENST00000381854","Q7L3B6","CDC37L1","hsa-miR-548ba",-13.9,846,872,0.992829205690873
"ENST00000394968","Q8NCM2","KCNH5","hsa-miR-548ba",-14.9,79,102,0.992829205690873
"ENST00000396151","P15848","ARSB","hsa-miR-548ba",-13.3,285,307,0.992829205690873
"ENST00000494490","E9PP13","POLR2M","hsa-miR-548ba",-12.56,810,840,0.992829205690873
"ENST00000592173","Q6PI98","INO80C","hsa-miR-548ba",-15,738,767,0.992829205690873
"ENST00000674725",NA,NA,"hsa-miR-548ba",-15.2,4701,4727,0.992829205690873
"ENST00000675552",NA,NA,"hsa-miR-548ba",-13.93,5131,5166,0.992829205690873
"ENST00000322340","Q8TBZ3","WDR20","hsa-miR-548ba",-16.52,1816,1847,0.992775431675153
"ENST00000325192","Q4W4Y0","C14orf28","hsa-let-7b-5p",-20.2,1594,1615,0.992764361624534
"ENST00000369603","O75940","SMNDC1","hsa-let-7b-3p",-14.4,3217,3236,0.992764361624534
"ENST00000417750","F8WE63","LMBR1L","hsa-let-7b-5p",-20.6,1704,1724,0.992764361624534
"ENST00000436900","E9PE89","DAZAP2","hsa-let-7b-3p",-15.7,1460,1479,0.992764361624534
"ENST00000455198","Q2Z197","E2F6","hsa-let-7b-5p",-22.11,1895,1921,0.992764361624534
"ENST00000491939","A0A096LPD9","TXNRD2","hsa-let-7b-3p",-17.4,1073,1090,0.992764361624534
"ENST00000549025","Q7Z6G8","ANKS1B","hsa-let-7b-3p",-17.5,1607,1623,0.992764361624534
"ENST00000550693","Q7Z6G8","ANKS1B","hsa-let-7b-3p",-17.5,1607,1623,0.992764361624534
"ENST00000564008","H3BRY0","TMX3","hsa-let-7b-5p",-20.3,216,236,0.992764361624534
"ENST00000565918","H3BPB3","TMX3","hsa-let-7b-5p",-20.3,197,217,0.992764361624534
"ENST00000616978","A0A087WXD1","SLC9A7","hsa-let-7b-3p",-18.7,6800,6833,0.992764361624534
"ENST00000640225",NA,NA,"hsa-let-7b-5p",-18.6,1039,1071,0.992764361624534
"ENST00000641698",NA,NA,"hsa-let-7b-3p",-17.3,3459,3483,0.992764361624534
"ENST00000647270",NA,NA,"hsa-let-7b-3p",-17.3,3459,3483,0.992764361624534
"ENST00000678388",NA,NA,"hsa-let-7b-5p",-16.1,573,602,0.992764361624534
"ENST00000683280",NA,NA,"hsa-let-7b-3p",-13.4,3183,3210,0.992764361624534
"ENST00000683438",NA,NA,"hsa-let-7b-3p",-17.5,1607,1623,0.992764361624534
"ENST00000366932","Q9Y3B9","RRP15","hsa-miR-548ba",-13.49,1163,1211,0.992734233277207
"ENST00000227157","P00338","LDHA","hsa-let-7b-3p",-15.6,338,360,0.992726998983238
"ENST00000249344","Q9ULQ0","STRIP2","hsa-let-7b-3p",-13,577,594,0.992726998983238
"ENST00000267859","J3KN59","BNIP2","hsa-let-7b-3p",-19.5,723,748,0.992726998983238
"ENST00000299413","Q96DX7","TRIM44","hsa-let-7b-3p",-16.1,6381,6401,0.992726998983238
"ENST00000313368","Q15545","TAF7","hsa-let-7b-3p",-15.8,191,208,0.992726998983238
"ENST00000316851","P13591","NCAM1","hsa-let-7b-3p",-15.1,1109,1130,0.992726998983238
"ENST00000344989","O75494","SRSF10","hsa-let-7b-3p",-14.6,815,835,0.992726998983238
"ENST00000350908","O15409","FOXP2","hsa-let-7b-5p",-18.8,1499,1515,0.992726998983238
"ENST00000352511","Q13705","ACVR2B","hsa-let-7b-3p",-15.9,6360,6380,0.992726998983238
"ENST00000355622","O00206","TLR4","hsa-let-7b-3p",-13.1,5975,5997,0.992726998983238
"ENST00000357258","Q9HC78","ZBTB20","hsa-let-7b-3p",-18.4,15909,15931,0.992726998983238
"ENST00000360332","P45983","MAPK8","hsa-let-7b-3p",-15.3,2497,2513,0.992726998983238
"ENST00000372502","Q5VV52","ZNF691","hsa-let-7b-3p",-12.6,112,131,0.992726998983238
"ENST00000372504","Q5VV50","ZNF691","hsa-let-7b-3p",-12.6,112,131,0.992726998983238
"ENST00000372506","Q5VV52","ZNF691","hsa-let-7b-3p",-12.6,112,131,0.992726998983238
"ENST00000372507","Q5VV52","ZNF691","hsa-let-7b-3p",-12.6,112,131,0.992726998983238
"ENST00000372508","Q5VV52","ZNF691","hsa-let-7b-3p",-12.6,112,131,0.992726998983238
"ENST00000374176","P45983","MAPK8","hsa-let-7b-3p",-15.3,2363,2379,0.992726998983238
"ENST00000374179","P45983","MAPK8","hsa-let-7b-3p",-15.3,2497,2513,0.992726998983238
"ENST00000374182","P45983","MAPK8","hsa-let-7b-3p",-15.3,2497,2513,0.992726998983238
"ENST00000374189","P45983","MAPK8","hsa-let-7b-3p",-15.3,2363,2379,0.992726998983238
"ENST00000379412","P00338","LDHA","hsa-let-7b-3p",-15.6,189,211,0.992726998983238
"ENST00000393491","Q0PRL4","FOXP2","hsa-let-7b-5p",-18.8,1499,1515,0.992726998983238
"ENST00000395611","P45983","MAPK8","hsa-let-7b-3p",-15.3,2363,2379,0.992726998983238
"ENST00000398675","Q4G148","GXYLT1","hsa-let-7b-5p",-19.8,955,980,0.992726998983238
"ENST00000403559","O15409","FOXP2","hsa-let-7b-5p",-18.8,1499,1515,0.992726998983238
"ENST00000408937","O15409","FOXP2","hsa-let-7b-5p",-18.8,1499,1515,0.992726998983238
"ENST00000422447","P00338","LDHA","hsa-let-7b-3p",-15.6,189,211,0.992726998983238
"ENST00000425520","Q96QU4","FRG2B","hsa-let-7b-5p",-16.9,870,898,0.992726998983238
"ENST00000430553","P00338","LDHA","hsa-let-7b-3p",-15.6,189,211,0.992726998983238
"ENST00000436587","Q9NS00","C1GALT1","hsa-let-7b-5p",-17.4,2187,2209,0.992726998983238
"ENST00000443774","A0A0A0MSZ2","FRG2B","hsa-let-7b-5p",-16.9,870,898,0.992726998983238
"ENST00000450460","Q9NTI5","PDS5B","hsa-let-7b-3p",-11.5,440,455,0.992726998983238
"ENST00000453840","O75494","SRSF10","hsa-let-7b-3p",-14.6,815,835,0.992726998983238
"ENST00000492112","O75494","SRSF10","hsa-let-7b-3p",-14.6,4294,4314,0.992726998983238
"ENST00000503035","D6RGW4","WDR41","hsa-let-7b-3p",-12.3,264,281,0.992726998983238
"ENST00000506474","D6RIX6","WDR41","hsa-let-7b-3p",-12.3,245,262,0.992726998983238
"ENST00000513417","D6RA22","WDR41","hsa-let-7b-3p",-12.3,102,119,0.992726998983238
"ENST00000540430","P00338","LDHA","hsa-let-7b-3p",-15.6,189,211,0.992726998983238
"ENST00000607373","Q12982","BNIP2","hsa-let-7b-3p",-19.5,723,748,0.992726998983238
"ENST00000612191","J3KN59","BNIP2","hsa-let-7b-3p",-19.5,723,748,0.992726998983238
"ENST00000615112","A0A087WX77","NCAM1","hsa-let-7b-3p",-15.1,1109,1130,0.992726998983238
"ENST00000615285","A0A087WV75","NCAM1","hsa-let-7b-3p",-15.1,1109,1130,0.992726998983238
"ENST00000618266","A0A087WTF6","NCAM1","hsa-let-7b-3p",-15.1,1109,1130,0.992726998983238
"ENST00000629452","Q64ET8","FRG2","hsa-let-7b-5p",-16.9,876,904,0.992726998983238
"ENST00000630961","Q5VV50","ZNF691","hsa-let-7b-3p",-12.6,112,131,0.992726998983238
"ENST00000636748",NA,"ARID1B","hsa-let-7b-3p",-17.51,1507,1538,0.992726998983238
"ENST00000650888",NA,NA,"hsa-let-7b-5p",-14.4,1213,1237,0.992726998983238
"ENST00000651192",NA,NA,"hsa-let-7b-3p",-12.6,112,131,0.992726998983238
"ENST00000651455",NA,NA,"hsa-let-7b-5p",-14.4,915,939,0.992726998983238
"ENST00000672078",NA,NA,"hsa-let-7b-3p",-15.6,338,360,0.992726998983238
"ENST00000672405",NA,NA,"hsa-let-7b-3p",-15.6,189,211,0.992726998983238
"ENST00000672996",NA,NA,"hsa-let-7b-3p",-15.6,189,211,0.992726998983238
"ENST00000673007",NA,NA,"hsa-let-7b-3p",-15.6,189,211,0.992726998983238
"ENST00000673204",NA,NA,"hsa-let-7b-3p",-15.6,189,211,0.992726998983238
"ENST00000675478",NA,NA,"hsa-let-7b-3p",-18.4,15909,15931,0.992726998983238
"ENST00000680673",NA,NA,"hsa-let-7b-3p",-13.8,3710,3732,0.992726998983238
"ENST00000681152",NA,NA,"hsa-let-7b-3p",-18.1,497,517,0.992726998983238
"ENST00000681303",NA,NA,"hsa-let-7b-3p",-18.1,497,517,0.992726998983238
"ENST00000587459","K7EN84","RP11-318A15.7","hsa-miR-548ba",-13.8,25,60,0.992710193827074
"ENST00000425443","H0Y5N9","COL12A1","hsa-let-7b-3p",-17.8,651,676,0.992684739870122
"ENST00000561013","Q8IX15","HOMEZ","hsa-let-7b-5p",-19.4,1229,1251,0.992684739870122
"ENST00000581486","Q13772","NCOA4","hsa-let-7b-5p",-18.6,1136,1161,0.992684739870122
"ENST00000585132","Q13772","NCOA4","hsa-let-7b-5p",-18.6,1136,1161,0.992684739870122
"ENST00000282641","Q9NQ94","A1CF","hsa-let-7b-5p",-19.49,4889,4934,0.992675443215107
"ENST00000321250","O95214","LEPROTL1","hsa-let-7b-5p",-16.4,536,558,0.992675443215107
"ENST00000353533","P45985","MAP2K4","hsa-let-7b-5p",-18.5,1756,1802,0.992675443215107
"ENST00000373997","Q9NQ94","A1CF","hsa-let-7b-5p",-19.49,4889,4934,0.992675443215107
"ENST00000374001","Q9NQ94","A1CF","hsa-let-7b-5p",-19.49,4889,4934,0.992675443215107
"ENST00000393085","P58546","MTPN","hsa-let-7b-5p",-16.02,1389,1416,0.992675443215107
"ENST00000395489","F8W9F8","A1CF","hsa-let-7b-5p",-19.49,4889,4934,0.992675443215107
"ENST00000395495","Q9NQ94","A1CF","hsa-let-7b-5p",-19.49,4889,4934,0.992675443215107
"ENST00000415385","P45985","MAP2K4","hsa-let-7b-5p",-18.5,1756,1802,0.992675443215107
"ENST00000650149",NA,NA,"hsa-let-7b-5p",-16.4,722,744,0.992675443215107
"ENST00000492590","P49789","FHIT","hsa-miR-548ba",-9.5,2241,2263,0.992661801954766
"ENST00000574581","I3L2C2","GLOD4","hsa-miR-548ba",-10.86,471,507,0.992661801954766
"ENST00000296782","Q6R327","RICTOR","hsa-let-7b-5p",-16.4,1957,1977,0.992654062856991
"ENST00000617784","O76036","NCR1","hsa-let-7b-3p",-15.61,368,395,0.992654062856991
"ENST00000282223","A0A0A0MQX7","SPOCK1","hsa-miR-548ba",-15.2,2508,2531,0.992639776826278
"ENST00000394945","Q08629","SPOCK1","hsa-miR-548ba",-15.2,2508,2531,0.992639776826278
"ENST00000296522","P15428","HPGD","hsa-let-7b-3p",-15.41,523,583,0.992638029196155
"ENST00000322716","Q7L775","EPM2AIP1","hsa-let-7b-3p",-16.44,1443,1487,0.992638029196155
"ENST00000541923","P15428","HPGD","hsa-let-7b-3p",-15.41,523,583,0.992638029196155
"ENST00000542498","P15428","HPGD","hsa-let-7b-3p",-15.41,651,711,0.992638029196155
"ENST00000392668","P14921","ETS1","hsa-let-7b-5p",-19.1,3178,3200,0.992636096151243
"ENST00000535549","P14921","ETS1","hsa-let-7b-5p",-19.1,3178,3200,0.992636096151243
"ENST00000316606","A0A087X2F1","ZSCAN26","hsa-let-7b-5p",-16.65,78,130,0.992629946856118
"ENST00000381655","Q9NTI2","ATP8A2","hsa-let-7b-3p",-12.01,436,498,0.992629946856118
"ENST00000415273","P61962","DCAF7","hsa-let-7b-5p",-17.25,17,50,0.992629946856118
"ENST00000421553","A0A024RCN4","ZSCAN26","hsa-let-7b-5p",-16.65,78,130,0.992629946856118
"ENST00000522208","E5RI87","RNF130","hsa-let-7b-5p",-19.61,1172,1219,0.992629946856118
"ENST00000614088","A0A087X2F1","ZSCAN26","hsa-let-7b-5p",-16.65,78,130,0.992629946856118
"ENST00000619937","A0A024RCN4","ZSCAN26","hsa-let-7b-5p",-16.65,78,130,0.992629946856118
"ENST00000641045",NA,NA,"hsa-let-7b-5p",-16.38,1008,1056,0.992629946856118
"ENST00000682472",NA,NA,"hsa-let-7b-3p",-12.01,436,498,0.992629946856118
"ENST00000684424",NA,NA,"hsa-let-7b-3p",-12.01,436,498,0.992629946856118
"ENST00000366607","Q15388","TOMM20","hsa-let-7b-5p",-14.8,2670,2688,0.992613917896158
"ENST00000558207","Q6PID9","ACAN","hsa-let-7b-5p",-21.7,1556,1578,0.992613917896158
"ENST00000310442","Q6UX98","ZDHHC24","hsa-miR-548ba",-17.9,3491,3521,0.992607199240188
"ENST00000358127","Q02548","PAX5","hsa-miR-548ba",-13.5,6715,6740,0.992607199240188
"ENST00000377852","Q02548","PAX5","hsa-miR-548ba",-13.5,6715,6740,0.992607199240188
"ENST00000378106","Q5TEU4","NDUFAF5","hsa-miR-548ba",-11.9,3738,3768,0.992607199240188
"ENST00000381055","Q9UKP5","ADAMTS6","hsa-miR-548ba",-13.31,2818,2843,0.992607199240188
"ENST00000393006","Q9C0J8","WDR33","hsa-miR-548ba",-9.4,2439,2465,0.992607199240188
"ENST00000473539","P41217","CD200","hsa-miR-548ba",-12.6,472,496,0.992607199240188
"ENST00000482560","F8WAU9","KMT2E","hsa-miR-548ba",-15.6,968,992,0.992607199240188
"ENST00000523241","E7EQT0","PAX5","hsa-miR-548ba",-13.5,6684,6709,0.992607199240188
"ENST00000651550",NA,NA,"hsa-miR-548ba",-13.5,6715,6740,0.992607199240188
"ENST00000667857",NA,NA,"hsa-miR-548ba",-15.6,668,692,0.992607199240188
"ENST00000276571","P06850","CRH","hsa-let-7b-3p",-19.2,441,459,0.992603505944825
"ENST00000380618","Q9Y2C3","B3GALT5","hsa-let-7b-3p",-16.3,1202,1215,0.992603505944825
"ENST00000622346","A0A087WVE9","ARNT2","hsa-let-7b-3p",-14.2,592,605,0.992603505944825
"ENST00000261441","Q5VWQ0","RSBN1","hsa-let-7b-3p",-12.6,1488,1505,0.99256531891393
"ENST00000354371","Q99627","COPS8","hsa-let-7b-3p",-13.2,1043,1062,0.99256531891393
"ENST00000355371","A0MZ66","SHTN1","hsa-let-7b-3p",-14.7,2718,2735,0.99256531891393
"ENST00000418842","P01275","GCG","hsa-let-7b-3p",-12.6,136,149,0.99256531891393
"ENST00000505719","H0Y9W2","MRPS18C","hsa-let-7b-3p",-15.3,114,131,0.99256531891393
"ENST00000507019","D6RCM2","MRPS18C","hsa-let-7b-3p",-15.3,34,51,0.99256531891393
"ENST00000612242","Q5VWQ0","RSBN1","hsa-let-7b-3p",-12.6,1488,1505,0.99256531891393
"ENST00000615301","A0MZ66","SHTN1","hsa-let-7b-3p",-14.7,2929,2946,0.99256531891393
"ENST00000295754","P37173","TGFBR2","hsa-let-7b-5p",-15.5,2499,2519,0.992543883933841
"ENST00000359013","P37173","TGFBR2","hsa-let-7b-5p",-15.5,2499,2519,0.992543883933841
"ENST00000431118","F2Z3K6","CYP20A1","hsa-let-7b-5p",-20.14,2373,2400,0.992543883933841
"ENST00000262198","Q6IQ32","ADNP2","hsa-miR-548ba",-10.8,796,817,0.99254149749304
"ENST00000325455","P06401","PGR","hsa-miR-548ba",-11.5,2456,2479,0.99254149749304
"ENST00000360258","Q8IUF8","MINA","hsa-miR-548ba",-11.3,407,425,0.99254149749304
"ENST00000370651","Q93096","PTP4A1","hsa-miR-548ba",-15.1,2495,2519,0.99254149749304
"ENST00000394670","O43670","ZNF207","hsa-miR-548ba",-10.9,8807,8825,0.99254149749304
"ENST00000577908","J3QRS9","ZNF207","hsa-miR-548ba",-10.9,694,712,0.99254149749304
"ENST00000626021","Q93096","PTP4A1","hsa-miR-548ba",-15.1,1624,1648,0.99254149749304
"ENST00000648894",NA,NA,"hsa-miR-548ba",-15.1,1624,1648,0.99254149749304
"ENST00000673199",NA,NA,"hsa-miR-548ba",-15.1,1624,1648,0.99254149749304
"ENST00000673217",NA,NA,"hsa-miR-548ba",-15.1,2548,2572,0.99254149749304
"ENST00000515576","D6RAP7","NAA15","hsa-let-7b-5p",-16.45,214,267,0.992531102042669
"ENST00000433976","A0A0A0MSW5","ZNF778","hsa-let-7b-3p",-13.4,397,417,0.992526611348654
"ENST00000620195","Q96MU6","ZNF778","hsa-let-7b-3p",-13.4,397,417,0.992526611348654
"ENST00000229922","P40123","CAP2","hsa-miR-548ba",-10.3,180,201,0.992517893419896
"ENST00000262094","O00194","RAB27B","hsa-miR-548ba",-11.7,3090,3114,0.992517893419896
"ENST00000274140","O60337","MARCH6","hsa-miR-548ba",-14.3,4105,4121,0.992517893419896
"ENST00000280098","Q6IQ16","SPOPL","hsa-miR-548ba",-9,1127,1141,0.992517893419896
"ENST00000311151","Q16555","DPYSL2","hsa-miR-548ba",-12,1787,1801,0.992517893419896
"ENST00000325301","Q9NQG6","MIEF1","hsa-let-7b-5p",-15.5,1493,1506,0.992517893419896
"ENST00000330909","Q96QZ7","MAGI1","hsa-let-7b-5p",-16.4,1854,1867,0.992517893419896
"ENST00000342494","Q7Z3V4","UBE3B","hsa-miR-548ba",-10.8,1077,1096,0.992517893419896
"ENST00000342995","Q86X51","CXorf67","hsa-miR-548ba",-10.6,210,226,0.992517893419896
"ENST00000354300","Q8NI37","PPTC7","hsa-miR-548ba",-11.6,2241,2255,0.992517893419896
"ENST00000359933","Q96BY7","ATG2B","hsa-miR-548ba",-9.2,2707,2718,0.992517893419896
"ENST00000378990","E9PDI2","CAP2","hsa-miR-548ba",-10.3,180,201,0.992517893419896
"ENST00000381840","Q08830","FGL1","hsa-miR-548ba",-11.3,123,135,0.992517893419896
"ENST00000381841","Q08830","FGL1","hsa-miR-548ba",-11.3,123,135,0.992517893419896
"ENST00000398054","Q08830","FGL1","hsa-miR-548ba",-11.3,123,135,0.992517893419896
"ENST00000398056","Q08830","FGL1","hsa-miR-548ba",-11.3,123,135,0.992517893419896
"ENST00000427924","Q08830","FGL1","hsa-miR-548ba",-11.3,123,135,0.992517893419896
"ENST00000434735","Q7Z3V4","UBE3B","hsa-miR-548ba",-10.8,1077,1096,0.992517893419896
"ENST00000496144","Q7Z7G8","VPS13B","hsa-miR-548ba",-11.4,406,420,0.992517893419896
"ENST00000513840",NA,"ZNF827","hsa-miR-548ba",-13.8,1768,1781,0.992517893419896
"ENST00000521913","Q16555","DPYSL2","hsa-miR-548ba",-12,1787,1801,0.992517893419896
"ENST00000522444","Q08830","FGL1","hsa-miR-548ba",-11.3,123,135,0.992517893419896
"ENST00000530460",NA,"RP11-111M22.2","hsa-let-7b-5p",-22.2,283,308,0.992517893419896
"ENST00000549258","F8VUY8","SLC38A2","hsa-miR-548ba",-9.2,1718,1731,0.992517893419896
"ENST00000551374","F8VQW8","SLC38A2","hsa-miR-548ba",-9.2,580,593,0.992517893419896
"ENST00000588760","K7EJP3","ZNF599","hsa-miR-548ba",-11.6,140,160,0.992517893419896
"ENST00000591728","K7EQC4","ATP8B1","hsa-miR-548ba",-13.6,24,37,0.992517893419896
"ENST00000608990",NA,"C20orf203","hsa-miR-548ba",-12,2310,2324,0.992517893419896
"ENST00000611645","A0A087WXD2","MAGI1","hsa-let-7b-5p",-16.4,1854,1867,0.992517893419896
"ENST00000621418","A0A087WT53","MAGI1","hsa-let-7b-5p",-16.4,1156,1169,0.992517893419896
"ENST00000634774","Q96QZ7","MAGI1","hsa-let-7b-5p",-16.4,1854,1867,0.992517893419896
"ENST00000635039","A0A087WXD2","MAGI1","hsa-let-7b-5p",-16.4,1854,1867,0.992517893419896
"ENST00000635672","A0A087WT53","MAGI1","hsa-let-7b-5p",-16.4,1156,1169,0.992517893419896
"ENST00000640961",NA,NA,"hsa-miR-548ba",-10.1,2462,2478,0.992517893419896
"ENST00000641139",NA,NA,"hsa-miR-548ba",-11.3,499,516,0.992517893419896
"ENST00000642484",NA,NA,"hsa-miR-548ba",-12,850,864,0.992517893419896
"ENST00000642630",NA,NA,"hsa-miR-548ba",-12,2652,2666,0.992517893419896
"ENST00000645058",NA,NA,"hsa-miR-548ba",-12,1239,1253,0.992517893419896
"ENST00000646357",NA,NA,"hsa-miR-548ba",-12,718,732,0.992517893419896
"ENST00000652732",NA,NA,"hsa-miR-548ba",-10.1,4153,4167,0.992517893419896
"ENST00000680025",NA,NA,"hsa-miR-548ba",-14.3,972,999,0.992517893419896
"ENST00000681711",NA,NA,"hsa-miR-548ba",-14.3,972,999,0.992517893419896
"ENST00000618691","P55209","NAP1L1","hsa-let-7b-5p",-21.6,1187,1208,0.992478676541682
"ENST00000358604","F8WFD0","CBWD2","hsa-miR-548ba",-14.12,617,665,0.992478143586583
"ENST00000377389","F2Z3P0","CBWD5","hsa-miR-548ba",-14.12,617,665,0.992478143586583
"ENST00000422748","Q05682","CALD1","hsa-miR-548ba",-15.61,157,202,0.992478143586583
"ENST00000424922","Q05682","CALD1","hsa-miR-548ba",-15.61,157,202,0.992478143586583
"ENST00000433343","F8WEG4","CBWD2","hsa-miR-548ba",-14.12,241,289,0.992478143586583
"ENST00000456188","F8WEU0","CBWD2","hsa-miR-548ba",-14.12,292,340,0.992478143586583
"ENST00000476161","Q6NVZ8","CBWD5","hsa-miR-548ba",-14.12,241,289,0.992478143586583
"ENST00000486221","E7EUZ7","CBWD5","hsa-miR-548ba",-14.12,292,340,0.992478143586583
"ENST00000495522","E7EX44","CALD1","hsa-miR-548ba",-15.61,157,202,0.992478143586583
"ENST00000497250","Q6NVZ8","CBWD5","hsa-miR-548ba",-14.12,241,289,0.992478143586583
"ENST00000612050","A0A087WYD2","CBWD3","hsa-miR-548ba",-14.12,292,340,0.992478143586583
"ENST00000615061","F2Z3P0","CBWD3","hsa-miR-548ba",-14.12,617,665,0.992478143586583
"ENST00000616944","A0A087WZQ3","CBWD1","hsa-miR-548ba",-14.12,241,289,0.992478143586583
"ENST00000621474","A0A0B4J2E3","CBWD3","hsa-miR-548ba",-14.12,241,289,0.992478143586583
"ENST00000647374",NA,NA,"hsa-miR-548ba",-12,1123,1146,0.992453512623828
"ENST00000396418","P61925","PKIA","hsa-let-7b-3p",-17.2,3242,3264,0.992444940644628
"ENST00000284259","G3V147","TBCEL","hsa-let-7b-3p",-11.61,1559,1595,0.992426668686493
"ENST00000342788","Q15303","ERBB4","hsa-let-7b-3p",-15.66,4762,4796,0.992426668686493
"ENST00000402597","A0A0A0MSE1","ERBB4","hsa-let-7b-3p",-15.66,4762,4796,0.992426668686493
"ENST00000422003","Q5QJ74","TBCEL","hsa-let-7b-3p",-11.61,720,756,0.992426668686493
"ENST00000436443","Q15303","ERBB4","hsa-let-7b-3p",-15.66,4762,4796,0.992426668686493
"ENST00000531148","B3KNB6","TBCEL","hsa-let-7b-3p",-11.61,1250,1286,0.992426668686493
"ENST00000619757","Q14526","HIC1","hsa-let-7b-3p",-12.47,728,768,0.992426668686493
"ENST00000683345",NA,NA,"hsa-let-7b-3p",-11.61,720,756,0.992426668686493
"ENST00000361565","Q96P70","IPO9","hsa-let-7b-5p",-14.9,6743,6765,0.992419325202904
"ENST00000319836","Q5T0T0","MARCH8","hsa-miR-548ba",-14.7,700,719,0.992419312576309
"ENST00000326441","Q9GZU2","PEG3","hsa-miR-548ba",-15.3,913,936,0.992419312576309
"ENST00000335625","P31644","GABRA5","hsa-miR-548ba",-10.7,476,496,0.992419312576309
"ENST00000341948","Q9Y5F0","PCDHB13","hsa-miR-548ba",-17.4,1153,1173,0.992419312576309
"ENST00000343882","O43524","FOXO3","hsa-miR-548ba",-13.5,1346,1369,0.992419312576309
"ENST00000347077","Q86UE3","ZNF546","hsa-miR-548ba",-13,1294,1316,0.992419312576309
"ENST00000377524","Q92783","STAM","hsa-miR-548ba",-10.5,836,859,0.992419312576309
"ENST00000378551","O75688","PPM1B","hsa-miR-548ba",-12.8,753,773,0.992419312576309
"ENST00000378614","P49903","SEPHS1","hsa-miR-548ba",-12,150,166,0.992419312576309
"ENST00000395386","A8MW92","PHF20L1","hsa-miR-548ba",-13.5,1664,1683,0.992419312576309
"ENST00000395390","F8W9L8","PHF20L1","hsa-miR-548ba",-13.5,1664,1683,0.992419312576309
"ENST00000395675",NA,"FOXO3B","hsa-miR-548ba",-13.5,2746,2769,0.992419312576309
"ENST00000400081","P31644","GABRA5","hsa-miR-548ba",-10.7,476,496,0.992419312576309
"ENST00000406360","O43524","FOXO3","hsa-miR-548ba",-13.5,1346,1369,0.992419312576309
"ENST00000414468","Q5CZA5","ZNF805","hsa-miR-548ba",-12.7,1406,1428,0.992419312576309
"ENST00000425382","A1L3X0","ELOVL7","hsa-miR-548ba",-10.8,1563,1579,0.992419312576309
"ENST00000453424","Q5T0T0","MARCH8","hsa-miR-548ba",-14.7,700,719,0.992419312576309
"ENST00000477432","Q6PJ89","YME1L1","hsa-miR-548ba",-15.1,952,971,0.992419312576309
"ENST00000505959","D6RHD0","ELOVL7","hsa-miR-548ba",-10.8,1563,1579,0.992419312576309
"ENST00000508821","A1L3X0","ELOVL7","hsa-miR-548ba",-10.8,1563,1579,0.992419312576309
"ENST00000530758","Q8WUW1","BRK1","hsa-miR-548ba",-11.7,350,369,0.992419312576309
"ENST00000626389","Q86UE3","ZNF546","hsa-miR-548ba",-13,1294,1316,0.992419312576309
"ENST00000648694",NA,NA,"hsa-miR-548ba",-15.3,913,936,0.992419312576309
"ENST00000649233",NA,NA,"hsa-miR-548ba",-15.3,913,936,0.992419312576309
"ENST00000649428",NA,NA,"hsa-miR-548ba",-15.3,913,936,0.992419312576309
"ENST00000649680",NA,NA,"hsa-miR-548ba",-15.3,913,936,0.992419312576309
"ENST00000649876",NA,NA,"hsa-miR-548ba",-15.3,913,936,0.992419312576309
"ENST00000650102",NA,NA,"hsa-miR-548ba",-15.3,913,936,0.992419312576309
"ENST00000650632",NA,NA,"hsa-miR-548ba",-15.3,913,936,0.992419312576309
"ENST00000259253","Q9NYU2","UGGT1","hsa-let-7b-5p",-18.82,5764,5799,0.992419059795707
"ENST00000260356","P07996","THBS1","hsa-miR-548ba",-16.3,3898,3919,0.992419059795707
"ENST00000261708","Q9NYH9","UTP6","hsa-miR-548ba",-13,2408,2430,0.992419059795707
"ENST00000315939","Q9H4A3","WNK1","hsa-miR-548ba",-15.49,2573,2609,0.992419059795707
"ENST00000340908","Q9H4A3","WNK1","hsa-miR-548ba",-15.49,2573,2609,0.992419059795707
"ENST00000530271","Q9H4A3","WNK1","hsa-miR-548ba",-15.49,2573,2609,0.992419059795707
"ENST00000537687","Q9H4A3","WNK1","hsa-miR-548ba",-15.49,2573,2609,0.992419059795707
"ENST00000636559",NA,"SMARCA2","hsa-miR-548ba",-11.79,5776,5809,0.992419059795707
"ENST00000637806",NA,"SMARCA2","hsa-miR-548ba",-11.79,5776,5809,0.992419059795707
"ENST00000675631",NA,NA,"hsa-miR-548ba",-15.49,2573,2609,0.992419059795707
"ENST00000286523","Q6PJG2","ELMSAN1","hsa-let-7b-5p",-19.8,3491,3515,0.992410891404937
"ENST00000394071","Q6PJG2","ELMSAN1","hsa-let-7b-5p",-19.8,3491,3515,0.992410891404937
"ENST00000428675","Q15111","PLCL1","hsa-let-7b-5p",-14,2169,2196,0.992406676053673
"ENST00000437704","A0A0A0MT40","PLCL1","hsa-let-7b-5p",-14,2169,2196,0.992406676053673
"ENST00000228825","O15145","ARPC3","hsa-miR-548ba",-15.9,48,76,0.992406594874159
"ENST00000393655","Q92481","TFAP2B","hsa-miR-548ba",-13.1,2972,3000,0.992406594874159
