transcript	miRNAs	numberMiRNAs
ENST00000621348.4	hsa-let-7b-3p	1
ENST00000665764.1	hsa-let-7b-5p	1
ENST00000342983.6	hsa-let-7b-3p	1
ENST00000372733.3	hsa-miR-548ba	1
ENST00000678466.1	hsa-let-7b-3p	1
ENST00000412756.6	hsa-let-7b-5p	1
ENST00000537702.5	hsa-let-7b-3p	1
ENST00000374754.8	hsa-miR-548ba	1
ENST00000425534.8	hsa-let-7b-5p	1
ENST00000360566.6	hsa-let-7b-5p	1
ENST00000611278.4	hsa-miR-548ba	1
ENST00000677849.1	hsa-miR-548ba	1
ENST00000626153.2	hsa-miR-548ba	1
ENST00000394510.6	hsa-miR-548ba	1
ENST00000517492.5	hsa-miR-548ba	1
ENST00000477393.1	hsa-let-7b-5p	1
ENST00000555209.5	hsa-miR-548ba	1
ENST00000293760.10	hsa-miR-548ba	1
ENST00000680331.1	hsa-miR-548ba	1
ENST00000369442.3	hsa-let-7b-3p	1
ENST00000372226.1	hsa-miR-548ba	1
ENST00000581734.5	hsa-let-7b-3p	1
ENST00000434457.7	hsa-miR-548ba	1
ENST00000675298.1	hsa-miR-548ba	1
ENST00000393870.3	hsa-miR-548ba	1
ENST00000237163.9	hsa-let-7b-3p	1
ENST00000682352.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000677395.1	hsa-let-7b-3p	1
ENST00000296530.12	hsa-miR-548ba	1
ENST00000395891.7	hsa-miR-548ba	1
ENST00000684373.1	hsa-miR-548ba	1
ENST00000681659.1	hsa-let-7b-5p	1
ENST00000618897.4	hsa-miR-548ba	1
ENST00000473684.5	hsa-let-7b-5p	1
ENST00000334025.3	hsa-miR-548ba	1
ENST00000293362.7	hsa-miR-548ba	1
ENST00000645986.2	hsa-miR-548ba	1
ENST00000538576.5	hsa-miR-548ba	1
ENST00000496101.5	hsa-let-7b-3p	1
ENST00000393287.9	hsa-miR-548ba	1
ENST00000618542.4	hsa-let-7b-5p	1
ENST00000613784.1	hsa-miR-548ba	1
ENST00000381196.9	hsa-let-7b-5p	1
ENST00000646172.1	hsa-miR-548ba	1
ENST00000542893.2	hsa-let-7b-3p	1
ENST00000372711.2	hsa-let-7b-3p	1
ENST00000263181.7	hsa-miR-548ba	1
ENST00000369851.7	hsa-miR-548ba	1
ENST00000431010.3	hsa-miR-548ba	1
ENST00000394767.3	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000327532.7	hsa-let-7b-5p	1
ENST00000584804.1	hsa-miR-548ba	1
ENST00000360468.7	hsa-let-7b-5p	1
ENST00000355086.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000679924.1	hsa-let-7b-5p	1
ENST00000230053.11	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000682685.1	hsa-miR-548ba	1
ENST00000379391.7	hsa-miR-548ba	1
ENST00000419938.5	hsa-miR-548ba	1
ENST00000586825.1	hsa-miR-548ba	1
ENST00000574734.5	hsa-let-7b-5p	1
ENST00000547645.1	hsa-let-7b-3p	1
ENST00000467324.5	hsa-let-7b-3p	1
ENST00000412227.6	hsa-let-7b-3p	1
ENST00000652580.1	hsa-let-7b-3p	1
ENST00000484197.5	hsa-let-7b-3p	1
ENST00000641846.1	hsa-let-7b-3p	1
ENST00000545170.5	hsa-miR-548ba	1
ENST00000254037.6	hsa-let-7b-3p	1
ENST00000307897.10	hsa-let-7b-3p	1
ENST00000320816.11	hsa-miR-548ba	1
ENST00000649242.1	hsa-miR-548ba	1
ENST00000676756.1	hsa-let-7b-3p	1
ENST00000360817.10	hsa-miR-548ba	1
ENST00000513761.6	hsa-miR-548ba	1
ENST00000425845.5	hsa-let-7b-3p	1
ENST00000671567.1	hsa-let-7b-5p	1
ENST00000264128.13	hsa-let-7b-5p	1
ENST00000258301.6	hsa-miR-548ba	1
ENST00000615806.4	hsa-let-7b-3p	1
ENST00000681206.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000626464.2	hsa-miR-548ba	1
ENST00000301085.8	hsa-miR-548ba	1
ENST00000683280.1	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000675685.1	hsa-let-7b-3p	1
ENST00000647630.1	hsa-let-7b-3p	1
ENST00000399503.4	hsa-miR-548ba	1
ENST00000521198.7	hsa-miR-548ba	1
ENST00000344884.4	hsa-miR-548ba	1
ENST00000570495.5	hsa-let-7b-5p	1
ENST00000375099.4	hsa-let-7b-5p	1
ENST00000548240.1	hsa-miR-548ba	1
ENST00000284674.2	hsa-let-7b-5p	1
ENST00000679826.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000435030.6	hsa-let-7b-3p	1
ENST00000615352.4	hsa-miR-548ba	1
ENST00000361926.8	hsa-let-7b-5p	1
ENST00000367225.6	hsa-let-7b-5p	1
ENST00000357085.5	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000288815.5	hsa-miR-548ba	1
ENST00000640268.1	hsa-let-7b-3p	1
ENST00000392194.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000372106.6	hsa-let-7b-5p	1
ENST00000620157.4	hsa-let-7b-3p	1
ENST00000666617.1	hsa-let-7b-5p	1
ENST00000376300.7	hsa-let-7b-3p	1
ENST00000614659.1	hsa-let-7b-5p	1
ENST00000624776.3	hsa-let-7b-3p	1
ENST00000297814.7	hsa-let-7b-5p	1
ENST00000373563.9	hsa-let-7b-3p	1
ENST00000395771.7	hsa-miR-548ba	1
ENST00000681615.1	hsa-let-7b-3p	1
ENST00000370849.7	hsa-miR-548ba	1
ENST00000335877.11	hsa-miR-548ba	1
ENST00000673997.1	hsa-miR-548ba	1
ENST00000681539.1	hsa-miR-548ba	1
ENST00000268148.13	hsa-let-7b-3p	1
ENST00000416247.4	hsa-let-7b-3p	1
ENST00000361396.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000272438.9	hsa-miR-548ba	1
ENST00000525748.6	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000547956.1	hsa-miR-548ba	1
ENST00000623280.3	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000311180.9	hsa-let-7b-5p	1
ENST00000311127.9	hsa-miR-548ba	1
ENST00000617782.4	hsa-let-7b-3p	1
ENST00000299381.5	hsa-let-7b-3p	1
ENST00000336838.10	hsa-miR-548ba	1
ENST00000680468.1	hsa-miR-548ba	1
ENST00000281938.7	hsa-let-7b-3p	1
ENST00000396668.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000439428.5	hsa-miR-548ba	1
ENST00000547525.6	hsa-let-7b-3p	1
ENST00000373896.8	hsa-let-7b-5p	1
ENST00000312584.4	hsa-miR-548ba	1
ENST00000684586.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000358691.10	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000600449.8	hsa-let-7b-3p	1
ENST00000641802.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000456523.3	hsa-let-7b-3p	1
ENST00000412107.5	hsa-miR-548ba	1
ENST00000483536.6	hsa-let-7b-5p	1
ENST00000636769.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000537030.3	hsa-let-7b-3p	1
ENST00000369443.10	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000366487.4	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000529359.5	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000262940.12	hsa-let-7b-5p	1
ENST00000664120.1	hsa-miR-548ba	1
ENST00000681494.1	hsa-miR-548ba	1
ENST00000426342.7	hsa-let-7b-3p	1
ENST00000684079.1	hsa-miR-548ba	1
ENST00000338502.8	hsa-let-7b-5p	1
ENST00000370751.10	hsa-let-7b-5p	1
ENST00000674108.1	hsa-let-7b-3p	1
ENST00000647865.1	hsa-let-7b-5p	1
ENST00000523629.5	hsa-let-7b-5p	1
ENST00000621161.5	hsa-let-7b-5p	1
ENST00000373034.8	hsa-let-7b-5p	1
ENST00000381130.3	hsa-let-7b-3p	1
ENST00000367612.7	hsa-miR-548ba	1
ENST00000394701.6	hsa-let-7b-3p	1
ENST00000389744.8	hsa-let-7b-3p	1
ENST00000266971.8	hsa-let-7b-5p	1
ENST00000432680.7	hsa-miR-548ba	1
ENST00000681063.1	hsa-miR-548ba	1
ENST00000528288.5	hsa-miR-548ba	1
ENST00000434724.7	hsa-let-7b-5p	1
ENST00000481924.2	hsa-miR-548ba	1
ENST00000481848.6	hsa-miR-548ba	1
ENST00000480013.6	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000674948.1	hsa-let-7b-5p	1
ENST00000542320.5	hsa-miR-548ba	1
ENST00000373950.6	hsa-let-7b-3p	1
ENST00000325110.11	hsa-miR-548ba	1
ENST00000419773.5	hsa-let-7b-3p	1
ENST00000379484.10	hsa-let-7b-3p	1
ENST00000310389.6	hsa-let-7b-3p	1
ENST00000514591.5	hsa-let-7b-3p	1
ENST00000429412.1	hsa-miR-548ba	1
ENST00000393630.8	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000639408.1	hsa-let-7b-3p	1
ENST00000371068.11	hsa-miR-548ba	1
ENST00000268485.8	hsa-miR-548ba	1
ENST00000374007.5	hsa-let-7b-5p	1
ENST00000644266.2	hsa-let-7b-5p	1
ENST00000260505.13	hsa-miR-548ba	1
ENST00000223528.6	hsa-let-7b-5p	1
ENST00000331200.8	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000621517.1	hsa-let-7b-5p	1
ENST00000250617.7	hsa-miR-548ba	1
ENST00000373367.8	hsa-let-7b-5p	1
ENST00000621494.1	hsa-miR-548ba	1
ENST00000680931.1	hsa-let-7b-5p	1
ENST00000443694.5	hsa-miR-548ba	1
ENST00000560667.5	hsa-miR-548ba	1
ENST00000296978.4	hsa-let-7b-3p	1
ENST00000393047.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000374847.5	hsa-miR-548ba	1
ENST00000308077.9	hsa-miR-548ba	1
ENST00000306764.11	hsa-miR-548ba	1
ENST00000676107.1	hsa-let-7b-3p	1
ENST00000525681.6	hsa-let-7b-5p	1
ENST00000430485.5	hsa-let-7b-3p	1
ENST00000621063.1	hsa-miR-548ba	1
ENST00000278888.8	hsa-let-7b-3p	1
ENST00000432605.3	hsa-miR-548ba	1
ENST00000230538.12	hsa-miR-548ba	1
ENST00000360304.8	hsa-let-7b-3p	1
ENST00000260227.5	hsa-let-7b-3p	1
ENST00000396700.5	hsa-let-7b-3p	1
ENST00000369535.5	hsa-let-7b-5p	1
ENST00000240093.8	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000251643.5	hsa-miR-548ba	1
ENST00000368918.8	hsa-let-7b-5p	1
ENST00000379151.9	hsa-miR-548ba	1
ENST00000540125.1	hsa-miR-548ba	1
ENST00000681904.1	hsa-miR-548ba	1
ENST00000496549.5	hsa-miR-548ba	1
ENST00000331457.9	hsa-miR-548ba	1
ENST00000642223.1	hsa-miR-548ba	1
ENST00000637266.2	hsa-let-7b-3p	1
ENST00000394073.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000531611.5	hsa-miR-548ba	1
ENST00000231526.8	hsa-miR-548ba	1
ENST00000287957.5	hsa-let-7b-3p	1
ENST00000546689.1	hsa-miR-548ba	1
ENST00000225603.9	hsa-miR-548ba	1
ENST00000379938.7	hsa-miR-548ba	1
ENST00000334444.11	hsa-let-7b-5p	1
ENST00000681450.1	hsa-miR-548ba	1
ENST00000315965.6	hsa-let-7b-5p	1
ENST00000544290.5	hsa-let-7b-5p	1
ENST00000534097.5	hsa-let-7b-3p	1
ENST00000678537.1	hsa-let-7b-5p	1
ENST00000648309.1	hsa-miR-548ba	1
ENST00000647821.1	hsa-let-7b-5p	1
ENST00000609129.2	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000257776.5	hsa-miR-548ba	1
ENST00000641152.2	hsa-let-7b-3p	1
ENST00000508488.2	hsa-miR-548ba	1
ENST00000374749.8	hsa-miR-548ba	1
ENST00000450574.5	hsa-miR-548ba	1
ENST00000452671.7	hsa-let-7b-5p	1
ENST00000613446.4	hsa-let-7b-3p	1
ENST00000679994.1	hsa-miR-548ba	1
ENST00000450498.1	hsa-let-7b-3p	1
ENST00000294428.7	hsa-let-7b-3p	1
ENST00000435145.6	hsa-miR-548ba	1
ENST00000519607.5	hsa-miR-548ba	1
ENST00000505419.5	hsa-miR-548ba	1
ENST00000299163.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000642556.1	hsa-miR-548ba	1
ENST00000434581.7	hsa-let-7b-3p	1
ENST00000219905.12	hsa-let-7b-3p	1
ENST00000557354.5	hsa-miR-548ba	1
ENST00000532485.6	hsa-let-7b-5p	1
ENST00000310421.5	hsa-miR-548ba	1
ENST00000396526.7	hsa-miR-548ba	1
ENST00000374371.6	hsa-miR-548ba	1
ENST00000372198.5	hsa-let-7b-3p	1
ENST00000344337.11	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000337514.11	hsa-let-7b-3p	1
ENST00000381774.9	hsa-miR-548ba	1
ENST00000522514.6	hsa-miR-548ba	1
ENST00000640104.1	hsa-let-7b-3p	1
ENST00000679563.1	hsa-miR-548ba	1
ENST00000615112.4	hsa-let-7b-3p	1
ENST00000676849.1	hsa-miR-548ba	1
ENST00000417201.4	hsa-miR-548ba	1
ENST00000638800.1	hsa-let-7b-3p	1
ENST00000423894.5	hsa-miR-548ba	1
ENST00000641508.1	hsa-miR-548ba	1
ENST00000644146.1	hsa-let-7b-3p	1
ENST00000369681.10	hsa-miR-548ba	1
ENST00000375344.8	hsa-miR-548ba	1
ENST00000290341.8	hsa-let-7b-5p	1
ENST00000361156.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000336164.9	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000680735.1	hsa-let-7b-3p	1
ENST00000394838.6	hsa-let-7b-3p	1
ENST00000355233.9	hsa-let-7b-5p	1
ENST00000512783.5	hsa-miR-548ba	1
ENST00000518029.5	hsa-miR-548ba	1
ENST00000370155.9	hsa-miR-548ba	1
ENST00000294383.7	hsa-let-7b-3p	1
ENST00000342449.8	hsa-let-7b-3p	1
ENST00000314529.10	hsa-let-7b-5p	1
ENST00000281127.11	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000367295.5	hsa-let-7b-3p	1
ENST00000680228.1	hsa-miR-548ba	1
ENST00000650478.1	hsa-miR-548ba	1
ENST00000677368.1	hsa-miR-548ba	1
ENST00000657333.1	hsa-miR-548ba	1
ENST00000433866.7	hsa-miR-548ba	1
ENST00000526889.5	hsa-let-7b-5p	1
ENST00000419631.1	hsa-miR-548ba	1
ENST00000373656.4	hsa-let-7b-5p	1
ENST00000361565.9	hsa-let-7b-5p	1
ENST00000419479.5	hsa-miR-548ba	1
ENST00000260947.9	hsa-miR-548ba	1
ENST00000282441.10	hsa-miR-548ba	1
ENST00000371204.4	hsa-miR-548ba	1
ENST00000478392.5	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000673735.1	hsa-let-7b-3p	1
ENST00000395433.5	hsa-miR-548ba	1
ENST00000418560.5	hsa-let-7b-3p	1
ENST00000626459.2	hsa-miR-548ba	1
ENST00000415421.5	hsa-let-7b-3p	1
ENST00000380180.7	hsa-miR-548ba	1
ENST00000330342.8	hsa-let-7b-3p	1
ENST00000347616.5	hsa-let-7b-3p	1
ENST00000422900.1	hsa-let-7b-3p	1
ENST00000682734.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000264710.5	hsa-miR-548ba	1
ENST00000635534.1	hsa-let-7b-5p	1
ENST00000553116.5	hsa-miR-548ba	1
ENST00000398934.5	hsa-miR-548ba	1
ENST00000679874.1	hsa-let-7b-5p	1
ENST00000402690.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000646985.1	hsa-let-7b-3p	1
ENST00000528048.5	hsa-miR-548ba	1
ENST00000280097.5	hsa-let-7b-3p	1
ENST00000429527.6	hsa-miR-548ba	1
ENST00000677422.1	hsa-miR-548ba	1
ENST00000455976.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000496384.7	hsa-let-7b-3p	1
ENST00000649139.1	hsa-miR-548ba	1
ENST00000331239.8	hsa-miR-548ba	1
ENST00000383675.6	hsa-miR-548ba	1
ENST00000397863.5	hsa-miR-548ba	1
ENST00000639221.1	hsa-let-7b-3p	1
ENST00000563496.2	hsa-let-7b-5p	1
ENST00000568254.5	hsa-let-7b-3p	1
ENST00000506401.6	hsa-miR-548ba	1
ENST00000366910.10	hsa-let-7b-3p	1
ENST00000280605.5	hsa-miR-548ba	1
ENST00000336643.10	hsa-miR-548ba	1
ENST00000370466.4	hsa-miR-548ba	1
ENST00000383168.9	hsa-miR-548ba	1
ENST00000303155.9	hsa-miR-548ba	1
ENST00000394718.4	hsa-miR-548ba	1
ENST00000340855.11	hsa-miR-548ba	1
ENST00000683177.1	hsa-miR-548ba	1
ENST00000261951.9	hsa-miR-548ba	1
ENST00000534871.5	hsa-let-7b-5p	1
ENST00000304567.10	hsa-let-7b-5p	1
ENST00000414706.2	hsa-miR-548ba	1
ENST00000437379.2	hsa-let-7b-5p	1
ENST00000376704.3	hsa-let-7b-3p	1
ENST00000447496.6	hsa-miR-548ba	1
ENST00000662525.1	hsa-let-7b-5p	1
ENST00000357998.10	hsa-let-7b-5p	1
ENST00000509826.2	hsa-miR-548ba	1
ENST00000367251.7	hsa-miR-548ba	1
ENST00000443023.5	hsa-miR-548ba	1
ENST00000356517.4	hsa-miR-548ba	1
ENST00000429429.6	hsa-miR-548ba	1
ENST00000269195.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000545121.5	hsa-let-7b-3p	1
ENST00000295743.8	hsa-miR-548ba	1
ENST00000599379.1	hsa-let-7b-5p	1
ENST00000338981.7	hsa-miR-548ba	1
ENST00000641774.1	hsa-miR-548ba	1
ENST00000499023.7	hsa-miR-548ba	1
ENST00000682129.1	hsa-miR-548ba	1
ENST00000621663.4	hsa-let-7b-3p	1
ENST00000370951.5	hsa-let-7b-3p	1
ENST00000368655.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000643871.1	hsa-let-7b-3p	1
ENST00000681641.1	hsa-miR-548ba	1
ENST00000641698.1	hsa-miR-548ba	1
ENST00000334197.12	hsa-miR-548ba	1
ENST00000670091.1	hsa-let-7b-5p	1
ENST00000681565.1	hsa-miR-548ba	1
ENST00000679269.1	hsa-let-7b-3p	1
ENST00000372972.7	hsa-let-7b-3p	1
ENST00000585682.6	hsa-miR-548ba	1
ENST00000555879.5	hsa-miR-548ba	1
ENST00000378195.6	hsa-let-7b-5p	1
ENST00000680948.1	hsa-miR-548ba	1
ENST00000518318.7	hsa-let-7b-3p	1
ENST00000441335.6	hsa-let-7b-3p	1
ENST00000616351.1	hsa-let-7b-3p	1
ENST00000450689.7	hsa-miR-548ba	1
ENST00000512996.6	hsa-let-7b-5p	1
ENST00000395290.6	hsa-miR-548ba	1
ENST00000320583.9	hsa-miR-548ba	1
ENST00000182527.4	hsa-miR-548ba	1
ENST00000379599.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000622712.4	hsa-let-7b-5p	1
ENST00000337331.10	hsa-miR-548ba	1
ENST00000261826.10	hsa-let-7b-3p	1
ENST00000394597.7	hsa-let-7b-3p	1
ENST00000409727.5	hsa-let-7b-3p	1
ENST00000683079.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000649602.1	hsa-miR-548ba	1
ENST00000679754.1	hsa-let-7b-5p	1
ENST00000410112.6	hsa-let-7b-5p	1
ENST00000427363.7	hsa-let-7b-3p	1
ENST00000615280.5	hsa-let-7b-3p	1
ENST00000376325.10	hsa-miR-548ba	1
ENST00000680063.1	hsa-let-7b-5p	1
ENST00000335670.11	hsa-miR-548ba	1
ENST00000442361.1	hsa-miR-548ba	1
ENST00000052754.10	hsa-let-7b-5p	1
ENST00000456397.7	hsa-miR-548ba	1
ENST00000651816.1	hsa-let-7b-3p	1
ENST00000370853.8	hsa-miR-548ba	1
ENST00000558518.6	hsa-let-7b-3p	1
ENST00000601879.5	hsa-miR-548ba	1
ENST00000247881.4	hsa-miR-548ba	1
ENST00000447906.8	hsa-let-7b-3p	1
ENST00000510877.5	hsa-let-7b-3p	1
ENST00000381103.7	hsa-miR-548ba	1
ENST00000356884.11	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000441290.6	hsa-let-7b-3p	1
ENST00000681112.1	hsa-let-7b-3p	1
ENST00000267485.7	hsa-let-7b-3p	1
ENST00000615636.4	hsa-let-7b-3p	1
ENST00000290101.8	hsa-let-7b-3p	1
ENST00000307584.6	hsa-miR-548ba	1
ENST00000484535.5	hsa-let-7b-3p	1
ENST00000606183.4	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000534751.3	hsa-miR-548ba	1
ENST00000251691.5	hsa-miR-548ba	1
ENST00000354353.9	hsa-let-7b-3p	1
ENST00000512467.6	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000286548.9	hsa-let-7b-3p	1
ENST00000381867.6	hsa-let-7b-5p	1
ENST00000396596.2	hsa-miR-548ba	1
ENST00000649428.1	hsa-miR-548ba	1
ENST00000482007.5	hsa-miR-548ba	1
ENST00000219313.9	hsa-let-7b-3p	1
ENST00000675160.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000311895.8	hsa-let-7b-5p	1
ENST00000393603.7	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000588578.5	hsa-let-7b-3p	1
ENST00000442263.4	hsa-let-7b-3p	1
ENST00000337881.11	hsa-let-7b-3p	1
ENST00000371319.8	hsa-miR-548ba	1
ENST00000600377.1	hsa-miR-548ba	1
ENST00000641654.1	hsa-let-7b-3p	1
ENST00000302040.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000338785.8	hsa-let-7b-5p	1
ENST00000556376.6	hsa-let-7b-3p	1
ENST00000398209.7	hsa-miR-548ba	1
ENST00000283148.12	hsa-miR-548ba	1
ENST00000676488.1	hsa-miR-548ba	1
ENST00000561257.1	hsa-let-7b-3p	1
ENST00000401424.6	hsa-let-7b-3p	1
ENST00000375437.7	hsa-let-7b-3p	1
ENST00000643599.1	hsa-let-7b-3p	1
ENST00000675947.1	hsa-miR-548ba	1
ENST00000282892.4	hsa-miR-548ba	1
ENST00000369939.8	hsa-miR-548ba	1
ENST00000550722.5	hsa-miR-548ba	1
ENST00000641147.1	hsa-let-7b-5p	1
ENST00000678230.1	hsa-let-7b-3p	1
ENST00000679989.1	hsa-miR-548ba	1
ENST00000331581.11	hsa-miR-548ba	1
ENST00000366847.9	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000276480.11	hsa-let-7b-3p	1
ENST00000409660.5	hsa-miR-548ba	1
ENST00000374366.7	hsa-miR-548ba	1
ENST00000266682.10	hsa-miR-548ba	1
ENST00000616995.4	hsa-miR-548ba	1
ENST00000373825.7	hsa-miR-548ba	1
ENST00000537238.5	hsa-let-7b-3p	1
ENST00000334220.9	hsa-let-7b-5p	1
ENST00000258873.9	hsa-miR-548ba	1
ENST00000297977.9	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000264318.4	hsa-miR-548ba	1
ENST00000340067.4	hsa-let-7b-5p	1
ENST00000684492.1	hsa-miR-548ba	1
ENST00000354179.8	hsa-let-7b-3p	1
ENST00000512369.2	hsa-miR-548ba	1
ENST00000277942.7	hsa-miR-548ba	1
ENST00000615084.4	hsa-let-7b-3p	1
ENST00000442241.9	hsa-let-7b-3p	1
ENST00000611905.2	hsa-let-7b-5p	1
ENST00000530028.3	hsa-miR-548ba	1
ENST00000636751.2	hsa-let-7b-5p	1
ENST00000380780.5	hsa-miR-548ba	1
ENST00000375846.3	hsa-miR-548ba	1
ENST00000551619.5	hsa-let-7b-5p	1
ENST00000357731.10	hsa-miR-548ba	1
ENST00000642097.1	hsa-let-7b-5p	1
ENST00000273317.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000497979.5	hsa-miR-548ba	1
ENST00000352998.7	hsa-miR-548ba	1
ENST00000496144.5	hsa-miR-548ba	1
ENST00000373295.7	hsa-let-7b-3p	1
ENST00000541124.5	hsa-miR-548ba	1
ENST00000230859.8	hsa-miR-548ba	1
ENST00000495527.5	hsa-let-7b-3p	1
ENST00000498165.6	hsa-let-7b-3p	1
ENST00000378053.3	hsa-let-7b-3p	1
ENST00000394886.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000392789.2	hsa-let-7b-3p	1
ENST00000257749.9	hsa-miR-548ba	1
ENST00000680783.1	hsa-miR-548ba	1
ENST00000265344.8	hsa-let-7b-5p	1
ENST00000382871.3	hsa-let-7b-3p	1
ENST00000422970.6	hsa-miR-548ba	1
ENST00000393051.5	hsa-miR-548ba	1
ENST00000298068.10	hsa-miR-548ba	1
ENST00000374851.1	hsa-miR-548ba	1
ENST00000343213.2	hsa-miR-548ba	1
ENST00000547688.7	hsa-let-7b-5p	1
ENST00000389574.7	hsa-miR-548ba	1
ENST00000678056.1	hsa-let-7b-3p	1
ENST00000483851.7	hsa-let-7b-3p	1
ENST00000331835.10	hsa-miR-548ba	1
ENST00000355285.10	hsa-miR-548ba	1
ENST00000265261.10	hsa-let-7b-5p	1
ENST00000304543.10	hsa-miR-548ba	1
ENST00000414443.5	hsa-miR-548ba	1
ENST00000647188.2	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000334746.10	hsa-miR-548ba	1
ENST00000681756.1	hsa-miR-548ba	1
ENST00000539237.6	hsa-miR-548ba	1
ENST00000649285.1	hsa-miR-548ba	1
ENST00000675040.1	hsa-let-7b-3p	1
ENST00000360299.10	hsa-miR-548ba	1
ENST00000634556.2	hsa-let-7b-5p	1
ENST00000378386.8	hsa-let-7b-5p	1
ENST00000481247.6	hsa-let-7b-5p	1
ENST00000568423.5	hsa-miR-548ba	1
ENST00000287908.7	hsa-miR-548ba	1
ENST00000548813.1	hsa-let-7b-3p	1
ENST00000340908.9	hsa-miR-548ba	1
ENST00000674347.1	hsa-let-7b-3p	1
ENST00000379942.5	hsa-miR-548ba	1
ENST00000285093.15	hsa-miR-548ba	1
ENST00000480683.2	hsa-miR-548ba	1
ENST00000673783.1	hsa-let-7b-5p	1
ENST00000456179.1	hsa-miR-548ba	1
ENST00000397601.5	hsa-miR-548ba	1
ENST00000508515.1	hsa-let-7b-3p	1
ENST00000680708.1	hsa-miR-548ba	1
ENST00000286627.10	hsa-let-7b-3p	1
ENST00000453163.6	hsa-miR-548ba	1
ENST00000563158.1	hsa-miR-548ba	1
ENST00000534964.6	hsa-let-7b-5p	1
ENST00000304786.12	hsa-let-7b-3p	1
ENST00000239690.9	hsa-miR-548ba	1
ENST00000306901.9	hsa-let-7b-5p	1
ENST00000449762.6	hsa-let-7b-3p	1
ENST00000272224.5	hsa-miR-548ba	1
ENST00000340353.11	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000653241.1	hsa-miR-548ba	1
ENST00000295050.12	hsa-miR-548ba	1
ENST00000642484.1	hsa-miR-548ba	1
ENST00000677417.1	hsa-miR-548ba	1
ENST00000682351.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000674756.1	hsa-miR-548ba	1
ENST00000652548.1	hsa-miR-548ba	1
ENST00000241502.9	hsa-let-7b-3p	1
ENST00000679491.1	hsa-let-7b-5p	1
ENST00000261537.7	hsa-miR-548ba	1
ENST00000326505.4	hsa-miR-548ba	1
ENST00000413728.6	hsa-let-7b-3p	1
ENST00000684296.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000678874.1	hsa-let-7b-3p	1
ENST00000524463.6	hsa-miR-548ba	1
